date,district,cases_new
2021-08-13,mahabubabad,6
2021-08-13,mancherial,15
2021-08-13,medak,3
2021-08-13,medchal malkajigiri,28
2021-08-13,mulugu,4
2021-08-13,nagarkurnool,4
2021-08-13,nalgonda,26
2021-08-13,narayanpet,2
2021-08-13,nirmal,0
2021-08-13,nizamabad,6
2021-08-13,peddapalli,22
2021-08-13,rajanna siricilla,15
2021-08-13,rangareddy,21
2021-08-13,sangareddy,3
2021-08-13,siddipet,13
2021-08-13,suryapet,14
2021-08-13,total,427
2021-08-13,vikarabad,1
2021-08-13,wanaparthy,4
2021-08-13,warangal rural,8
2021-08-13,warangal urban,41
2021-08-13,yadadri bhonigir,7
2021-08-14,adilabad,5
2021-08-14,bhadradri kothagudem,8
2021-08-14,ghmc,71
2021-08-14,jagityal,13
2021-08-14,jangaon,4
2021-08-14,jayashankar bhupalpally,5
2021-08-14,jogulamba gadwal,1
2021-08-14,kamareddy,0
2021-08-14,karimnagar,47
2021-08-14,khammam,18
2021-08-14,komarambheem asifabad,0
2021-08-14,mahaboobnagar,6
2021-08-14,mahabubabad,7
2021-08-14,mancherial,8
2021-08-14,medak,2
2021-08-14,medchal malkajigiri,29
2021-08-14,mulugu,5
2021-08-14,nagarkurnool,3
2021-08-14,nalgonda,27
2021-08-14,narayanpet,0
2021-08-14,nirmal,1
2021-08-14,nizamabad,7
2021-08-14,peddapalli,24
2021-08-14,rajanna siricilla,14
2021-08-14,rangareddy,23
2021-08-14,sangareddy,6
2021-08-14,siddipet,9
2021-08-14,suryapet,18
2021-08-14,total,420
2021-08-14,vikarabad,1
2021-08-14,wanaparthy,2
2021-08-14,warangal rural,8
2021-08-14,warangal urban,39
2021-08-14,yadadri bhonigir,9
2021-08-15,adilabad,2
2021-08-15,bhadradri kothagudem,4
2021-08-15,ghmc,52
2021-08-15,jagityal,7
2021-08-15,jangaon,3
2021-08-15,jayashankar bhupalpally,4
2021-08-15,jogulamba gadwal,2
2021-08-15,kamareddy,0
2021-08-15,karimnagar,30
2021-08-15,khammam,7
2021-08-15,komarambheem asifabad,1
2021-08-15,mahaboobnagar,5
2021-08-15,mahabubabad,4
2021-08-15,mancherial,9
2021-08-15,medak,1
2021-08-15,medchal malkajigiri,10
2021-08-15,mulugu,4
2021-08-15,nagarkurnool,0
2021-08-15,nalgonda,17
2021-08-15,narayanpet,1
2021-08-15,nirmal,1
2021-08-15,nizamabad,5
2021-08-15,peddapalli,10
2021-08-15,rajanna siricilla,4
2021-08-15,rangareddy,16
2021-08-15,sangareddy,1
2021-08-15,siddipet,5
2021-08-15,suryapet,8
2021-08-15,total,245
2021-08-15,vikarabad,2
2021-08-15,wanaparthy,1
2021-08-15,warangal rural,14
2021-08-15,warangal urban,15
2021-08-15,yadadri bhonigir,0
2021-08-16,adilabad,4
2021-08-16,bhadradri kothagudem,8
2021-08-16,ghmc,67
2021-08-16,jagityal,18
2021-08-16,jangaon,7
2021-08-16,jayashankar bhupalpally,1
2021-08-16,jogulamba gadwal,4
2021-08-16,kamareddy,3
2021-08-16,karimnagar,32
2021-08-16,khammam,22
2021-08-16,komarambheem asifabad,4
2021-08-16,mahaboobnagar,4
2021-08-16,mahabubabad,7
2021-08-16,mancherial,12
2021-08-16,medak,1
2021-08-16,medchal malkajigiri,24
2021-08-16,mulugu,6
2021-08-16,nagarkurnool,5
2021-08-16,nalgonda,24
2021-08-16,narayanpet,1
2021-08-16,nirmal,0
2021-08-16,nizamabad,7
2021-08-16,peddapalli,21
2021-08-16,rajanna siricilla,15
2021-08-16,rangareddy,19
2021-08-16,sangareddy,2
2021-08-16,siddipet,10
2021-08-16,suryapet,17
2021-08-16,total,405
2021-08-16,vikarabad,5
2021-08-16,wanaparthy,3
2021-08-16,warangal rural,11
2021-08-16,warangal urban,36
2021-08-16,yadadri bhonigir,5
2021-08-17,adilabad,4
2021-08-17,bhadradri kothagudem,5
2021-08-17,ghmc,84
2021-08-17,jagityal,13
2021-08-17,jangaon,5
2021-08-17,jayashankar bhupalpally,4
2021-08-17,jogulamba gadwal,0
2021-08-17,kamareddy,2
2021-08-17,karimnagar,54
2021-08-17,khammam,17
2021-08-17,komarambheem asifabad,0
2021-08-17,mahaboobnagar,6
2021-08-17,mahabubabad,5
2021-08-17,mancherial,11
2021-08-17,medak,4
2021-08-17,medchal malkajigiri,21
2021-08-17,mulugu,5
2021-08-17,nagarkurnool,4
2021-08-17,nalgonda,29
2021-08-17,narayanpet,1
2021-08-17,nirmal,2
2021-08-17,nizamabad,5
2021-08-17,peddapalli,18
2021-08-17,rajanna siricilla,8
2021-08-17,rangareddy,23
2021-08-17,sangareddy,5
2021-08-17,siddipet,11
2021-08-17,suryapet,19
2021-08-17,total,417
2021-08-17,vikarabad,3
2021-08-17,wanaparthy,2
2021-08-17,warangal rural,6
2021-08-17,warangal urban,27
2021-08-17,yadadri bhonigir,14
2021-08-18,adilabad,5
2021-08-18,bhadradri kothagudem,7
2021-08-18,ghmc,73
2021-08-18,jagityal,10
2021-08-18,jangaon,4
2021-08-18,jayashankar bhupalpally,5
2021-08-18,jogulamba gadwal,0
2021-08-18,kamareddy,1
2021-08-18,karimnagar,46
2021-08-18,khammam,23
2021-08-18,komarambheem asifabad,4
2021-08-18,mahaboobnagar,4
2021-08-18,mahabubabad,6
2021-08-18,mancherial,10
2021-08-18,medak,5
2021-08-18,medchal malkajigiri,23
2021-08-18,mulugu,6
2021-08-18,nagarkurnool,3
2021-08-18,nalgonda,24
2021-08-18,narayanpet,1
2021-08-18,nirmal,3
2021-08-18,nizamabad,6
2021-08-18,peddapalli,21
2021-08-18,rajanna siricilla,8
2021-08-18,rangareddy,27
2021-08-18,sangareddy,7
2021-08-18,siddipet,17
2021-08-18,suryapet,19
2021-08-18,total,424
2021-08-18,vikarabad,3
2021-08-18,wanaparthy,4
2021-08-18,warangal rural,15
2021-08-18,warangal urban,24
2021-08-18,yadadri bhonigir,10
2021-08-19,adilabad,6
2021-08-19,bhadradri kothagudem,9
2021-08-19,ghmc,71
2021-08-19,jagityal,12
2021-08-19,jangaon,5
2021-08-19,jayashankar bhupalpally,4
2021-08-19,jogulamba gadwal,3
2021-08-19,kamareddy,2
2021-08-19,karimnagar,45
2021-08-19,khammam,19
2021-08-19,komarambheem asifabad,3
2021-08-19,mahaboobnagar,5
2021-08-19,mahabubabad,7
2021-08-19,mancherial,12
2021-08-19,medak,4
2021-08-19,medchal malkajigiri,28
2021-08-19,mulugu,3
2021-08-19,nagarkurnool,4
2021-08-19,nalgonda,31
2021-08-19,narayanpet,1
2021-08-19,nirmal,0
2021-08-19,nizamabad,5
2021-08-19,peddapalli,22
2021-08-19,rajanna siricilla,14
2021-08-19,rangareddy,17
2021-08-19,sangareddy,4
2021-08-19,siddipet,9
2021-08-19,suryapet,16
2021-08-19,total,409
2021-08-19,vikarabad,1
2021-08-19,wanaparthy,3
2021-08-19,warangal rural,8
2021-08-19,warangal urban,27
2021-08-19,yadadri bhonigir,9
2021-08-20,adilabad,0
2021-08-20,bhadradri kothagudem,10
2021-08-20,ghmc,74
2021-08-20,jagityal,14
2021-08-20,jangaon,6
2021-08-20,jayashankar bhupalpally,6
2021-08-20,jogulamba gadwal,1
2021-08-20,kamareddy,0
2021-08-20,karimnagar,29
2021-08-20,khammam,15
2021-08-20,komarambheem asifabad,2
2021-08-20,mahaboobnagar,4
2021-08-20,mahabubabad,14
2021-08-20,mancherial,7
2021-08-20,medak,3
2021-08-20,medchal malkajigiri,17
2021-08-20,mulugu,5
2021-08-20,nagarkurnool,3
2021-08-20,nalgonda,25
2021-08-20,narayanpet,0
2021-08-20,nirmal,0
2021-08-20,nizamabad,6
2021-08-20,peddapalli,12
2021-08-20,rajanna siricilla,5
2021-08-20,rangareddy,24
2021-08-20,sangareddy,6
2021-08-20,siddipet,14
2021-08-20,suryapet,13
2021-08-20,total,359
2021-08-20,vikarabad,1
2021-08-20,wanaparthy,2
2021-08-20,warangal rural,7
2021-08-20,warangal urban,24
2021-08-20,yadadri bhonigir,10
2021-08-21,adilabad,1
2021-08-21,bhadradri kothagudem,7
2021-08-21,ghmc,76
2021-08-21,jagityal,18
2021-08-21,jangaon,3
2021-08-21,jayashankar bhupalpally,2
2021-08-21,jogulamba gadwal,1
2021-08-21,kamareddy,4
2021-08-21,karimnagar,44
2021-08-21,khammam,12
2021-08-21,komarambheem asifabad,3
2021-08-21,mahaboobnagar,3
2021-08-21,mahabubabad,8
2021-08-21,mancherial,8
2021-08-21,medak,4
2021-08-21,medchal malkajigiri,20
2021-08-21,mulugu,4
2021-08-21,nagarkurnool,1
2021-08-21,nalgonda,22
2021-08-21,narayanpet,1
2021-08-21,nirmal,1
2021-08-21,nizamabad,4
2021-08-21,peddapalli,13
2021-08-21,rajanna siricilla,13
2021-08-21,rangareddy,21
2021-08-21,sangareddy,5
2021-08-21,siddipet,13
2021-08-21,suryapet,11
2021-08-21,total,364
2021-08-21,vikarabad,1
2021-08-21,wanaparthy,1
2021-08-21,warangal rural,7
2021-08-21,warangal urban,22
2021-08-21,yadadri bhonigir,10
2021-08-22,adilabad,3
2021-08-22,bhadradri kothagudem,5
2021-08-22,ghmc,66
2021-08-22,jagityal,5
2021-08-22,jangaon,2
2021-08-22,jayashankar bhupalpally,2
2021-08-22,jogulamba gadwal,2
2021-08-22,kamareddy,0
2021-08-22,karimnagar,22
2021-08-22,khammam,6
2021-08-22,komarambheem asifabad,1
2021-08-22,mahaboobnagar,9
2021-08-22,mahabubabad,2
2021-08-22,mancherial,2
2021-08-22,medak,0
2021-08-22,medchal malkajigiri,9
2021-08-22,mulugu,3
2021-08-22,nagarkurnool,0
2021-08-22,nalgonda,14
2021-08-22,narayanpet,1
2021-08-22,nirmal,1
2021-08-22,nizamabad,5
2021-08-22,peddapalli,6
2021-08-22,rajanna siricilla,6
2021-08-22,rangareddy,19
2021-08-22,sangareddy,2
2021-08-22,siddipet,6
2021-08-22,suryapet,13
2021-08-22,total,231
2021-08-22,vikarabad,0
2021-08-22,wanaparthy,1
2021-08-22,warangal rural,9
2021-08-22,warangal urban,8
2021-08-22,yadadri bhonigir,1
2021-08-23,adilabad,2
2021-08-23,bhadradri kothagudem,10
2021-08-23,ghmc,57
2021-08-23,jagityal,16
2021-08-23,jangaon,6
2021-08-23,jayashankar bhupalpally,3
2021-08-23,jogulamba gadwal,2
2021-08-23,kamareddy,3
2021-08-23,karimnagar,32
2021-08-23,khammam,23
2021-08-23,komarambheem asifabad,2
2021-08-23,mahaboobnagar,4
2021-08-23,mahabubabad,5
2021-08-23,mancherial,6
2021-08-23,medak,3
2021-08-23,medchal malkajigiri,17
2021-08-23,mulugu,5
2021-08-23,nagarkurnool,3
2021-08-23,nalgonda,25
2021-08-23,narayanpet,0
2021-08-23,nirmal,0
2021-08-23,nizamabad,4
2021-08-23,peddapalli,15
2021-08-23,rajanna siricilla,9
2021-08-23,rangareddy,17
2021-08-23,sangareddy,4
2021-08-23,siddipet,10
2021-08-23,suryapet,17
2021-08-23,total,354
2021-08-23,vikarabad,4
2021-08-23,wanaparthy,4
2021-08-23,warangal rural,9
2021-08-23,warangal urban,23
2021-08-23,yadadri bhonigir,14
2021-08-24,adilabad,6
2021-08-24,bhadradri kothagudem,12
2021-08-24,ghmc,70
2021-08-24,jagityal,19
2021-08-24,jangaon,6
2021-08-24,jayashankar bhupalpally,4
2021-08-24,jogulamba gadwal,4
2021-08-24,kamareddy,2
2021-08-24,karimnagar,36
2021-08-24,khammam,20
2021-08-24,komarambheem asifabad,2
2021-08-24,mahaboobnagar,3
2021-08-24,mahabubabad,8
2021-08-24,mancherial,10
2021-08-24,medak,2
2021-08-24,medchal malkajigiri,27
2021-08-24,mulugu,4
2021-08-24,nagarkurnool,2
2021-08-24,nalgonda,28
2021-08-24,narayanpet,1
2021-08-24,nirmal,0
2021-08-24,nizamabad,3
2021-08-24,peddapalli,18
2021-08-24,rajanna siricilla,12
2021-08-24,rangareddy,24
2021-08-24,sangareddy,3
2021-08-24,siddipet,7
2021-08-24,suryapet,12
2021-08-24,total,389
2021-08-24,vikarabad,1
2021-08-24,wanaparthy,5
2021-08-24,warangal rural,7
2021-08-24,warangal urban,22
2021-08-24,yadadri bhonigir,9
2021-08-25,adilabad,3
2021-08-25,bhadradri kothagudem,7
2021-08-25,ghmc,102
2021-08-25,jagityal,8
2021-08-25,jangaon,4
2021-08-25,jayashankar bhupalpally,1
2021-08-25,jogulamba gadwal,1
2021-08-25,kamareddy,3
2021-08-25,karimnagar,34
2021-08-25,khammam,19
2021-08-25,komarambheem asifabad,2
2021-08-25,mahaboobnagar,4
2021-08-25,mahabubabad,4
2021-08-25,mancherial,8
2021-08-25,medak,2
2021-08-25,medchal malkajigiri,27
2021-08-25,mulugu,2
2021-08-25,nagarkurnool,2
2021-08-25,nalgonda,24
2021-08-25,narayanpet,1
2021-08-25,nirmal,2
2021-08-25,nizamabad,3
2021-08-25,peddapalli,15
2021-08-25,rajanna siricilla,6
2021-08-25,rangareddy,13
2021-08-25,sangareddy,5
2021-08-25,siddipet,12
2021-08-25,suryapet,8
2021-08-25,total,366
2021-08-25,vikarabad,1
2021-08-25,wanaparthy,1
2021-08-25,warangal rural,9
2021-08-25,warangal urban,27
2021-08-25,yadadri bhonigir,6
2021-08-26,adilabad,2
2021-08-26,bhadradri kothagudem,7
2021-08-26,ghmc,96
2021-08-26,jagityal,12
2021-08-26,jangaon,6
2021-08-26,jayashankar bhupalpally,2
2021-08-26,jogulamba gadwal,1
2021-08-26,kamareddy,0
2021-08-26,karimnagar,33
2021-08-26,khammam,16
2021-08-26,komarambheem asifabad,2
2021-08-26,mahaboobnagar,6
2021-08-26,mahabubabad,8
2021-08-26,mancherial,9
2021-08-26,medak,2
2021-08-26,medchal malkajigiri,23
2021-08-26,mulugu,4
2021-08-26,nagarkurnool,3
2021-08-26,nalgonda,21
2021-08-26,narayanpet,0
2021-08-26,nirmal,1
2021-08-26,nizamabad,5
2021-08-26,peddapalli,12
2021-08-26,rajanna siricilla,8
2021-08-26,rangareddy,17
2021-08-26,sangareddy,5
2021-08-26,siddipet,8
2021-08-26,suryapet,8
2021-08-26,total,357
2021-08-26,vikarabad,4
2021-08-26,wanaparthy,5
2021-08-26,warangal rural,5
2021-08-26,warangal urban,21
2021-08-26,yadadri bhonigir,5
2021-08-27,adilabad,3
2021-08-27,bhadradri kothagudem,5
2021-08-27,ghmc,91
2021-08-27,jagityal,14
2021-08-27,jangaon,4
2021-08-27,jayashankar bhupalpally,1
2021-08-27,jogulamba gadwal,2
2021-08-27,kamareddy,2
2021-08-27,karimnagar,31
2021-08-27,khammam,28
2021-08-27,komarambheem asifabad,0
2021-08-27,mahaboobnagar,3
2021-08-27,mahabubabad,4
2021-08-27,mancherial,9
2021-08-27,medak,0
2021-08-27,medchal malkajigiri,21
2021-08-27,mulugu,5
2021-08-27,nagarkurnool,1
2021-08-27,nalgonda,15
2021-08-27,narayanpet,0
2021-08-27,nirmal,1
2021-08-27,nizamabad,4
2021-08-27,peddapalli,16
2021-08-27,rajanna siricilla,5
2021-08-27,rangareddy,19
2021-08-27,sangareddy,3
2021-08-27,siddipet,10
2021-08-27,suryapet,9
2021-08-27,total,339
2021-08-27,vikarabad,1
2021-08-27,wanaparthy,3
2021-08-27,warangal rural,6
2021-08-27,warangal urban,18
2021-08-27,yadadri bhonigir,5
2021-08-28,adilabad,1
2021-08-28,bhadradri kothagudem,6
2021-08-28,ghmc,80
2021-08-28,jagityal,13
2021-08-28,jangaon,3
2021-08-28,jayashankar bhupalpally,2
2021-08-28,jogulamba gadwal,3
2021-08-28,kamareddy,4
2021-08-28,karimnagar,26
2021-08-28,khammam,24
2021-08-28,komarambheem asifabad,1
2021-08-28,mahaboobnagar,4
2021-08-28,mahabubabad,5
2021-08-28,mancherial,8
2021-08-28,medak,1
2021-08-28,medchal malkajigiri,19
2021-08-28,mulugu,2
2021-08-28,nagarkurnool,2
2021-08-28,nalgonda,17
2021-08-28,narayanpet,1
2021-08-28,nirmal,0
2021-08-28,nizamabad,3
2021-08-28,peddapalli,12
2021-08-28,rajanna siricilla,7
2021-08-28,rangareddy,15
2021-08-28,sangareddy,4
2021-08-28,siddipet,7
2021-08-28,suryapet,10
2021-08-28,total,325
2021-08-28,vikarabad,3
2021-08-28,wanaparthy,4
2021-08-28,warangal rural,7
2021-08-28,warangal urban,22
2021-08-28,yadadri bhonigir,9
2021-08-29,adilabad,2
2021-08-29,bhadradri kothagudem,4
2021-08-29,ghmc,87
2021-08-29,jagityal,4
2021-08-29,jangaon,8
2021-08-29,jayashankar bhupalpally,0
2021-08-29,jogulamba gadwal,1
2021-08-29,kamareddy,0
2021-08-29,karimnagar,16
2021-08-29,khammam,18
2021-08-29,komarambheem asifabad,1
2021-08-29,mahaboobnagar,5
2021-08-29,mahabubabad,6
2021-08-29,mancherial,4
2021-08-29,medak,0
2021-08-29,medchal malkajigiri,9
2021-08-29,mulugu,4
2021-08-29,nagarkurnool,0
2021-08-29,nalgonda,6
2021-08-29,narayanpet,0
2021-08-29,nirmal,0
2021-08-29,nizamabad,3
2021-08-29,peddapalli,5
2021-08-29,rajanna siricilla,5
2021-08-29,rangareddy,18
2021-08-29,sangareddy,7
2021-08-29,siddipet,5
2021-08-29,suryapet,11
2021-08-29,total,257
2021-08-29,vikarabad,1
2021-08-29,wanaparthy,2
2021-08-29,warangal rural,5
2021-08-29,warangal urban,18
2021-08-29,yadadri bhonigir,2
2021-08-30,adilabad,3
2021-08-30,bhadradri kothagudem,6
2021-08-30,ghmc,72
2021-08-30,jagityal,15
2021-08-30,jangaon,5
2021-08-30,jayashankar bhupalpally,1
2021-08-30,jogulamba gadwal,3
2021-08-30,kamareddy,2
2021-08-30,karimnagar,42
2021-08-30,khammam,17
2021-08-30,komarambheem asifabad,0
2021-08-30,mahaboobnagar,3
2021-08-30,mahabubabad,5
2021-08-30,mancherial,8
2021-08-30,medak,2
2021-08-30,medchal malkajigiri,19
2021-08-30,mulugu,2
2021-08-30,nagarkurnool,3
2021-08-30,nalgonda,25
2021-08-30,narayanpet,1
2021-08-30,nirmal,2
2021-08-30,nizamabad,4
2021-08-30,peddapalli,19
2021-08-30,rajanna siricilla,9
2021-08-30,rangareddy,10
2021-08-30,sangareddy,2
2021-08-30,siddipet,6
2021-08-30,suryapet,11
2021-08-30,total,340
2021-08-30,vikarabad,1
2021-08-30,wanaparthy,0
2021-08-30,warangal rural,8
2021-08-30,warangal urban,25
2021-08-30,yadadri bhonigir,9
2021-09-01,adilabad,1
2021-09-01,bhadradri kothagudem,9
2021-09-01,ghmc,76
2021-09-01,jagityal,13
2021-09-01,jangaon,4
2021-09-01,jayashankar bhupalpally,2
2021-09-01,jogulamba gadwal,0
2021-09-01,kamareddy,2
2021-09-01,karimnagar,27
2021-09-01,khammam,13
2021-09-01,komarambheem asifabad,0
2021-09-01,mahaboobnagar,3
2021-09-01,mahabubabad,11
2021-09-01,mancherial,5
2021-09-01,medak,0
2021-09-01,medchal malkajigiri,20
2021-09-01,mulugu,2
2021-09-01,nagarkurnool,4
2021-09-01,nalgonda,17
2021-09-01,narayanpet,0
2021-09-01,nirmal,3
2021-09-01,nizamabad,4
2021-09-01,peddapalli,15
2021-09-01,rajanna siricilla,7
2021-09-01,rangareddy,22
2021-09-01,sangareddy,2
2021-09-01,siddipet,6
2021-09-01,suryapet,7
2021-09-01,total,322
2021-09-01,vikarabad,3
2021-09-01,wanaparthy,4
2021-09-01,warangal rural,9
2021-09-01,warangal urban,25
2021-09-01,yadadri bhonigir,6
2021-09-02,adilabad,0
2021-09-02,bhadradri kothagudem,5
2021-09-02,ghmc,77
2021-09-02,jagityal,12
2021-09-02,jangaon,6
2021-09-02,jayashankar bhupalpally,2
2021-09-02,jogulamba gadwal,2
2021-09-02,kamareddy,1
2021-09-02,karimnagar,21
2021-09-02,khammam,14
2021-09-02,komarambheem asifabad,2
2021-09-02,mahaboobnagar,4
2021-09-02,mahabubabad,8
2021-09-02,mancherial,7
2021-09-02,medak,0
2021-09-02,medchal malkajigiri,18
2021-09-02,mulugu,2
2021-09-02,nagarkurnool,3
2021-09-02,nalgonda,16
2021-09-02,narayanpet,1
2021-09-02,nirmal,4
2021-09-02,nizamabad,3
2021-09-02,peddapalli,16
2021-09-02,rajanna siricilla,12
2021-09-02,rangareddy,13
2021-09-02,sangareddy,5
2021-09-02,siddipet,6
2021-09-02,suryapet,8
2021-09-02,total,313
2021-09-02,vikarabad,2
2021-09-02,wanaparthy,3
2021-09-02,warangal rural,6
2021-09-02,warangal urban,28
2021-09-02,yadadri bhonigir,6
2021-09-03,adilabad,1
2021-09-03,bhadradri kothagudem,9
2021-09-03,ghmc,82
2021-09-03,jagityal,14
2021-09-03,jangaon,5
2021-09-03,jayashankar bhupalpally,4
2021-09-03,jogulamba gadwal,1
2021-09-03,kamareddy,2
2021-09-03,karimnagar,23
2021-09-03,khammam,16
2021-09-03,komarambheem asifabad,3
2021-09-03,mahaboobnagar,5
2021-09-03,mahabubabad,6
2021-09-03,mancherial,8
2021-09-03,medak,1
2021-09-03,medchal malkajigiri,19
2021-09-03,mulugu,2
2021-09-03,nagarkurnool,1
2021-09-03,nalgonda,15
2021-09-03,narayanpet,2
2021-09-03,nirmal,1
2021-09-03,nizamabad,2
2021-09-03,peddapalli,13
2021-09-03,rajanna siricilla,7
2021-09-03,rangareddy,16
2021-09-03,sangareddy,4
2021-09-03,siddipet,6
2021-09-03,suryapet,9
2021-09-03,total,318
2021-09-03,vikarabad,1
2021-09-03,wanaparthy,2
2021-09-03,warangal rural,9
2021-09-03,warangal urban,22
2021-09-03,yadadri bhonigir,7
2021-09-04,adilabad,2
2021-09-04,bhadradri kothagudem,8
2021-09-04,ghmc,78
2021-09-04,jagityal,12
2021-09-04,jangaon,4
2021-09-04,jayashankar bhupalpally,1
2021-09-04,jogulamba gadwal,1
2021-09-04,kamareddy,3
2021-09-04,karimnagar,31
2021-09-04,khammam,14
2021-09-04,komarambheem asifabad,2
2021-09-04,mahaboobnagar,4
2021-09-04,mahabubabad,7
2021-09-04,mancherial,7
2021-09-04,medak,2
2021-09-04,medchal malkajigiri,16
2021-09-04,mulugu,3
2021-09-04,nagarkurnool,0
2021-09-04,nalgonda,14
2021-09-04,narayanpet,3
2021-09-04,nirmal,2
2021-09-04,nizamabad,4
2021-09-04,peddapalli,10
2021-09-04,rajanna siricilla,7
2021-09-04,rangareddy,12
2021-09-04,sangareddy,3
2021-09-04,siddipet,6
2021-09-04,suryapet,8
2021-09-04,total,306
2021-09-04,vikarabad,4
2021-09-04,wanaparthy,3
2021-09-04,warangal rural,6
2021-09-04,warangal urban,23
2021-09-04,yadadri bhonigir,6
2021-09-05,adilabad,0
2021-09-05,bhadradri kothagudem,6
2021-09-05,ghmc,72
2021-09-05,jagityal,6
2021-09-05,jangaon,5
2021-09-05,jayashankar bhupalpally,1
2021-09-05,jogulamba gadwal,2
2021-09-05,kamareddy,1
2021-09-05,karimnagar,11
2021-09-05,khammam,6
2021-09-05,komarambheem asifabad,0
2021-09-05,mahaboobnagar,3
2021-09-05,mahabubabad,2
2021-09-05,mancherial,3
2021-09-05,medak,3
2021-09-05,medchal malkajigiri,17
2021-09-05,mulugu,2
2021-09-05,nagarkurnool,0
2021-09-05,nalgonda,11
2021-09-05,narayanpet,0
2021-09-05,nirmal,0
2021-09-05,nizamabad,3
2021-09-05,peddapalli,8
2021-09-05,rajanna siricilla,6
2021-09-05,rangareddy,15
2021-09-05,sangareddy,3
2021-09-05,siddipet,7
2021-09-05,suryapet,7
2021-09-05,total,230
2021-09-05,vikarabad,3
2021-09-05,wanaparthy,2
2021-09-05,warangal rural,5
2021-09-05,warangal urban,18
2021-09-05,yadadri bhonigir,2
2021-09-06,adilabad,3
2021-09-06,bhadradri kothagudem,8
2021-09-06,ghmc,70
2021-09-06,jagityal,10
2021-09-06,jangaon,4
2021-09-06,jayashankar bhupalpally,3
2021-09-06,jogulamba gadwal,2
2021-09-06,kamareddy,3
2021-09-06,karimnagar,31
2021-09-06,khammam,13
2021-09-06,komarambheem asifabad,4
2021-09-06,mahaboobnagar,4
2021-09-06,mahabubabad,3
2021-09-06,mancherial,7
2021-09-06,medak,1
2021-09-06,medchal malkajigiri,12
2021-09-06,mulugu,5
2021-09-06,nagarkurnool,4
2021-09-06,nalgonda,12
2021-09-06,narayanpet,1
2021-09-06,nirmal,3
2021-09-06,nizamabad,4
2021-09-06,peddapalli,13
2021-09-06,rajanna siricilla,9
2021-09-06,rangareddy,16
2021-09-06,sangareddy,3
2021-09-06,siddipet,6
2021-09-06,suryapet,8
2021-09-06,total,301
2021-09-06,vikarabad,4
2021-09-06,wanaparthy,0
2021-09-06,warangal rural,6
2021-09-06,warangal urban,22
2021-09-06,yadadri bhonigir,7
2021-09-07,adilabad,0
2021-09-07,bhadradri kothagudem,6
2021-09-07,ghmc,89
2021-09-07,jagityal,11
2021-09-07,jangaon,7
2021-09-07,jayashankar bhupalpally,0
2021-09-07,jogulamba gadwal,2
2021-09-07,kamareddy,2
2021-09-07,karimnagar,24
2021-09-07,khammam,18
2021-09-07,komarambheem asifabad,0
2021-09-07,mahaboobnagar,6
2021-09-07,mahabubabad,4
2021-09-07,mancherial,6
2021-09-07,medak,3
2021-09-07,medchal malkajigiri,21
2021-09-07,mulugu,3
2021-09-07,nagarkurnool,1
2021-09-07,nalgonda,17
2021-09-07,narayanpet,0
2021-09-07,nirmal,0
2021-09-07,nizamabad,1
2021-09-07,peddapalli,7
2021-09-07,rajanna siricilla,4
2021-09-07,rangareddy,14
2021-09-07,sangareddy,5
2021-09-07,siddipet,5
2021-09-07,suryapet,7
2021-09-07,total,298
2021-09-07,vikarabad,1
2021-09-07,wanaparthy,5
2021-09-07,warangal rural,4
2021-09-07,warangal urban,21
2021-09-07,yadadri bhonigir,4
2021-09-08,adilabad,4
2021-09-08,bhadradri kothagudem,10
2021-09-08,ghmc,81
2021-09-08,jagityal,6
2021-09-08,jangaon,7
2021-09-08,jayashankar bhupalpally,3
2021-09-08,jogulamba gadwal,1
2021-09-08,kamareddy,1
2021-09-08,karimnagar,27
2021-09-08,khammam,19
2021-09-08,komarambheem asifabad,0
2021-09-08,mahaboobnagar,4
2021-09-08,mahabubabad,3
2021-09-08,mancherial,7
2021-09-08,medak,2
2021-09-08,medchal malkajigiri,23
2021-09-08,mulugu,1
2021-09-08,nagarkurnool,4
2021-09-08,nalgonda,20
2021-09-08,narayanpet,1
2021-09-08,nirmal,2
2021-09-08,nizamabad,2
2021-09-08,peddapalli,16
2021-09-08,rajanna siricilla,7
2021-09-08,rangareddy,13
2021-09-08,sangareddy,3
2021-09-08,siddipet,7
2021-09-08,suryapet,9
2021-09-08,total,329
2021-09-08,vikarabad,4
2021-09-08,wanaparthy,3
2021-09-08,warangal rural,9
2021-09-08,warangal urban,23
2021-09-08,yadadri bhonigir,7
2021-09-09,adilabad,1
2021-09-09,bhadradri kothagudem,4
2021-09-09,ghmc,83
2021-09-09,jagityal,14
2021-09-09,jangaon,6
2021-09-09,jayashankar bhupalpally,1
2021-09-09,jogulamba gadwal,0
2021-09-09,kamareddy,1
2021-09-09,karimnagar,20
2021-09-09,khammam,15
2021-09-09,komarambheem asifabad,0
2021-09-09,mahaboobnagar,4
2021-09-09,mahabubabad,6
2021-09-09,mancherial,8
2021-09-09,medak,1
2021-09-09,medchal malkajigiri,13
2021-09-09,mulugu,3
2021-09-09,nagarkurnool,5
2021-09-09,nalgonda,21
2021-09-09,narayanpet,0
2021-09-09,nirmal,2
2021-09-09,nizamabad,5
2021-09-09,peddapalli,13
2021-09-09,rajanna siricilla,6
2021-09-09,rangareddy,17
2021-09-09,sangareddy,5
2021-09-09,siddipet,8
