date,ages_11_to_20_female,ages_11_to_20_male,ages_11_to_20_total,ages_21_to_30_female,ages_21_to_30_male,ages_21_to_30_total,ages_31_to_40_female,ages_31_to_40_male,ages_31_to_40_total,ages_41_to_50_female,ages_41_to_50_male,ages_41_to_50_total,ages_51_to_60_female,ages_51_to_60_male,ages_51_to_60_total,ages_61_to_70_female,ages_61_to_70_male,ages_61_to_70_total,ages_71_to_80_female,ages_71_to_80_male,ages_71_to_80_total,ages_81_and_above_female,ages_81_and_above_male,ages_81_and_above_total,ages_upto_10_female,ages_upto_10_male,ages_upto_10_total,total_female,total_male,total_total
2021-05-28,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-29,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-30,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-31,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-01,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-02,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-03,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-04,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-05,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-06,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-07,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-08,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-09,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-10,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-11,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-12,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-13,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-14,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-15,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-16,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-17,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-18,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-19,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-20,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-21,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-22,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-23,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-24,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-25,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-26,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-27,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-28,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-29,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-06-30,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-01,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-02,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-03,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-04,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-05,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-06,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-07,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-08,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-09,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-10,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-11,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-12,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-13,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-14,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-15,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-16,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-17,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-18,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-19,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-20,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-21,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-22,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-23,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-24,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-25,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-26,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-27,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-28,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-29,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-07-30,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-01,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-02,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-03,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-04,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-08,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-09,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-10,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-11,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-12,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-13,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-14,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-15,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-16,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-17,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-18,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-19,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-20,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-21,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-22,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-23,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-24,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-25,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-26,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-27,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-28,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-29,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-30,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-01,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-02,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-03,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-04,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-05,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-06,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-07,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-08,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-09,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-10,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-11,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-12,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-13,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-14,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-15,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-16,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
