date,district,cumulative_under_observation,cumulative_under_home_isolation,cumulative_hospitalized,new_hospitalized
2021-07-30,Palakkad,40513,38129.0,2384,633
2021-07-30,Malappuram,65696,63900.0,1796,302
2021-07-30,Kozhikode,49879,47326.0,2553,206
2021-07-30,Wayanad,14951,13665.0,1286,114
2021-07-30,Kannur,26734,25904.0,830,89
2021-07-30,Kasaragod,28115,27037.0,1078,63
2021-07-30,total,456951,429118.0,27833,2804
2021-07-31,Thiruvananthapuram,31820,27784.0,4036,189
2021-07-31,Kollam,31814,29173.0,2641,330
2021-07-31,Pathanamthitta,12285,10700.0,1585,105
2021-07-31,Alappuzha,24316,22136.0,2180,150
2021-07-31,Kottayam,35716,33348.0,2368,125
2021-07-31,Idukki,7526,7031.0,495,21
2021-07-31,Ernakulam,46607,43214.0,3393,161
2021-07-31,Thrissur,41584,39962.0,1622,341
2021-07-31,Palakkad,40240,37778.0,2462,639
2021-07-31,Malappuram,62239,60392.0,1847,313
2021-07-31,Kozhikode,50181,47664.0,2517,253
2021-07-31,Wayanad,15185,13756.0,1429,205
2021-07-31,Kannur,27165,26356.0,809,70
2021-07-31,Kasaragod,28400,27346.0,1054,43
2021-07-31,total,455078,426640.0,28438,2945
2021-08-01,Thiruvananthapuram,32283,28248.0,4035,183
2021-08-01,Kollam,32837,30234.0,2603,270
2021-08-01,Pathanamthitta,12589,10952.0,1637,122
2021-08-01,Alappuzha,24662,22501.0,2161,153
2021-08-01,Kottayam,36933,34568.0,2365,126
2021-08-01,Idukki,7562,7070.0,492,12
2021-08-01,Ernakulam,46418,42916.0,3502,160
2021-08-01,Thrissur,42754,41091.0,1663,343
2021-08-01,Palakkad,39775,37279.0,2496,255
2021-08-01,Malappuram,64234,62367.0,1867,315
2021-08-01,Kozhikode,51721,49161.0,2560,252
2021-08-01,Wayanad,14510,13091.0,1419,73
2021-08-01,Kannur,26977,26170.0,807,72
2021-08-01,Kasaragod,27878,26889.0,989,66
2021-08-01,total,461133,432537.0,28596,2402
2021-08-02,Thiruvananthapuram,32068,28033.0,4035,203
2021-08-02,Kollam,32135,29522.0,2613,259
2021-08-02,Pathanamthitta,12135,10538.0,1597,75
2021-08-02,Alappuzha,24531,22432.0,2099,97
2021-08-02,Kottayam,37478,35179.0,2299,116
2021-08-02,Idukki,7682,7144.0,538,11
2021-08-02,Ernakulam,45755,42243.0,3512,96
2021-08-02,Thrissur,44346,42649.0,1697,295
2021-08-02,Palakkad,39831,37242.0,2589,669
2021-08-02,Malappuram,64291,62363.0,1928,322
2021-08-02,Kozhikode,52038,49519.0,2519,202
2021-08-02,Wayanad,15585,14157.0,1428,67
2021-08-02,Kannur,27564,26736.0,828,103
2021-08-02,Kasaragod,27090,26122.0,968,35
2021-08-02,total,462529,433879.0,28650,2550
2021-08-04,Thiruvananthapuram,32169,28233.0,3936,233
2021-08-04,Kollam,32497,29790.0,2707,349
2021-08-04,Pathanamthitta,11940,10330.0,1610,144
2021-08-04,Alappuzha,22663,20467.0,2196,283
2021-08-04,Kottayam,39112,36673.0,2439,187
2021-08-04,Idukki,7470,6913.0,557,32
2021-08-04,Ernakulam,45317,41677.0,3640,137
2021-08-04,Thrissur,48119,46383.0,1736,377
2021-08-04,Palakkad,38687,35184.0,3503,295
2021-08-04,Malappuram,69648,67726.0,1922,314
2021-08-04,Kozhikode,54344,51788.0,2556,249
2021-08-04,Wayanad,16357,14902.0,1455,85
2021-08-04,Kannur,28337,27506.0,831,94
2021-08-04,Kasaragod,27396,26437.0,959,57
2021-08-04,total,474056,444009.0,30047,2836
2021-08-06,Thiruvananthapuram,32706,28866.0,3840,287
2021-08-06,Kollam,32969,30344.0,2625,239
2021-08-06,Pathanamthitta,11484,9848.0,1636,75
2021-08-06,Alappuzha,22012,19781.0,2231,210
2021-08-06,Kottayam,40632,38224.0,2408,134
2021-08-06,Idukki,7834,7223.0,611,49
2021-08-06,Ernakulam,44648,41171.0,3477,85
2021-08-06,Thrissur,50863,49096.0,1767,354
2021-08-06,Palakkad,37852,35108.0,2744,156
2021-08-06,Malappuram,73332,71343.0,1989,322
2021-08-06,Kozhikode,57748,55277.0,2471,163
2021-08-06,Wayanad,17751,16248.0,1503,116
2021-08-06,Kannur,29214,28365.0,849,77
2021-08-06,Kasaragod,28447,27503.0,944,59
2021-08-06,total,487492,458397.0,29095,2326
2021-08-08,Thiruvananthapuram,33408,29507.0,3901,156
2021-08-08,Kollam,34466,31914.0,2552,220
2021-08-08,Pathanamthitta,11073,9399.0,1674,114
2021-08-08,Alappuzha,21530,19286.0,2244,305
2021-08-08,Kottayam,39488,37155.0,2333,148
2021-08-08,Idukki,8290,7684.0,606,11
2021-08-08,Ernakulam,43158,39676.0,3482,74
2021-08-08,Thrissur,52187,50432.0,1755,300
2021-08-08,Palakkad,35682,32862.0,2820,237
2021-08-08,Malappuram,74517,72543.0,1974,311
2021-08-08,Kozhikode,59174,56550.0,2624,211
2021-08-08,Wayanad,18458,16909.0,1549,113
2021-08-08,Kannur,29661,28807.0,854,76
2021-08-08,Kasaragod,29766,28806.0,960,52
2021-08-08,total,490858,461530.0,29328,2328
2021-08-09,Thiruvananthapuram,33184,28953.0,4231,206
2021-08-09,Kollam,33271,30738.0,2533,250
2021-08-09,Pathanamthitta,11183,9576.0,1607,97
2021-08-09,Alappuzha,20425,18205.0,2220,118
2021-08-09,Kottayam,40356,38106.0,2250,73
2021-08-09,Idukki,8547,7918.0,629,17
2021-08-09,Ernakulam,42744,39269.0,3475,95
2021-08-09,Thrissur,52548,50772.0,1776,279
2021-08-09,Palakkad,36581,33764.0,2817,253
2021-08-09,Malappuram,71523,69571.0,1952,304
2021-08-09,Kozhikode,58688,56165.0,2523,221
2021-08-09,Wayanad,18444,16921.0,1523,76
2021-08-09,Kannur,30039,29143.0,896,93
2021-08-09,Kasaragod,29303,28393.0,910,43
2021-08-09,total,486836,457494.0,29342,2125
2021-08-10,Thiruvananthapuram,33016,29115.0,3901,212
2021-08-10,Kollam,31684,29183.0,2501,347
2021-08-10,Pathanamthitta,11280,9723.0,1557,56
2021-08-10,Alappuzha,20765,18520.0,2245,137
2021-08-10,Kottayam,40594,38300.0,2294,66
2021-08-10,Idukki,8524,7899.0,625,19
2021-08-10,Ernakulam,43002,39504.0,3498,167
2021-08-10,Thrissur,52750,51000.0,1750,321
2021-08-10,Palakkad,36905,34088.0,2817,127
2021-08-10,Malappuram,67148,65269.0,1879,283
2021-08-10,Kozhikode,59235,56762.0,2473,167
2021-08-10,Wayanad,18337,16878.0,1459,70
2021-08-10,Kannur,30640,29753.0,887,82
2021-08-10,Kasaragod,28410,27546.0,864,47
2021-08-10,total,482290,453540.0,28750,2101
2021-08-12,Thiruvananthapuram,33473,29599.0,3874,251
2021-08-12,Kollam,30663,28205.0,2458,287
2021-08-12,Pathanamthitta,10925,9323.0,1602,129
2021-08-12,Alappuzha,21051,18722.0,2329,273
2021-08-12,Kottayam,41218,38937.0,2281,91
2021-08-12,Idukki,8674,8004.0,670,31
2021-08-12,Ernakulam,42522,39228.0,3294,92
2021-08-12,Thrissur,54337,52652.0,1685,346
2021-08-12,Palakkad,35336,32547.0,2789,314
2021-08-12,Malappuram,69460,67651.0,1809,265
2021-08-12,Kozhikode,60540,58106.0,2434,268
2021-08-12,Wayanad,18718,17205.0,1513,95
2021-08-12,Kannur,30546,29694.0,852,77
2021-08-12,Kasaragod,25709,24816.0,893,40
2021-08-12,total,483172,454689.0,28483,2559
2021-08-13,Thiruvananthapuram,33948,30060.0,3888,233
2021-08-13,Kollam,30288,27913.0,2375,217
2021-08-13,Pathanamthitta,10773,9187.0,1586,83
2021-08-13,Alappuzha,20972,18664.0,2308,192
2021-08-13,Kottayam,41933,39632.0,2301,127
2021-08-13,Idukki,8940,8286.0,654,19
2021-08-13,Ernakulam,42320,38963.0,3357,199
2021-08-13,Thrissur,55668,54023.0,1645,281
2021-08-13,Palakkad,34878,32082.0,2796,338
2021-08-13,Malappuram,73701,71882.0,1819,268
2021-08-13,Kozhikode,61934,59463.0,2471,195
2021-08-13,Wayanad,18974,17513.0,1461,74
2021-08-13,Kannur,31013,30154.0,859,96
2021-08-13,Kasaragod,25494,24594.0,900,42
2021-08-13,total,490836,462416.0,28420,2364
2021-08-14,Thiruvananthapuram,33765,29952.0,3813,228
2021-08-14,Kollam,28895,26522.0,2373,267
2021-08-14,Pathanamthitta,10665,9010.0,1655,126
2021-08-14,Alappuzha,21239,19007.0,2232,165
2021-08-14,Kottayam,42679,40378.0,2301,144
2021-08-14,Idukki,9141,8477.0,664,21
2021-08-14,Ernakulam,42835,39526.0,3309,110
2021-08-14,Thrissur,54459,52849.0,1610,309
2021-08-14,Palakkad,34713,31917.0,2796,320
2021-08-14,Malappuram,77033,75236.0,1797,261
2021-08-14,Kozhikode,64108,61649.0,2459,201
2021-08-14,Wayanad,18633,17127.0,1506,109
2021-08-14,Kannur,30877,30024.0,853,85
2021-08-14,Kasaragod,25387,24458.0,929,61
2021-08-14,total,494429,466132.0,28297,2407
2021-08-15,Thiruvananthapuram,34271,30481.0,3790,76
2021-08-15,Kollam,28618,26263.0,2355,282
2021-08-15,Pathanamthitta,10599,8997.0,1602,62
2021-08-15,Alappuzha,21308,19086.0,2222,208
2021-08-15,Kottayam,42792,40785.0,2007,113
2021-08-15,Idukki,9318,8625.0,693,31
2021-08-15,Ernakulam,42979,39705.0,3274,107
2021-08-15,Thrissur,53906,52275.0,1631,280
2021-08-15,Palakkad,34581,32050.0,2531,240
2021-08-15,Malappuram,80213,78420.0,1793,260
2021-08-15,Kozhikode,66061,63611.0,2450,195
2021-08-15,Wayanad,18648,17155.0,1493,52
2021-08-15,Kannur,31133,30301.0,832,89
2021-08-15,Kasaragod,24604,23641.0,963,70
2021-08-15,total,499031,471395.0,27636,2065
2021-08-16,Thiruvananthapuram,33580,29803.0,3777,175
2021-08-16,Kollam,27447,25161.0,2286,185
2021-08-16,Pathanamthitta,10481,8887.0,1594,65
2021-08-16,Alappuzha,20931,18781.0,2150,190
2021-08-16,Kottayam,42030,39780.0,2250,78
2021-08-16,Idukki,9275,8556.0,719,24
2021-08-16,Ernakulam,42437,39214.0,3223,59
2021-08-16,Thrissur,52689,51016.0,1673,328
2021-08-16,Palakkad,34461,31856.0,2605,272
2021-08-16,Malappuram,79118,77329.0,1789,259
2021-08-16,Kozhikode,65368,62838.0,2530,211
2021-08-16,Wayanad,18435,17000.0,1435,88
2021-08-16,Kannur,31712,30824.0,888,116
2021-08-16,Kasaragod,23867,22905.0,962,25
2021-08-16,total,491831,463950.0,27881,2075
2021-08-17,Thiruvananthapuram,33560,29783.0,3777,216
2021-08-17,Kollam,27019,24658.0,2361,312
2021-08-17,Pathanamthitta,10309,8773.0,1536,49
2021-08-17,Alappuzha,20991,18835.0,2156,199
2021-08-17,Kottayam,40213,37967.0,2246,61
2021-08-17,Idukki,9303,8591.0,712,19
2021-08-17,Ernakulam,42726,39409.0,3317,162
2021-08-17,Thrissur,52174,50508.0,1666,320
2021-08-17,Palakkad,34197,31556.0,2641,375
2021-08-17,Malappuram,78554,76742.0,1812,267
2021-08-17,Kozhikode,74777,72216.0,2561,200
2021-08-17,Wayanad,17514,16086.0,1428,84
2021-08-17,Kannur,31548,30679.0,869,108
2021-08-17,Kasaragod,23464,22665.0,799,37
2021-08-17,total,496349,468468.0,27881,2409
2021-08-18,Thiruvananthapuram,33116,29320.0,3796,185
2021-08-18,Kollam,25637,23334.0,2303,228
2021-08-18,Pathanamthitta,10391,8684.0,1707,150
2021-08-18,Alappuzha,20733,18619.0,2114,133
2021-08-18,Kottayam,41482,39242.0,2240,159
2021-08-18,Idukki,9463,8740.0,723,55
2021-08-18,Ernakulam,42599,39303.0,3296,120
2021-08-18,Thrissur,52165,50546.0,1619,262
2021-08-18,Palakkad,33182,30514.0,2668,272
2021-08-18,Malappuram,79916,78158.0,1758,253
2021-08-18,Kozhikode,77888,75275.0,2613,169
2021-08-18,Wayanad,17330,15974.0,1356,71
2021-08-18,Kannur,31828,30958.0,870,119
2021-08-18,Kasaragod,22900,22104.0,796,49
2021-08-18,total,498630,470771.0,27859,2225
2021-08-19,Thiruvananthapuram,32226,28430.0,3796,222
2021-08-19,Kollam,24491,22246.0,2245,243
2021-08-19,Pathanamthitta,10305,8742.0,1563,106
2021-08-19,Alappuzha,20675,18518.0,2157,211
2021-08-19,Kottayam,41809,39571.0,2238,140
2021-08-19,Idukki,9857,9136.0,721,22
2021-08-19,Ernakulam,42702,39505.0,3197,96
2021-08-19,Thrissur,52227,50700.0,1527,272
2021-08-19,Palakkad,32683,30012.0,2671,273
2021-08-19,Malappuram,79610,77908.0,1702,239
2021-08-19,Kozhikode,81597,79030.0,2567,213
2021-08-19,Wayanad,17207,15908.0,1299,82
2021-08-19,Kannur,31779,30889.0,890,113
2021-08-19,Kasaragod,22735,21928.0,807,51
2021-08-19,total,499903,472523.0,27380,2283
2021-08-20,Thiruvananthapuram,30925,27243.0,3682,148
2021-08-20,Kollam,23712,21493.0,2219,272
2021-08-20,Pathanamthitta,10842,9318.0,1524,88
2021-08-20,Alappuzha,20396,18345.0,2051,116
2021-08-20,Kottayam,41702,39532.0,2170,70
2021-08-20,Idukki,10243,9475.0,768,34
2021-08-20,Ernakulam,43017,39772.0,3245,147
2021-08-20,Thrissur,52914,51406.0,1508,295
2021-08-20,Palakkad,31793,29190.0,2603,235
2021-08-20,Malappuram,78467,76808.0,1659,224
2021-08-20,Kozhikode,76015,73478.0,2537,199
2021-08-20,Wayanad,17370,16007.0,1363,124
2021-08-20,Kannur,32604,31702.0,902,137
2021-08-20,Kasaragod,21871,21150.0,721,32
2021-08-20,total,491871,464919.0,26952,2121
2021-08-21,Thiruvananthapuram,29815,26118.0,3697,114
2021-08-21,Kollam,23258,21067.0,2191,166
2021-08-21,Pathanamthitta,10930,9448.0,1482,96
2021-08-21,Alappuzha,20758,18762.0,1996,189
2021-08-21,Kottayam,41739,39720.0,2019,91
2021-08-21,Idukki,10468,9716.0,752,18
2021-08-21,Ernakulam,43283,40080.0,3203,100
2021-08-21,Thrissur,52269,50127.0,2142,312
2021-08-21,Palakkad,32475,29872.0,2603,195
2021-08-21,Malappuram,79821,78178.0,1643,219
2021-08-21,Kozhikode,77458,74895.0,2563,199
2021-08-21,Wayanad,16763,15439.0,1324,65
2021-08-21,Kannur,32935,32050.0,885,86
2021-08-21,Kasaragod,20367,19607.0,760,51
2021-08-21,total,492339,465079.0,27260,1901
2021-08-22,Thiruvananthapuram,28416,24719.0,3697,90
2021-08-22,Kollam,22696,20530.0,2166,168
2021-08-22,Pathanamthitta,11187,9773.0,1414,62
2021-08-22,Alappuzha,20025,18163.0,1862,171
2021-08-22,Kottayam,40766,38785.0,1981,91
2021-08-22,Idukki,10733,9969.0,764,24
2021-08-22,Ernakulam,41348,38254.0,3094,62
2021-08-22,Thrissur,51571,49421.0,2150,198
2021-08-22,Palakkad,33386,31007.0,2379,235
2021-08-22,Malappuram,77539,75909.0,1630,216
2021-08-22,Kozhikode,78262,75827.0,2435,204
2021-08-22,Wayanad,17043,15719.0,1324,67
2021-08-22,Kannur,32188,31252.0,936,88
2021-08-22,Kasaragod,19857,19103.0,754,28
2021-08-22,total,485017,458431.0,26586,1704
2021-08-25,Thiruvananthapuram,27295,23588.0,3707,212
2021-08-25,Kollam,21748,19524.0,2224,334
2021-08-25,Pathanamthitta,11989,10497.0,1492,129
2021-08-25,Alappuzha,18932,17149.0,1783,175
2021-08-25,Kottayam,41159,39037.0,2122,198
2021-08-25,Idukki,11679,10963.0,716,39
2021-08-25,Ernakulam,41613,38480.0,3133,176
2021-08-25,Thrissur,47747,45623.0,2124,326
2021-08-25,Palakkad,36232,33933.0,2299,131
2021-08-25,Malappuram,72165,70576.0,1589,200
2021-08-25,Kozhikode,74137,71558.0,2579,231
2021-08-25,Wayanad,16444,15244.0,1200,116
2021-08-25,Kannur,30945,29997.0,948,117
2021-08-25,Kasaragod,18775,18109.0,666,55
2021-08-25,total,470860,444278.0,26582,2439
2021-08-26,Thiruvananthapuram,27602,23754.0,3848,334
2021-08-26,Kollam,22141,19786.0,2355,379
2021-08-26,Pathanamthitta,12848,11291.0,1557,121
2021-08-26,Alappuzha,19414,17518.0,1896,252
2021-08-26,Kottayam,44398,42126.0,2272,216
2021-08-26,Idukki,12810,12049.0,761,89
2021-08-26,Ernakulam,43031,39839.0,3192,144
2021-08-26,Thrissur,48990,46775.0,2215,377
2021-08-26,Palakkad,37032,34733.0,2299,265
2021-08-26,Malappuram,71862,70311.0,1551,188
2021-08-26,Kozhikode,78888,76273.0,2615,220
2021-08-26,Wayanad,17089,15800.0,1289,151
2021-08-26,Kannur,32024,31092.0,932,115
2021-08-26,Kasaragod,19117,18474.0,643,39
2021-08-26,total,487246,459821.0,27425,2890
2021-08-27,Thiruvananthapuram,28298,24303.0,3995,397
2021-08-27,Kollam,22969,20510.0,2459,355
2021-08-27,Pathanamthitta,13941,12266.0,1675,181
2021-08-27,Alappuzha,20032,18052.0,1980,297
2021-08-27,Kottayam,44455,42010.0,2445,185
2021-08-27,Idukki,13316,12533.0,783,29
2021-08-27,Ernakulam,42644,39367.0,3277,161
2021-08-27,Thrissur,49888,47652.0,2236,322
2021-08-27,Palakkad,37980,35577.0,2403,311
2021-08-27,Malappuram,72205,70648.0,1557,190
2021-08-27,Kozhikode,82676,80060.0,2616,219
2021-08-27,Wayanad,18328,16841.0,1487,290
2021-08-27,Kannur,32649,31697.0,952,112
2021-08-27,Kasaragod,19110,18430.0,680,52
2021-08-27,total,498491,469946.0,28545,3101
2021-08-28,Thiruvananthapuram,29443,25361.0,4082,315
2021-08-28,Kollam,24273,21706.0,2567,427
2021-08-28,Pathanamthitta,14857,13147.0,1710,153
2021-08-28,Alappuzha,21163,19073.0,2090,278
2021-08-28,Kottayam,43183,40564.0,2619,178
2021-08-28,Idukki,14128,13346.0,782,40
2021-08-28,Ernakulam,43887,40538.0,3349,161
2021-08-28,Thrissur,50904,48600.0,2304,327
2021-08-28,Palakkad,37442,34699.0,2743,250
2021-08-28,Malappuram,76083,74594.0,1489,162
2021-08-28,Kozhikode,86047,83458.0,2589,221
2021-08-28,Wayanad,19292,17750.0,1542,145
2021-08-28,Kannur,33847,32884.0,963,96
2021-08-28,Kasaragod,19482,18788.0,694,39
2021-08-28,total,514031,484508.0,29523,2792
2021-08-29,Thiruvananthapuram,30763,26635.0,4128,227
2021-08-29,Kollam,25669,22952.0,2717,415
2021-08-29,Pathanamthitta,15904,14059.0,1845,153
2021-08-29,Alappuzha,22576,20360.0,2216,318
2021-08-29,Kottayam,44996,42293.0,2703,138
2021-08-29,Idukki,15073,14268.0,805,33
2021-08-29,Ernakulam,45956,42496.0,3460,180
2021-08-29,Thrissur,52723,50366.0,2357,298
2021-08-29,Palakkad,38168,35599.0,2569,245
2021-08-29,Malappuram,76698,75208.0,1490,164
2021-08-29,Kozhikode,92070,89396.0,2674,237
2021-08-29,Wayanad,20002,18563.0,1439,84
2021-08-29,Kannur,33841,32874.0,967,131
2021-08-29,Kasaragod,19378,18693.0,685,43
2021-08-29,total,533817,503762.0,30055,2666
2021-08-30,Thiruvananthapuram,30729,26470.0,4259,313
2021-08-30,Kollam,25781,22949.0,2832,268
2021-08-30,Pathanamthitta,16231,14330.0,1901,116
2021-08-30,Alappuzha,22793,20466.0,2327,300
2021-08-30,Kottayam,46399,43647.0,2752,146
2021-08-30,Idukki,15988,15200.0,788,22
2021-08-30,Ernakulam,46568,43028.0,3540,174
2021-08-30,Thrissur,53139,50688.0,2451,388
2021-08-30,Palakkad,37425,34912.0,2513,309
2021-08-30,Malappuram,75251,73681.0,1570,157
2021-08-30,Kozhikode,95160,92403.0,2757,221
2021-08-30,Wayanad,20567,19106.0,1461,113
2021-08-30,Kannur,34220,33247.0,973,78
2021-08-30,Kasaragod,18846,18144.0,702,36
2021-08-30,total,539097,508271.0,30826,2641
2021-08-31,Thiruvananthapuram,31359,27031.0,4328,312
2021-08-31,Kollam,26566,23658.0,2908,431
2021-08-31,Pathanamthitta,16551,14615.0,1936,91
2021-08-31,Alappuzha,23376,21000.0,2376,187
2021-08-31,Kottayam,45453,42524.0,2929,83
2021-08-31,Idukki,16263,15479.0,784,9
2021-08-31,Ernakulam,46938,43284.0,3654,197
2021-08-31,Thrissur,53612,51098.0,2514,385
2021-08-31,Palakkad,38528,35815.0,2713,360
2021-08-31,Malappuram,76661,75076.0,1585,162
2021-08-31,Kozhikode,96211,93371.0,2840,204
2021-08-31,Wayanad,20908,19372.0,1536,131
2021-08-31,Kannur,34308,33350.0,958,107
2021-08-31,Kasaragod,18659,18013.0,646,39
2021-08-31,total,545393,513686.0,31707,2698
2021-09-01,Thiruvananthapuram,33423,28924.0,4499,429
2021-09-01,Kollam,28105,25046.0,3059,453
2021-09-01,Pathanamthitta,16662,14661.0,2001,110
2021-09-01,Alappuzha,24119,21623.0,2496,294
2021-09-01,Kottayam,45940,42952.0,2988,184
2021-09-01,Idukki,15916,15090.0,826,48
2021-09-01,Ernakulam,47039,43293.0,3746,156
2021-09-01,Thrissur,56240,53591.0,2649,384
2021-09-01,Palakkad,40309,37556.0,2753,466
2021-09-01,Malappuram,75157,73575.0,1582,163
2021-09-01,Kozhikode,98760,95904.0,2856,239
2021-09-01,Wayanad,21736,20108.0,1628,171
2021-09-01,Kannur,34373,33417.0,956,93
2021-09-01,Kasaragod,19306,18640.0,666,37
2021-09-01,total,557085,524380.0,32705,3227
2021-09-03,Thiruvananthapuram,36808,32229.0,4579,260
2021-09-03,Kollam,28938,25733.0,3205,416
2021-09-03,Pathanamthitta,18153,16036.0,2117,135
2021-09-03,Alappuzha,24033,21384.0,2649,179
2021-09-03,Kottayam,50509,47547.0,2962,125
2021-09-03,Idukki,14734,13937.0,797,18
2021-09-03,Ernakulam,46608,42813.0,3795,157
2021-09-03,Thrissur,58114,55299.0,2815,483
2021-09-03,Palakkad,44604,41839.0,2765,295
2021-09-03,Malappuram,76867,75260.0,1607,199
2021-09-03,Kozhikode,101124,98243.0,2881,230
2021-09-03,Wayanad,24973,23264.0,1709,148
2021-09-03,Kannur,34003,33066.0,937,134
2021-09-03,Kasaragod,19236,18596.0,640,50
2021-09-03,total,578704,545246.0,33458,2829
2021-09-05,Thiruvananthapuram,42669,38076.0,4593,247
2021-09-05,Kollam,34220,31042.0,3178,335
2021-09-05,Pathanamthitta,19567,17527.0,2040,122
2021-09-05,Alappuzha,28102,25420.0,2682,303
2021-09-05,Kottayam,55439,52537.0,2902,210
2021-09-05,Idukki,14985,14144.0,841,13
2021-09-05,Ernakulam,48466,44680.0,3786,124
2021-09-05,Thrissur,59853,57132.0,2721,353
2021-09-05,Palakkad,51729,48953.0,2776,253
2021-09-05,Malappuram,77659,76089.0,1570,190
2021-09-05,Kozhikode,111265,108433.0,2832,202
2021-09-05,Wayanad,26571,24895.0,1676,89
2021-09-05,Kannur,34260,33290.0,970,111
2021-09-05,Kasaragod,19516,18843.0,673,52
2021-09-05,total,624301,591061.0,33240,2604
2021-09-07,Thiruvananthapuram,42865,38194.0,4671,369
2021-09-07,Kollam,33967,30744.0,3223,383
2021-09-07,Pathanamthitta,20505,18555.0,1950,77
2021-09-07,Alappuzha,28315,25695.0,2620,173
2021-09-07,Kottayam,51484,48656.0,2828,90
2021-09-07,Idukki,13135,12291.0,844,18
2021-09-07,Ernakulam,48229,44587.0,3642,127
2021-09-07,Thrissur,59756,56903.0,2853,359
2021-09-07,Palakkad,57069,54361.0,2708,221
2021-09-07,Malappuram,74643,73115.0,1528,176
2021-09-07,Kozhikode,107543,104741.0,2802,191
2021-09-07,Wayanad,27379,25746.0,1633,134
2021-09-07,Kannur,34410,33444.0,966,108
2021-09-07,Kasaragod,19384,18717.0,667,38
2021-09-07,total,618684,585749.0,32935,2464
2021-09-08,Thiruvananthapuram,42219,37527.0,4692,318
2021-09-08,Kollam,33385,30095.0,3290,389
2021-09-08,Pathanamthitta,19170,17234.0,1936,131
2021-09-08,Alappuzha,28220,25597.0,2623,250
2021-09-08,Kottayam,49883,47028.0,2855,130
2021-09-08,Idukki,13371,12548.0,823,27
2021-09-08,Ernakulam,48416,44839.0,3577,107
2021-09-08,Thrissur,60405,57523.0,2882,341
2021-09-08,Palakkad,60274,57665.0,2609,257
2021-09-08,Malappuram,,,,
2021-09-08,Kozhikode,,,,
2021-09-08,Wayanad,,,,
2021-09-08,Kannur,,,,
2021-09-08,Kasaragod,,,,
2021-09-08,total,,,,
2021-09-10,Thiruvananthapuram,45147,40502.0,4645,284
2021-09-10,Kollam,35027,31926.0,3101,353
2021-09-10,Pathanamthitta,18571,16648.0,1923,134
2021-09-10,Alappuzha,28036,25402.0,2634,256
2021-09-10,Kottayam,51817,48998.0,2819,120
2021-09-10,Idukki,13410,12659.0,751,20
2021-09-10,Ernakulam,53740,50256.0,3484,92
2021-09-10,Thrissur,66874,64029.0,2845,295
2021-09-10,Palakkad,63113,60501.0,2612,214
2021-09-10,Malappuram,66287,64811.0,1476,159
2021-09-10,Kozhikode,98188,95565.0,2623,215
2021-09-10,Wayanad,27582,25919.0,1663,119
2021-09-10,Kannur,34078,33082.0,996,116
2021-09-10,Kasaragod,19169,18486.0,683,35
2021-09-10,total,621039,588784.0,32255,2412
2021-09-11,Thiruvananthapuram,44957,40312.0,4645,246
2021-09-11,Kollam,34463,31498.0,2965,320
2021-09-11,Pathanamthitta,17761,15990.0,1771,69
2021-09-11,Alappuzha,27964,25422.0,2542,180
2021-09-11,Kottayam,51607,48855.0,2752,155
2021-09-11,Idukki,13833,13107.0,726,30
2021-09-11,Ernakulam,50899,47499.0,3400,68
2021-09-11,Thrissur,68388,65585.0,2803,319
2021-09-11,Palakkad,65087,62572.0,2515,271
2021-09-11,Malappuram,64836,63357.0,1479,161
2021-09-11,Kozhikode,94253,91502.0,2751,250
2021-09-11,Wayanad,26988,25362.0,1626,80
2021-09-11,Kannur,33867,32870.0,997,104
2021-09-11,Kasaragod,18592,17927.0,665,19
2021-09-11,total,613495,581858.0,31637,2272
2021-09-12,Thiruvananthapuram,45080,40517.0,4563,237
2021-09-12,Kollam,34477,31605.0,2872,289
2021-09-12,Pathanamthitta,16953,15244.0,1709,72
2021-09-12,Alappuzha,27408,25019.0,2389,166
2021-09-12,Kottayam,50609,47970.0,2639,105
2021-09-12,Idukki,13386,12704.0,682,12
2021-09-12,Ernakulam,48940,45641.0,3299,68
2021-09-12,Thrissur,67144,64428.0,2716,272
2021-09-12,Palakkad,68377,65938.0,2439,225
2021-09-12,Malappuram,61703,60300.0,1403,132
2021-09-12,Kozhikode,91750,89104.0,2646,214
2021-09-12,Wayanad,26841,25276.0,1565,83
2021-09-12,Kannur,32969,31989.0,980,86
2021-09-12,Kasaragod,17678,17026.0,652,32
2021-09-12,total,603315,572761.0,30554,1993
2021-09-15,Thiruvananthapuram,43156,38706.0,4450,288
2021-09-15,Kollam,30662,28134.0,2528,214
2021-09-15,Pathanamthitta,14740,13349.0,1391,74
2021-09-15,Alappuzha,24205,22146.0,2059,111
2021-09-15,Kottayam,51773,49251.0,2522,78
2021-09-15,Idukki,11802,11058.0,744,23
2021-09-15,Ernakulam,41189,38235.0,2954,59
2021-09-15,Thrissur,59537,56984.0,2553,257
2021-09-15,Palakkad,66344,64189.0,2155,217
2021-09-15,Malappuram,59192,57857.0,1335,107
2021-09-15,Kozhikode,86223,83840.0,2383,125
2021-09-15,Wayanad,24926,23480.0,1446,59
2021-09-15,Kannur,31185,30298.0,887,88
2021-09-15,Kasaragod,16305,15663.0,642,18
2021-09-15,total,561239,533190.0,28049,1718
2021-09-17,Thiruvananthapuram,43176,38891.0,4285,312
2021-09-17,Kollam,28459,26271.0,2188,242
