date,samples_taken_today,samples_sent_cumulative,samples_negative_cumulative,samples_positive_cumulative_total,samples_positive_cumulative_male,samples_positive_cumulative_female,samples_positive_cumulative_transgender,samples_results_awaited,cases_new,people_put_on_surveillance_cumulative,people_completed_surveillance_cumulative,people_currently_under_surveillance,people_home_isolation,recoveries_cumulative,active_cases,deaths_total,deaths_male,deaths_female,deaths_transgender,vax_today_total,vax_today_first_dose,vax_today_second_dose,vax_cumulative,positivity_rate_today,positivity_rate_cumulative,recovery_rate,fatality_rate,tests_per_million
2021-10-29,23104.0,12988416.0,,771229,471279,299933,17,,12.0,,,,87.0,761047,110,10049,,,,91220.0,26437.0,64783.0,25791899.0,0.05,5.95,98.68,1.3,512364
2021-10-30,23500.0,13011916.0,,771241,471284,299940,17,,12.0,,,,94.0,761058,111,10049,,,,67812.0,20517.0,47295.0,25859711.0,0.06,5.94,98.68,1.3,513291
2021-10-31,20588.0,13032504.0,,771252,471291,299944,17,,11.0,,,,96.0,761068,112,10049,,,,25477.0,8847.0,16630.0,25885188.0,0.05,5.93,98.68,1.3,514103
2021-11-01,12576.0,13045080.0,,771262,471297,299948,17,,10.0,,,,103.0,761075,115,10049,,,,31321.0,10175.0,21146.0,25916509.0,0.05,5.92,98.68,1.3,514599
2021-11-02,11891.0,13056971.0,,771273,471304,299952,17,,11.0,,,,105.0,761096,105,10049,,,,59919.0,16734.0,43185.0,25976428.0,0.08,5.91,98.68,1.3,515068
2021-11-03,20836.0,13077807.0,,771280,471308,299955,17,,7.0,,,,101.0,761112,96,10049,,,,39880.0,11305.0,28575.0,26016308.0,0.04,5.91,98.68,1.3,515890
2021-11-04,17198.0,13095005.0,,771287,471313,299957,17,,7.0,,,,93.0,761127,87,10050,,,,,,,26016308.0,0.04,5.9,98.68,1.3,516568
2021-11-05,7106.0,13102111.0,,771294,471315,299962,17,,7.0,,,,80.0,761137,84,10050,,,,10949.0,3099.0,7850.0,26027257.0,0.05,5.89,98.68,1.3,516849
2021-11-06,10627.0,13112738.0,,771308,471321,299970,17,,14.0,,,,78.0,761146,89,10050,,,,50501.0,10412.0,40089.0,26077758.0,0.14,5.89,98.68,1.3,517268
2021-11-07,15913.0,13128651.0,,771326,471330,299979,17,,18.0,,,,78.0,761164,89,10050,,,,40689.0,9010.0,31679.0,26118447.0,0.14,5.88,98.68,1.3,517896
2021-11-08,11272.0,13139923.0,,771340,471336,299987,17,,14.0,,,,73.0,761181,86,10050,,,,123072.0,28745.0,94327.0,26241519.0,0.11,5.88,98.68,1.3,518340
2021-11-09,24651.0,13164574.0,,771355,471345,299993,17,,15.0,,,,75.0,761189,93,10050,,,,132446.0,35520.0,96926.0,26373965.0,0.09,5.87,98.68,1.3,519313
2021-11-10,24959.0,13189533.0,,771368,471350,300001,17,,13.0,,,,72.0,761200,95,10050,,,,112375.0,28225.0,84150.0,26486340.0,0.06,5.86,98.68,1.3,520297
2021-11-11,23848.0,13213381.0,,771388,471359,300012,17,,20.0,,,,80.0,761208,107,10050,,,,106072.0,26241.0,79831.0,26592412.0,0.09,5.85,98.68,1.3,521238
2021-11-12,24215.0,13237596.0,,771403,471369,300017,17,,15.0,,,,82.0,761223,107,10050,,,,103364.0,26603.0,76761.0,26695776.0,0.06,5.84,98.68,1.3,522193
2021-11-13,23088.0,13260684.0,,771420,471376,300027,17,,17.0,,,,82.0,761230,117,10050,,,,105163.0,28705.0,76458.0,26800939.0,0.07,5.83,98.68,1.3,523104
2021-11-14,18577.0,13279261.0,,771434,471382,300035,17,,14.0,,,,98.0,761235,126,10050,,,,47809.0,15994.0,31815.0,26848748.0,0.07,5.82,98.68,1.3,523837
2021-11-15,12678.0,13291939.0,,771448,471392,300039,17,,14.0,,,,106.0,761250,124,10051,,,,110440.0,31281.0,79159.0,26959188.0,0.08,5.81,98.68,1.3,524337
2021-11-16,22948.0,13314887.0,,771463,471400,300046,17,,15.0,,,,106.0,761266,123,10051,,,,125545.0,38228.0,87317.0,27084733.0,0.09,5.8,98.68,1.3,525242
2021-11-17,22776.0,13337663.0,,771481,471413,300051,17,,18.0,,,,105.0,761283,124,10051,,,,102324.0,31067.0,71257.0,27187057.0,0.09,5.79,98.68,1.3,526141
2021-11-18,22464.0,13360127.0,,771495,471420,300058,17,,14.0,,,,112.0,761307,113,10052,,,,130858.0,44337.0,86521.0,27317915.0,0.06,5.78,98.68,1.3,527027
2021-11-19,22259.0,13382386.0,,771517,471431,300069,17,,22.0,,,,96.0,761330,112,10052,,,,74315.0,29940.0,44375.0,27392230.0,0.1,5.77,98.68,1.3,527905
2021-11-20,14541.0,13396927.0,,771528,471436,300075,17,,11.0,,,,94.0,761343,109,10053,,,,108177.0,34389.0,73788.0,27500407.0,0.05,5.77,98.68,1.3,528478
2021-11-21,19641.0,13416568.0,,771544,471447,300080,17,,16.0,,,,99.0,761351,117,10053,,,,60563.0,22993.0,37570.0,27560970.0,0.09,5.76,98.68,1.3,529253
2021-11-22,11666.0,13428234.0,,771565,471455,300093,17,,21.0,,,,106.0,761374,115,10053,,,,132362.0,37719.0,94643.0,27693332.0,0.15,5.75,98.68,1.3,529713
2021-11-23,22180.0,13450414.0,,771582,471464,300101,17,,17.0,,,,105.0,761389,117,10053,,,,145159.0,42513.0,102646.0,27838491.0,0.11,5.75,98.68,1.3,530588
2021-11-24,21419.0,13471833.0,,771605,471474,300114,17,,23.0,,,,107.0,761398,131,10053,,,,133123.0,42180.0,90943.0,27971614.0,0.11,5.74,98.68,1.3,531433
2021-11-25,19748.0,13491581.0,,771622,471485,300120,17,,17.0,,,,118.0,761412,133,10054,,,,151311.0,44644.0,106667.0,28122925.0,0.08,5.73,98.68,1.3,532212
2021-11-26,22203.0,13513784.0,,771643,471494,300132,17,,21.0,,,,119.0,761431,135,10054,,,,137414.0,41117.0,96297.0,28260339.0,0.1,5.72,98.68,1.3,533088
2021-11-27,21507.0,13535291.0,,771654,471502,300135,17,,11.0,,,,118.0,761441,136,10054,,,,125387.0,37593.0,87794.0,28385726.0,0.05,5.71,98.68,1.3,533937
2021-11-28,18864.0,13554155.0,,771676,471518,300141,17,,22.0,,,,118.0,761454,145,10054,,,,62202.0,19802.0,42400.0,28447928.0,0.1,5.7,98.68,1.3,534681
2021-11-29,12493.0,13566648.0,,771692,471526,300149,17,,16.0,,,,135.0,761473,142,10054,,,,125368.0,34072.0,91296.0,28573296.0,0.1,5.7,98.68,1.3,535173
2021-11-30,23430.0,13590078.0,,771709,471535,300157,17,,17.0,,,,130.0,761492,140,10054,,,,131921.0,38204.0,93717.0,28705217.0,0.09,5.69,98.68,1.3,536098
2021-12-01,27174.0,13617252.0,,771733,471547,300169,17,,24.0,,,,123.0,761510,146,10054,,,,108302.0,28724.0,79578.0,28813519.0,0.11,5.68,98.68,1.3,537170
2021-12-02,31641.0,13648893.0,,771760,471562,300181,17,,27.0,,,,128.0,761528,155,10054,,,,126100.0,32198.0,93902.0,28939619.0,0.09,5.67,98.68,1.3,538418
2021-12-03,33650.0,13682543.0,,771780,471574,300189,17,,20.0,,,,135.0,761544,159,10054,,,,139509.0,33519.0,105990.0,29079128.0,0.07,5.65,98.67,1.3,539745
2021-12-04,35889.0,13718432.0,,771797,471586,300194,17,,17.0,,,,139.0,761563,157,10054,,,,140913.0,34524.0,106389.0,29220041.0,0.05,5.64,98.67,1.3,541161
2021-12-05,34379.0,13752811.0,,771819,471600,300202,17,,22.0,,,,129.0,761580,162,10054,,,,61570.0,16708.0,44862.0,29281611.0,0.06,5.63,98.67,1.3,542517
2021-12-06,21033.0,13773844.0,,771851,471615,300219,17,,32.0,,,,133.0,761594,180,10054,,,,149302.0,32410.0,116892.0,29430913.0,0.11,5.62,98.67,1.3,543347
2021-12-07,38572.0,13812416.0,,771875,471623,300235,17,,24.0,,,,144.0,761612,185,10055,,,,179099.0,39347.0,139752.0,29610012.0,0.08,5.6,98.67,1.3,544868
2021-12-08,38533.0,13850949.0,,771904,471638,300249,17,,29.0,,,,152.0,761626,200,10055,,,,141370.0,30640.0,110730.0,29751382.0,0.08,5.59,98.67,1.3,546389
2021-12-09,39144.0,13890093.0,,771939,471655,300267,17,,35.0,,,,168.0,761648,213,10055,,,,155811.0,32083.0,123728.0,29907193.0,0.09,5.57,98.67,1.3,547933
2021-12-10,38818.0,13928911.0,,771966,471671,300278,17,,27.0,,,,176.0,761671,217,10055,,,,157299.0,30408.0,126891.0,30064492.0,0.07,5.56,98.67,1.3,549464
2021-12-11,37720.0,13966631.0,,771989,471685,300287,17,,23.0,,,,180.0,761684,227,10055,,,,141460.0,27253.0,114207.0,30205952.0,0.06,5.54,98.67,1.3,550952
2021-12-12,30065.0,13996696.0,,772019,471703,300299,17,,30.0,,,,189.0,761712,229,10055,,,,45130.0,9598.0,35532.0,30251082.0,0.08,5.53,98.66,1.3,552138
2021-12-13,18867.0,14015563.0,,772032,471712,300303,17,,13.0,,,,199.0,761733,219,10057,,,,131947.0,22988.0,108959.0,30383029.0,0.05,5.52,98.67,1.3,552882
2021-12-14,34897.0,14050460.0,,772055,471727,300311,17,,23.0,,,,189.0,761768,205,10059,,,,155002.0,27350.0,127652.0,30538031.0,0.08,5.51,98.67,1.3,554259
2021-12-15,35324.0,14085784.0,,772086,471743,300326,17,,31.0,,,,175.0,761799,204,10060,,,,137792.0,24752.0,113040.0,30675823.0,0.1,5.49,98.67,1.3,555652
2021-12-16,36388.0,14122172.0,,772114,471755,300342,17,,28.0,,,,169.0,761820,211,10060,,,,122151.0,21543.0,100608.0,30797974.0,0.08,5.48,98.67,1.3,557088
2021-12-17,36132.0,14158304.0,,772141,471768,300356,17,,27.0,,,,177.0,761850,207,10061,,,,193194.0,36159.0,157035.0,30991168.0,0.08,5.47,98.67,1.3,558513
2021-12-18,35324.0,14193628.0,,772164,471778,300369,17,,23.0,,,,172.0,761877,203,10061,,,,142658.0,27601.0,115057.0,31133826.0,0.07,5.46,98.67,1.3,559906
2021-12-19,29989.0,14223617.0,,772197,471795,300385,17,,33.0,,,,172.0,761903,210,10061,,,,52466.0,10663.0,41803.0,31186292.0,0.09,5.44,98.67,1.3,561089
2021-12-20,20260.0,14243877.0,,772228,471814,300397,17,,31.0,,,,177.0,761935,209,10061,,,,193343.0,37752.0,155591.0,31379635.0,0.12,5.43,98.67,1.3,561889
2021-12-21,35515.0,14279392.0,,772271,471835,300419,17,,43.0,,,,180.0,761952,234,10062,,,,197918.0,41262.0,156656.0,31577553.0,0.15,5.42,98.66,1.3,563290
2021-12-22,36870.0,14316262.0,,772326,471866,300443,17,,55.0,,,,193.0,761966,275,10062,,,,181007.0,40490.0,140517.0,31758560.0,0.16,5.41,98.66,1.3,564744
2021-12-23,35918.0,14352180.0,,772372,471888,300467,17,,46.0,,,,222.0,761992,295,10062,,,,261959.0,63314.0,198645.0,32020519.0,0.13,5.4,98.66,1.3,566161
2021-12-24,38542.0,14390722.0,,772451,471932,300502,17,,79.0,,,,241.0,762023,343,10062,,,,296375.0,79447.0,216928.0,32316894.0,0.22,5.38,98.65,1.3,567681
2021-12-25,30686.0,14421408.0,,772541,471977,300547,17,,90.0,,,,277.0,762049,407,10062,,,,222356.0,63758.0,158598.0,32539250.0,0.24,5.37,98.64,1.3,568892
2021-12-26,26734.0,14448142.0,,772633,472026,300590,17,,92.0,,,,342.0,762076,472,10062,,,,185896.0,54002.0,131894.0,32725146.0,0.32,5.36,98.63,1.3,569946
2021-12-27,21257.0,14469399.0,,772718,472078,300623,17,,85.0,,,,393.0,762097,536,10062,,,,294374.0,87013.0,207361.0,33019520.0,0.33,5.35,98.63,1.3,570785
2021-12-28,38192.0,14507591.0,,772844,472143,300684,17,,126.0,,,,444.0,762131,627,10063,,,,344856.0,105946.0,238910.0,33364376.0,0.44,5.34,98.61,1.3,572292
2021-12-29,40303.0,14547894.0,,773061,472252,300792,17,,217.0,,,,530.0,762172,803,10063,,,,332323.0,108846.0,223477.0,33696699.0,0.61,5.33,98.59,1.3,573881
2021-12-30,40145.0,14588039.0,,773361,472402,300942,17,,300.0,,,,684.0,762228,1047,10063,,,,336409.0,112971.0,223438.0,34033108.0,0.76,5.32,98.56,1.3,575465
2021-12-31,39285.0,14627324.0,,773788,472402,300942,17,,427.0,,,,901.0,762284,1417,10064,,,,320423.0,113416.0,207007.0,34353531.0,1.17,5.31,98.51,1.3,577015
2022-01-01,34841.0,14662165.0,,774340,472915,301408,17,,552.0,,,,1216.0,762346,1907,10064,,,,185667.0,67468.0,118199.0,34539198.0,1.39,5.3,98.45,1.3,578389
2022-01-02,33841.0,14696006.0,,774917,473226,301674,17,,577.0,,,,1644.0,762430,2400,10064,,,,107196.0,39423.0,67773.0,34646394.0,1.52,5.29,98.39,1.3,579724
2022-01-03,23922.0,14719928.0,,775710,473647,302046,17,,793.0,,,,2118.0,762516,3107,10064,,,,302491.0,162603.0,139888.0,34948885.0,2.63,5.28,98.3,1.3,580668
2022-01-04,39405.0,14759333.0,,776842,474265,302560,17,,1132.0,,,,2743.0,762717,4036,10066,,,,415454.0,248058.0,167396.0,35364339.0,3.77,5.28,98.18,1.3,582222
2022-01-05,44010.0,14803343.0,,779018,475491,303510,17,,2176.0,,,,3638.0,762893,6036,10066,,,,354051.0,238393.0,115658.0,35718390.0,5.8,5.28,97.93,1.29,583958
2022-01-06,44156.0,14847499.0,,781696,477002,304677,17,,2678.0,,,,5438.0,763694,7912,10067,,,,387576.0,269047.0,118529.0,36105966.0,5.91,5.28,97.7,1.29,585700
2022-01-07,48484.0,14895983.0,,785444,479178,306249,17,,3748.0,,,,7088.0,764576,10775,10070,,,,356104.0,232792.0,123312.0,36462070.0,8.11,5.29,97.34,1.28,587613
2022-01-08,48623.0,14944606.0,,788985,481268,307700,17,,3541.0,,,,10324.0,764953,13937,10072,,,,241144.0,143927.0,97217.0,36703214.0,7.26,5.3,96.95,1.28,589531
2022-01-09,41109.0,14985715.0,,794151,484227,309907,17,,5166.0,,,,13223.0,765758,18298,10072,,,,107587.0,59510.0,48077.0,36810801.0,10.64,5.31,96.42,1.27,591152
2022-01-10,34322.0,15020037.0,,799887,487595,312275,17,,5736.0,,,,17527.0,767310,22477,10077,,,,243735.0,,,37054536.0,14.9,5.34,95.93,1.26,592506
2022-01-11,51557.0,15071594.0,,805633,490970,314646,17,,5746.0,,,,21690.0,768717,26813,10080,,,,232591.0,,,37287127.0,13.89,5.36,95.42,1.25,594540
2022-01-12,46809.0,15118403.0,,812516,495035,317464,17,,6883.0,,,,25870.0,771260,31150,10083,,,,170496.0,,,37457623.0,15.56,5.39,94.92,1.24,596387
