date,facility_name,patients_on_oxygen_support,patients_ventilator,total_patients
2020-11-23,"park hospital, faridabad",6,1,7
2020-11-23,"escort hospital, faridabad",11,0,11
2020-11-23,"asian hospital, faridabad",5,1,6
2020-11-23,"alchemist hospital sector 21, panchkula",15,0,15
2020-11-23,"alchemist hospital sector-26, panchkula",4,1,5
2020-11-23,"paras hospital, panchkula",16,0,16
2020-11-23,"civil hospital, panchkula",29,0,29
2020-11-23,"lnjp civil hospital, kurukshetra",1,0,1
2020-11-23,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-11-23,total,391,54,445
2020-11-24,"pt bd sharma pgims, rohtak",16,4,20
2020-11-24,"bpsgmc, khanpur kalan, sonepat",32,5,37
2020-11-24,"shkm govt medical college nalhar, nuh",4,1,5
2020-11-24,"kcgmc, karnal",27,4,31
2020-11-24,"mamc, agroha, hisar",60,2,62
2020-11-24,"esic medical college and hospital, faridabad",28,13,41
2020-11-24,"adesh medical college & hospital, shahabad, kurukshetra",0,1,1
2020-11-24,"mm institute of medical sciences & research, mulana (deemed university)",3,4,7
2020-11-24,"world college of medical sciences, jhajjar",3,0,3
2020-11-24,artemis hospital gurugram,1,1,2
2020-11-24,fortis hospital gurugram,4,4,8
2020-11-24,"medanta - the medicity, gurugram",1,1,2
2020-11-24,"metro hospital, faridabad",47,7,54
2020-11-24,"qrg central, faridabad",19,0,19
2020-11-24,"qrg medicare, faridabad",24,1,25
2020-11-24,"sarvodaya hospital sector 8, faridabad",21,0,21
2020-11-24,"park hospital, faridabad",7,1,8
2020-11-24,"escort hospital, faridabad",7,1,8
2020-11-24,"asian hospital, faridabad",10,1,11
2020-11-24,"alchemist hospital sector 21, panchkula",9,0,9
2020-11-24,"alchemist hospital sector-26, panchkula",4,1,5
2020-11-24,"paras hospital, panchkula",14,1,15
2020-11-24,"civil hospital, panchkula",29,0,29
2020-11-24,"lnjp civil hospital, kurukshetra",1,0,1
2020-11-24,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-11-24,total,392,53,445
2020-11-25,"pt bd sharma pgims, rohtak",18,4,22
2020-11-25,"bpsgmc, khanpur kalan, sonepat",30,6,36
2020-11-25,"shkm govt medical college nalhar, nuh",3,1,4
2020-11-25,"kcgmc, karnal",26,4,30
2020-11-25,"mamc, agroha, hisar",62,2,64
2020-11-25,"esic medical college and hospital, faridabad",32,7,39
2020-11-25,"adesh medical college & hospital, shahabad, kurukshetra",0,1,1
2020-11-25,"mm institute of medical sciences & research, mulana (deemed university)",3,4,7
2020-11-25,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",2,0,2
2020-11-25,"world college of medical sciences, jhajjar",1,0,1
2020-11-25,artemis hospital gurugram,1,1,2
2020-11-25,fortis hospital gurugram,5,5,10
2020-11-25,"medanta - the medicity, gurugram",3,3,6
2020-11-25,"metro hospital, faridabad",32,7,39
2020-11-25,"qrg central, faridabad",19,0,19
2020-11-25,"qrg medicare, faridabad",18,0,18
2020-11-25,"sarvodaya hospital sector 8, faridabad",15,0,15
2020-11-25,"park hospital, faridabad",5,1,6
2020-11-25,"escort hospital, faridabad",6,1,7
2020-11-25,"asian hospital, faridabad",14,2,16
2020-11-25,"alchemist hospital sector 21, panchkula",11,0,11
2020-11-25,"alchemist hospital sector-26, panchkula",3,1,4
2020-11-25,"paras hospital, panchkula",15,1,16
2020-11-25,"civil hospital, panchkula",29,0,29
2020-11-25,"lnjp civil hospital, kurukshetra",1,0,1
2020-11-25,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-11-25,total,375,51,426
2020-11-26,"pt bd sharma pgims, rohtak",21,4,25
2020-11-26,"bpsgmc, khanpur kalan, sonepat",31,5,36
2020-11-26,"shkm govt medical college nalhar, nuh",4,0,4
2020-11-26,"kcgmc, karnal",24,5,29
2020-11-26,"mamc, agroha, hisar",61,2,63
2020-11-26,"esic medical college and hospital, faridabad",27,14,41
2020-11-26,"adesh medical college & hospital, shahabad, kurukshetra",0,1,1
2020-11-26,"mm institute of medical sciences & research, mulana (deemed university)",7,4,11
2020-11-26,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",2,0,2
2020-11-26,"world college of medical sciences, jhajjar",1,0,1
2020-11-26,artemis hospital gurugram,1,1,2
2020-11-26,fortis hospital gurugram,5,5,10
2020-11-26,"medanta - the medicity, gurugram",3,3,6
2020-11-26,"metro hospital, faridabad",28,8,36
2020-11-26,"qrg central, faridabad",22,0,22
2020-11-26,"qrg medicare, faridabad",20,0,20
2020-11-26,"sarvodaya hospital sector 8, faridabad",14,0,14
2020-11-26,"park hospital, faridabad",4,1,5
2020-11-26,"escort hospital, faridabad",7,1,8
2020-11-26,"asian hospital, faridabad",15,1,16
2020-11-26,"alchemist hospital sector 21, panchkula",8,0,8
2020-11-26,"alchemist hospital sector-26, panchkula",4,1,5
2020-11-26,"paras hospital, panchkula",15,1,16
2020-11-26,"civil hospital, panchkula",26,0,26
2020-11-26,"lnjp civil hospital, kurukshetra",1,0,1
2020-11-26,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-11-26,total,372,57,429
2020-11-27,"pt bd sharma pgims, rohtak",17,3,20
2020-11-27,"bpsgmc, khanpur kalan, sonepat",26,7,33
2020-11-27,"shkm govt medical college nalhar, nuh",4,0,4
2020-11-27,"kcgmc, karnal",24,6,30
2020-11-27,"mamc, agroha, hisar",55,0,55
2020-11-27,"esic medical college and hospital, faridabad",30,8,38
2020-11-27,"mm institute of medical sciences & research, mulana (deemed university)",4,3,7
2020-11-27,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",2,0,2
2020-11-27,"world college of medical sciences, jhajjar",1,0,1
2020-11-27,artemis hospital gurugram,1,1,2
2020-11-27,fortis hospital gurugram,5,5,10
2020-11-27,"medanta - the medicity, gurugram",3,3,6
2020-11-27,"metro hospital, faridabad",25,7,32
2020-11-27,"qrg central, faridabad",14,0,14
2020-11-27,"qrg medicare, faridabad",24,0,24
2020-11-27,"sarvodaya hospital sector 8, faridabad",19,0,19
2020-11-27,"park hospital, faridabad",5,1,6
2020-11-27,"escort hospital, faridabad",6,2,8
2020-11-27,"asian hospital, faridabad",18,2,20
2020-11-27,"alchemist hospital sector 21, panchkula",15,0,15
2020-11-27,"alchemist hospital sector-26, panchkula",4,1,5
2020-11-27,"paras hospital, panchkula",19,3,22
2020-11-27,"civil hospital, panchkula",20,0,20
2020-11-27,"lnjp civil hospital, kurukshetra",1,0,1
2020-11-27,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-11-27,total,363,52,415
2020-11-28,"pt bd sharma pgims, rohtak",17,6,23
2020-11-28,"bpsgmc, khanpur kalan, sonepat",25,7,32
2020-11-28,"shkm govt medical college nalhar, nuh",4,0,4
2020-11-28,"kcgmc, karnal",28,6,34
2020-11-28,"mamc, agroha, hisar",52,2,54
2020-11-28,"esic medical college and hospital, faridabad",31,10,41
2020-11-28,"mm institute of medical sciences & research, mulana (deemed university)",4,2,6
2020-11-28,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",2,0,2
2020-11-28,"world college of medical sciences, jhajjar",2,0,2
2020-11-28,narayana hospital gurugram,2,2,4
2020-11-28,fortis hospital gurugram,3,3,6
2020-11-28,"medanta - the medicity, gurugram",1,1,2
2020-11-28,"metro hospital, faridabad",31,7,38
2020-11-28,"qrg central, faridabad",10,0,10
2020-11-28,"qrg medicare, faridabad",18,0,18
2020-11-28,"sarvodaya hospital sector 8, faridabad",18,1,19
2020-11-28,"park hospital, faridabad",6,1,7
2020-11-28,"escort hospital, faridabad",6,1,7
2020-11-28,"asian hospital, faridabad",18,3,21
2020-11-28,"alchemist hospital sector 21, panchkula",17,0,17
2020-11-28,"alchemist hospital sector-26, panchkula",3,0,3
2020-11-28,"paras hospital, panchkula",16,1,17
2020-11-28,"civil hospital, panchkula",28,1,29
2020-11-28,"lnjp civil hospital, kurukshetra",1,0,1
2020-11-28,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-11-28,total,364,54,418
2020-11-29,"pt bd sharma pgims, rohtak",17,4,21
2020-11-29,"bpsgmc, khanpur kalan, sonepat",21,10,31
2020-11-29,"shkm govt medical college nalhar, nuh",2,0,2
2020-11-29,"kcgmc, karnal",24,4,28
2020-11-29,"mamc, agroha, hisar",53,2,55
2020-11-29,"esic medical college and hospital, faridabad",27,14,41
2020-11-29,"mm institute of medical sciences & research, mulana (deemed university)",5,3,8
2020-11-29,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",1,0,1
2020-11-29,"world college of medical sciences, jhajjar",2,0,2
2020-11-29,narayana hospital gurugram,2,2,4
2020-11-29,fortis hospital gurugram,3,3,6
2020-11-29,"medanta - the medicity, gurugram",1,1,2
2020-11-29,"metro hospital, faridabad",36,7,43
2020-11-29,"qrg central, faridabad",18,0,18
2020-11-29,"qrg medicare, faridabad",18,1,19
2020-11-29,"sarvodaya hospital sector 8, faridabad",17,1,18
2020-11-29,"park hospital, faridabad",3,1,4
2020-11-29,"escort hospital, faridabad",8,1,9
2020-11-29,"asian hospital, faridabad",0,2,2
2020-11-29,"alchemist hospital sector 21, panchkula",21,2,23
2020-11-29,"alchemist hospital sector-26, panchkula",4,0,4
2020-11-29,"paras hospital, panchkula",14,1,15
2020-11-29,"civil hospital, panchkula",28,1,29
2020-11-29,"lnjp civil hospital, kurukshetra",1,0,1
2020-11-29,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-11-29,total,347,60,407
2020-11-30,"pt bd sharma pgims, rohtak",18,4,22
2020-11-30,"bpsgmc, khanpur kalan, sonepat",24,9,33
2020-11-30,"shkm govt medical college nalhar, nuh",2,0,2
2020-11-30,"kcgmc, karnal",25,4,29
2020-11-30,"mamc, agroha, hisar",52,2,54
2020-11-30,"esic medical college and hospital, faridabad",28,14,42
2020-11-30,"mm institute of medical sciences & research, mulana (deemed university)",5,2,7
2020-11-30,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",1,0,1
2020-11-30,"world college of medical sciences, jhajjar",2,0,2
2020-11-30,narayana hospital gurugram,2,2,4
2020-11-30,fortis hospital gurugram,3,3,6
2020-11-30,"medanta - the medicity, gurugram",1,1,2
2020-11-30,"metro hospital, faridabad",48,5,53
2020-11-30,"qrg central, faridabad",14,0,14
2020-11-30,"qrg medicare, faridabad",19,1,20
2020-11-30,"sarvodaya hospital sector 8, faridabad",13,1,14
2020-11-30,"park hospital, faridabad",5,0,5
2020-11-30,"escort hospital, faridabad",8,2,10
2020-11-30,"asian hospital, faridabad",20,3,23
2020-11-30,"alchemist hospital sector 21, panchkula",16,1,17
2020-11-30,"alchemist hospital sector-26, panchkula",4,0,4
2020-11-30,"paras hospital, panchkula",13,1,14
2020-11-30,"civil hospital, panchkula",31,1,32
2020-11-30,"lnjp civil hospital, kurukshetra",1,0,1
2020-11-30,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-11-30,total,376,56,432
2020-12-01,"pt bd sharma pgims, rohtak",12,2,14
2020-12-01,"bpsgmc, khanpur kalan, sonepat",23,10,33
2020-12-01,"shkm govt medical college nalhar, nuh",4,0,4
2020-12-01,"kcgmc, karnal",26,5,31
2020-12-01,"mamc, agroha, hisar",54,2,56
2020-12-01,"esic medical college and hospital, faridabad",27,14,41
2020-12-01,"mm institute of medical sciences & research, mulana (deemed university)",4,2,6
2020-12-01,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",1,0,1
2020-12-01,"world college of medical sciences, jhajjar",1,0,1
2020-12-01,narayana hospital gurugram,2,2,4
2020-12-01,fortis hospital gurugram,3,3,6
2020-12-01,"medanta - the medicity, gurugram",1,1,2
2020-12-01,"metro hospital, faridabad",47,5,52
2020-12-01,"qrg central, faridabad",14,0,14
2020-12-01,"qrg medicare, faridabad",16,1,17
2020-12-01,"sarvodaya hospital sector 8, faridabad",12,2,14
2020-12-01,"park hospital, faridabad",5,0,5
2020-12-01,"escort hospital, faridabad",5,1,6
2020-12-01,"asian hospital, faridabad",19,2,21
2020-12-01,"alchemist hospital sector 21, panchkula",14,0,14
2020-12-01,"alchemist hospital sector-26, panchkula",4,2,6
2020-12-01,"paras hospital, panchkula",9,2,11
2020-12-01,"civil hospital, panchkula",30,1,31
2020-12-01,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-01,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-01,total,355,57,412
2020-12-02,"pt bd sharma pgims, rohtak",16,3,19
2020-12-02,"bpsgmc, khanpur kalan, sonepat",18,9,27
2020-12-02,"shkm govt medical college nalhar, nuh",5,0,5
2020-12-02,"kcgmc, karnal",23,4,27
2020-12-02,"mamc, agroha, hisar",54,2,56
2020-12-02,"esic medical college and hospital, faridabad",27,14,41
2020-12-02,"mm institute of medical sciences & research, mulana (deemed university)",5,4,9
2020-12-02,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",1,0,1
2020-12-02,"world college of medical sciences, jhajjar",1,0,1
2020-12-02,narayana hospital gurugram,2,2,4
2020-12-02,fortis hospital gurugram,3,3,6
2020-12-02,"medanta - the medicity, gurugram",1,1,2
2020-12-02,"metro hospital, faridabad",47,5,52
2020-12-02,"qrg central, faridabad",14,0,14
2020-12-02,"qrg medicare, faridabad",16,1,17
2020-12-02,"sarvodaya hospital sector 8, faridabad",12,2,14
2020-12-02,"park hospital, faridabad",5,0,5
2020-12-02,"escort hospital, faridabad",5,1,6
2020-12-02,"asian hospital, faridabad",19,2,21
2020-12-02,"alchemist hospital sector 21, panchkula",16,0,16
2020-12-02,"alchemist hospital sector-26, panchkula",4,1,5
2020-12-02,"paras hospital, panchkula",9,0,9
2020-12-02,"civil hospital, panchkula",36,0,36
2020-12-02,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-02,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-02,total,361,54,415
2020-12-03,"pt bd sharma pgims, rohtak",18,3,21
2020-12-03,"bpsgmc, khanpur kalan, sonepat",16,9,25
2020-12-03,"shkm govt medical college nalhar, nuh",5,0,5
2020-12-03,"kcgmc, karnal",24,3,27
2020-12-03,"mamc, agroha, hisar",46,2,48
2020-12-03,"esic medical college and hospital, faridabad",27,13,40
2020-12-03,"mm institute of medical sciences & research, mulana (deemed university)",3,4,7
2020-12-03,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",1,0,1
2020-12-03,narayana hospital gurugram,2,2,4
2020-12-03,fortis hospital gurugram,3,3,6
2020-12-03,"medanta - the medicity, gurugram",1,1,2
2020-12-03,"metro hospital, faridabad",28,5,33
2020-12-03,"qrg central, faridabad",8,0,8
2020-12-03,"qrg medicare, faridabad",11,2,13
2020-12-03,"sarvodaya hospital sector 8, faridabad",5,0,5
2020-12-03,"park hospital, faridabad",4,0,4
2020-12-03,"escort hospital, faridabad",3,1,4
2020-12-03,"asian hospital, faridabad",10,2,12
2020-12-03,"alchemist hospital sector 21, panchkula",15,0,15
2020-12-03,"alchemist hospital sector-26, panchkula",6,1,7
2020-12-03,"paras hospital, panchkula",11,0,11
2020-12-03,"civil hospital, panchkula",36,1,37
2020-12-03,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-03,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-03,total,305,52,357
2020-12-04,"pt bd sharma pgims, rohtak",18,2,20
2020-12-04,"bpsgmc, khanpur kalan, sonepat",21,8,29
2020-12-04,"shkm govt medical college nalhar, nuh",2,1,3
2020-12-04,"kcgmc, karnal",23,2,25
2020-12-04,"mamc, agroha, hisar",47,2,49
2020-12-04,"esic medical college and hospital, faridabad",29,13,42
2020-12-04,"mm institute of medical sciences & research, mulana (deemed university)",3,5,8
2020-12-04,narayana hospital gurugram,2,2,4
2020-12-04,fortis hospital gurugram,3,3,6
2020-12-04,"medanta - the medicity, gurugram",1,1,2
2020-12-04,"metro hospital, faridabad",27,5,32
2020-12-04,"qrg central, faridabad",18,0,18
2020-12-04,"qrg medicare, faridabad",9,2,11
2020-12-04,"sarvodaya hospital sector 8, faridabad",5,1,6
2020-12-04,"park hospital, faridabad",3,0,3
2020-12-04,"escort hospital, faridabad",4,0,4
2020-12-04,"asian hospital, faridabad",9,2,11
2020-12-04,"alchemist hospital sector 21, panchkula",13,0,13
2020-12-04,"alchemist hospital sector-26, panchkula",8,1,9
2020-12-04,"paras hospital, panchkula",10,0,10
2020-12-04,"civil hospital, panchkula",43,0,43
2020-12-04,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-04,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-04,total,320,50,370
2020-12-05,"pt bd sharma pgims, rohtak",16,3,19
2020-12-05,"bpsgmc, khanpur kalan, sonepat",23,10,33
2020-12-05,"shkm govt medical college nalhar, nuh",3,0,3
2020-12-05,"kcgmc, karnal",24,3,27
2020-12-05,"mamc, agroha, hisar",47,1,48
2020-12-05,"esic medical college and hospital, faridabad",29,11,40
2020-12-05,"mm institute of medical sciences & research, mulana (deemed university)",3,5,8
2020-12-05,narayana hospital gurugram,2,2,4
2020-12-05,fortis hospital gurugram,3,3,6
2020-12-05,"medanta - the medicity, gurugram",1,1,2
2020-12-05,"metro hospital, faridabad",31,4,35
2020-12-05,"qrg central, faridabad",18,0,18
2020-12-05,"qrg medicare, faridabad",9,2,11
2020-12-05,"sarvodaya hospital sector 8, faridabad",5,0,5
2020-12-05,"park hospital, faridabad",3,0,3
2020-12-05,"escort hospital, faridabad",3,0,3
2020-12-05,"asian hospital, faridabad",4,2,6
2020-12-05,"alchemist hospital sector 21, panchkula",16,0,16
2020-12-05,"alchemist hospital sector-26, panchkula",7,1,8
2020-12-05,"paras hospital, panchkula",13,0,13
2020-12-05,"civil hospital, panchkula",39,0,39
2020-12-05,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-05,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-05,total,321,48,369
2020-12-06,"pt bd sharma pgims, rohtak",20,3,23
2020-12-06,"bpsgmc, khanpur kalan, sonepat",17,9,26
2020-12-06,"shkm govt medical college nalhar, nuh",3,0,3
2020-12-06,"kcgmc, karnal",20,3,23
2020-12-06,"mamc, agroha, hisar",49,0,49
2020-12-06,"esic medical college and hospital, faridabad",26,8,34
2020-12-06,"mm institute of medical sciences & research, mulana (deemed university)",3,7,10
2020-12-06,narayana hospital gurugram,2,2,4
2020-12-06,fortis hospital gurugram,3,3,6
2020-12-06,"medanta - the medicity, gurugram",1,1,2
2020-12-06,"metro hospital, faridabad",35,6,41
2020-12-06,"qrg central, faridabad",18,0,18
2020-12-06,"qrg medicare, faridabad",14,2,16
2020-12-06,"sarvodaya hospital sector 8, faridabad",5,0,5
2020-12-06,"park hospital, faridabad",3,0,3
2020-12-06,"escort hospital, faridabad",3,0,3
2020-12-06,"asian hospital, faridabad",10,1,11
2020-12-06,"alchemist hospital sector 21, panchkula",12,0,12
2020-12-06,"alchemist hospital sector-26, panchkula",6,0,6
2020-12-06,"paras hospital, panchkula",14,0,14
2020-12-06,"civil hospital, panchkula",40,0,40
2020-12-06,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-06,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-06,total,326,45,371
2020-12-07,"pt bd sharma pgims, rohtak",14,4,18
2020-12-07,"bpsgmc, khanpur kalan, sonepat",17,9,26
2020-12-07,"shkm govt medical college nalhar, nuh",2,0,2
2020-12-07,"kcgmc, karnal",19,2,21
2020-12-07,"mamc, agroha, hisar",44,0,44
2020-12-07,"esic medical college and hospital, faridabad",25,9,34
2020-12-07,"mm institute of medical sciences & research, mulana (deemed university)",1,5,6
2020-12-07,narayana hospital gurugram,2,2,4
2020-12-07,fortis hospital gurugram,3,3,6
2020-12-07,"medanta - the medicity, gurugram",1,1,2
2020-12-07,"metro hospital, faridabad",25,6,31
2020-12-07,"qrg central, faridabad",14,1,15
2020-12-07,"qrg medicare, faridabad",12,0,12
2020-12-07,"sarvodaya hospital sector 8, faridabad",6,0,6
2020-12-07,"park hospital, faridabad",3,0,3
2020-12-07,"escort hospital, faridabad",3,0,3
2020-12-07,"asian hospital, faridabad",3,1,4
2020-12-07,"alchemist hospital sector 21, panchkula",16,0,16
2020-12-07,"alchemist hospital sector-26, panchkula",6,0,6
2020-12-07,"paras hospital, panchkula",14,0,14
2020-12-07,"civil hospital, panchkula",36,0,36
2020-12-07,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-07,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-07,total,288,43,331
2020-12-08,"pt bd sharma pgims, rohtak",17,3,20
2020-12-08,"bpsgmc, khanpur kalan, sonepat",17,9,26
2020-12-08,"shkm govt medical college nalhar, nuh",1,0,1
2020-12-08,"kcgmc, karnal",21,1,22
2020-12-08,"mamc, agroha, hisar",46,0,46
2020-12-08,"esic medical college and hospital, faridabad",26,7,33
2020-12-08,"mm institute of medical sciences & research, mulana (deemed university)",2,5,7
2020-12-08,narayana hospital gurugram,2,2,4
2020-12-08,fortis hospital gurugram,3,3,6
2020-12-08,"medanta - the medicity, gurugram",1,1,2
2020-12-08,"metro hospital, faridabad",19,7,26
2020-12-08,"qrg central, faridabad",12,0,12
2020-12-08,"qrg medicare, faridabad",8,1,9
2020-12-08,"sarvodaya hospital sector 8, faridabad",7,0,7
2020-12-08,"park hospital, faridabad",5,0,5
2020-12-08,"escort hospital, faridabad",3,0,3
2020-12-08,"asian hospital, faridabad",3,0,3
2020-12-08,"alchemist hospital sector 21, panchkula",14,0,14
2020-12-08,"alchemist hospital sector-26, panchkula",7,0,7
2020-12-08,"paras hospital, panchkula",6,2,8
2020-12-08,"civil hospital, panchkula",30,0,30
2020-12-08,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-08,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-08,total,272,41,313
2020-12-09,"pt bd sharma pgims, rohtak",14,3,17
2020-12-09,"bpsgmc, khanpur kalan, sonepat",17,6,23
2020-12-09,"shkm govt medical college nalhar, nuh",1,0,1
2020-12-09,"kcgmc, karnal",25,1,26
2020-12-09,"mamc, agroha, hisar",46,0,46
2020-12-09,"esic medical college and hospital, faridabad",27,7,34
2020-12-09,"mm institute of medical sciences & research, mulana (deemed university)",2,4,6
2020-12-09,artemis hospital gurugram,2,2,4
2020-12-09,fortis hospital gurugram,1,1,2
2020-12-09,"metro hospital, faridabad",24,4,28
2020-12-09,"qrg central, faridabad",15,0,15
2020-12-09,"qrg medicare, faridabad",8,1,9
2020-12-09,"sarvodaya hospital sector 8, faridabad",10,0,10
2020-12-09,"park hospital, faridabad",3,0,3
2020-12-09,"escort hospital, faridabad",3,1,4
2020-12-09,"asian hospital, faridabad",4,0,4
2020-12-09,"alchemist hospital sector 21, panchkula",14,0,14
2020-12-09,"alchemist hospital sector-26, panchkula",6,1,7
2020-12-09,"paras hospital, panchkula",7,1,8
2020-12-09,"civil hospital, panchkula",30,0,30
2020-12-09,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-09,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-09,total,281,32,313
2020-12-10,"pt bd sharma pgims, rohtak",12,3,15
2020-12-10,"bpsgmc, khanpur kalan, sonepat",28,5,33
2020-12-10,"shkm govt medical college nalhar, nuh",1,0,1
2020-12-10,"kcgmc, karnal",26,1,27
2020-12-10,"mamc, agroha, hisar",42,0,42
2020-12-10,"esic medical college and hospital, faridabad",23,8,31
2020-12-10,"mm institute of medical sciences & research, mulana (deemed university)",4,4,8
2020-12-10,artemis hospital gurugram,2,2,4
2020-12-10,fortis hospital gurugram,1,1,2
2020-12-10,"metro hospital, faridabad",18,4,22
2020-12-10,"qrg central, faridabad",11,0,11
2020-12-10,"qrg medicare, faridabad",8,1,9
2020-12-10,"sarvodaya hospital sector 8, faridabad",10,0,10
2020-12-10,"park hospital, faridabad",3,0,3
2020-12-10,"escort hospital, faridabad",3,1,4
2020-12-10,"asian hospital, faridabad",4,0,4
2020-12-10,"alchemist hospital sector 21, panchkula",16,1,17
2020-12-10,"alchemist hospital sector-26, panchkula",9,0,9
2020-12-10,"paras hospital, panchkula",8,1,9
2020-12-10,"civil hospital, panchkula",36,0,36
2020-12-10,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-10,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-10,total,287,32,319
2020-12-11,"pt bd sharma pgims, rohtak",12,2,14
2020-12-11,"bpsgmc, khanpur kalan, sonepat",26,4,30
2020-12-11,"shkm govt medical college nalhar, nuh",1,0,1
2020-12-11,"kcgmc, karnal",28,3,31
2020-12-11,"mamc, agroha, hisar",37,0,37
2020-12-11,"esic medical college and hospital, faridabad",19,7,26
2020-12-11,"mm institute of medical sciences & research, mulana (deemed university)",6,3,9
2020-12-11,artemis hospital gurugram,2,2,4
2020-12-11,fortis hospital gurugram,1,1,2
2020-12-11,"metro hospital, faridabad",17,4,21
2020-12-11,"qrg central, faridabad",15,0,15
2020-12-11,"qrg medicare, faridabad",9,0,9
2020-12-11,"sarvodaya hospital sector 8, faridabad",9,0,9
2020-12-11,"park hospital, faridabad",4,0,4
2020-12-11,"escort hospital, faridabad",4,1,5
2020-12-11,"asian hospital, faridabad",4,0,4
2020-12-11,"alchemist hospital sector 21, panchkula",12,0,12
2020-12-11,"alchemist hospital sector-26, panchkula",10,0,10
2020-12-11,"paras hospital, panchkula",6,0,6
2020-12-11,"civil hospital, panchkula",26,0,26
2020-12-11,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-11,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-11,total,270,27,297
2020-12-12,"pt bd sharma pgims, rohtak",12,3,15
2020-12-12,"bpsgmc, khanpur kalan, sonepat",27,4,31
2020-12-12,"shkm govt medical college nalhar, nuh",1,0,1
2020-12-12,"kcgmc, karnal",26,3,29
2020-12-12,"mamc, agroha, hisar",37,0,37
2020-12-12,"esic medical college and hospital, faridabad",20,8,28
2020-12-12,"mm institute of medical sciences & research, mulana (deemed university)",6,6,12
2020-12-12,artemis hospital gurugram,2,2,4
2020-12-12,fortis hospital gurugram,1,1,2
2020-12-12,"metro hospital, faridabad",17,2,19
2020-12-12,"qrg central, faridabad",10,0,10
2020-12-12,"qrg medicare, faridabad",6,1,7
2020-12-12,"sarvodaya hospital sector 8, faridabad",8,0,8
2020-12-12,"park hospital, faridabad",3,0,3
2020-12-12,"escort hospital, faridabad",4,1,5
2020-12-12,"asian hospital, faridabad",4,0,4
2020-12-12,"alchemist hospital sector 21, panchkula",10,0,10
2020-12-12,"alchemist hospital sector-26, panchkula",9,1,10
2020-12-12,"paras hospital, panchkula",7,0,7
2020-12-12,"civil hospital, panchkula",26,0,26
2020-12-12,"lnjp civil hospital, kurukshetra",1,0,1
2020-12-12,"shri balaji aarogyam hospital, kurukshetra",21,0,21
2020-12-12,total,258,32,290
2020-12-13,"pt bd sharma pgims, rohtak",13,3,16
2020-12-13,"bpsgmc, khanpur kalan, sonepat",23,5,28
2020-12-13,"shkm govt medical college nalhar, nuh",2,0,2
2020-12-13,"kcgmc, karnal",28,3,31
2020-12-13,"mamc, agroha, hisar",36,0,36
2020-12-13,"esic medical college and hospital, faridabad",18,7,25
2020-12-13,"mm institute of medical sciences & research, mulana (deemed university)",6,6,12
2020-12-13,artemis hospital gurugram,2,2,4
2020-12-13,fortis hospital gurugram,1,1,2
2020-12-13,"metro hospital, faridabad",18,0,18
2020-12-13,"qrg central, faridabad",14,0,14
2020-12-13,"qrg medicare, faridabad",6,1,7
2020-12-13,"sarvodaya hospital sector 8, faridabad",9,2,11
2020-12-13,"park hospital, faridabad",2,0,2
2020-12-13,"escort hospital, faridabad",7,0,7
2020-12-13,"asian hospital, faridabad",4,1,5
