date,district_name,positive_cases_today,positive_cases_cumulative,recovered_total,recovered_new,recovery_rate,deaths_with_comorbidity,deaths_without_comorbidity,deaths_total,deaths_new,active_cases_less_11days,active_cases_more_11days,active_cases_total,vaccination_dose1,vaccination_dose2,vaccination_total
2020-07-27,Fatehabad,0,276,177,,,1.0,1.0,2,,85.0,12.0,97,,,
2020-07-27,Foreign returnee (USA),0,21,21,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-27,Gurugram,108,8720,7559,150.0,,82.0,38.0,120,,1025.0,16.0,1041,,,
2020-07-27,Hisar,35,834,565,25.0,,2.0,8.0,10,,243.0,16.0,259,,,
2020-07-27,Italian,0,14,14,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-27,Jhajjar,22,790,621,25.0,,9.0,0.0,9,,157.0,3.0,160,,,
2020-07-27,Jind,0,213,167,,,4.0,1.0,5,,31.0,10.0,41,,,
2020-07-27,Kaithal,2,222,162,,,0.0,0.0,0,,56.0,4.0,60,,,
2020-07-27,Karnal,81,929,599,21.0,,4.0,6.0,10,,316.0,4.0,320,,,
2020-07-27,Kurukshetra,19,366,218,9.0,,0.0,2.0,2,,134.0,12.0,146,,,
2020-07-27,Mahindergarh,16,770,511,34.0,,1.0,0.0,1,,219.0,39.0,258,,,
2020-07-27,Nuh,11,511,449,12.0,,3.0,8.0,11,1.0,48.0,3.0,51,,,
2020-07-27,Palwal,0,810,637,,,6.0,3.0,9,,160.0,4.0,164,,,
2020-07-27,Panchkula,6,438,195,15.0,,0.0,1.0,1,,240.0,2.0,242,,,
2020-07-27,Panipat,12,913,460,13.0,,6.0,5.0,11,,438.0,4.0,442,,,
2020-07-27,Rewari,91,1512,1016,82.0,,2.0,6.0,8,,476.0,12.0,488,,,
2020-07-27,Rohtak,0,1313,994,,,7.0,14.0,21,,251.0,47.0,298,,,
2020-07-27,Sirsa,31,322,210,7.0,,0.0,2.0,2,,81.0,29.0,110,,,
2020-07-27,Sonepat,50,2792,2262,45.0,,13.0,18.0,31,,454.0,45.0,499,,,
2020-07-27,Total,795,32127,25046,662.0,,241.0,156.0,397,5.0,6325.0,359.0,6684,,,
2020-07-27,Yamunanagar,0,210,136,,,1.0,2.0,3,,66.0,5.0,71,,,
2020-07-28,Ambala,38,1372,1095,43.0,,8.0,6.0,14,2.0,260.0,3.0,263,,,
2020-07-28,Bhiwani,3,770,722,10.0,,4.0,1.0,5,,42.0,1.0,43,,,
2020-07-28,Charkhi Dadri,0,139,92,,,0.0,1.0,1,,38.0,8.0,46,,,
2020-07-28,Faridabad,186,8097,6356,139.0,,94.0,33.0,127,4.0,1525.0,89.0,1614,,,
2020-07-28,Fatehabad,17,293,177,,,1.0,1.0,2,,96.0,18.0,114,,,
2020-07-28,Foreign returnee (USA),0,21,21,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-28,Gurugram,101,8821,7680,121.0,,83.0,38.0,121,1.0,1003.0,17.0,1020,,,
2020-07-28,Hisar,27,861,580,15.0,,8.0,2.0,10,,259.0,12.0,271,,,
2020-07-28,Italian,0,14,14,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-28,Jhajjar,10,800,649,28.0,,10.0,0.0,10,1.0,137.0,4.0,141,,,
2020-07-28,Jind,17,230,167,,,4.0,1.0,5,,46.0,12.0,58,,,
2020-07-28,Kaithal,8,230,166,4.0,,0.0,0.0,0,,59.0,5.0,64,,,
2020-07-28,Karnal,31,960,625,26.0,,4.0,6.0,10,,323.0,2.0,325,,,
2020-07-28,Kurukshetra,28,394,226,8.0,,2.0,0.0,2,,153.0,13.0,166,,,
2020-07-28,Mahindergarh,9,779,518,7.0,,1.0,0.0,1,,214.0,46.0,260,,,
2020-07-28,Nuh,4,515,454,5.0,,3.0,8.0,11,,48.0,2.0,50,,,
2020-07-28,Palwal,38,848,672,35.0,,6.0,3.0,9,,164.0,3.0,167,,,
2020-07-28,Panchkula,14,452,222,27.0,,1.0,1.0,2,1.0,220.0,8.0,228,,,
2020-07-28,Panipat,42,955,519,59.0,,6.0,5.0,11,,418.0,7.0,425,,,
2020-07-28,Rewari,59,1571,1071,55.0,,2.0,6.0,8,,479.0,13.0,492,,,
2020-07-28,Rohtak,41,1354,1074,80.0,,7.0,14.0,21,,246.0,13.0,259,,,
2020-07-28,Sirsa,15,337,216,6.0,,0.0,2.0,2,,86.0,33.0,119,,,
2020-07-28,Sonepat,23,2815,2297,35.0,,13.0,18.0,31,,442.0,45.0,487,,,
2020-07-28,Total,749,32876,25758,712.0,,258.0,148.0,406,9.0,6353.0,359.0,6712,,,
2020-07-28,Yamunanagar,38,248,145,9.0,,1.0,2.0,3,,95.0,5.0,100,,,
2020-07-29,Ambala,75,1447,1149,54.0,,8.0,6.0,14,,284.0,0.0,284,,,
2020-07-29,Bhiwani,4,774,725,3.0,,4.0,1.0,5,,43.0,1.0,44,,,
2020-07-29,Charkhi Dadri,3,142,93,1.0,,0.0,1.0,1,,41.0,7.0,48,,,
2020-07-29,Faridabad,198,8295,6521,165.0,,96.0,33.0,129,2.0,1562.0,83.0,1645,,,
2020-07-29,Fatehabad,18,311,183,6.0,,1.0,1.0,2,,108.0,18.0,126,,,
2020-07-29,Foreign returnee (USA),0,21,21,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-29,Gurugram,91,8912,7772,92.0,,84.0,38.0,122,1.0,1001.0,17.0,1018,,,
2020-07-29,Hisar,14,875,602,22.0,,8.0,2.0,10,,236.0,27.0,263,,,
2020-07-29,Italian,0,14,14,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-29,Jhajjar,2,802,671,22.0,,10.0,0.0,10,,115.0,6.0,121,,,
2020-07-29,Jind,43,273,191,24.0,,4.0,1.0,5,,75.0,2.0,77,,,
2020-07-29,Kaithal,7,237,169,3.0,,0.0,0.0,0,,63.0,5.0,68,,,
2020-07-29,Karnal,35,995,634,9.0,,4.0,6.0,10,,347.0,4.0,351,,,
2020-07-29,Kurukshetra,13,407,235,9.0,,2.0,0.0,2,,154.0,16.0,170,,,
2020-07-29,Mahindergarh,10,789,556,38.0,,1.0,0.0,1,,174.0,58.0,232,,,
2020-07-29,Nuh,13,528,458,4.0,,3.0,8.0,11,,55.0,4.0,59,,,
2020-07-29,Palwal,17,865,694,22.0,,6.0,3.0,9,,159.0,3.0,162,,,
2020-07-29,Panchkula,46,498,241,19.0,,1.0,1.0,2,,231.0,24.0,255,,,
2020-07-29,Panipat,38,993,563,44.0,,6.0,7.0,13,2.0,405.0,12.0,417,,,
2020-07-29,Rewari,32,1603,1098,27.0,,2.0,6.0,8,,483.0,14.0,497,,,
2020-07-29,Rohtak,35,1389,1103,29.0,,7.0,15.0,22,1.0,255.0,9.0,264,,,
2020-07-29,Sirsa,21,358,217,1.0,,0.0,2.0,2,,102.0,37.0,139,,,
2020-07-29,Sonepat,26,2841,2363,66.0,,13.0,19.0,32,1.0,398.0,48.0,446,,,
2020-07-29,Total,755,33631,26420,662.0,,261.0,152.0,413,7.0,6399.0,399.0,6798,,,
2020-07-29,Yamunanagar,14,262,147,2.0,,1.0,2.0,3,,108.0,4.0,112,,,
2020-07-30,Ambala,48,1495,1182,33.0,,9.0,6.0,15,1.0,298.0,0.0,298,,,
2020-07-30,Bhiwani,0,774,725,,,4.0,1.0,5,,44.0,0.0,44,,,
2020-07-30,Charkhi Dadri,0,142,93,,,0.0,1.0,1,,44.0,4.0,48,,,
2020-07-30,Faridabad,184,8479,6915,394.0,,97.0,34.0,131,2.0,1342.0,91.0,1433,,,
2020-07-30,Fatehabad,7,318,197,14.0,,1.0,1.0,2,,109.0,10.0,119,,,
2020-07-30,Foreign returnee (USA),0,21,21,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-30,Gurugram,77,8989,7877,105.0,,84.0,38.0,122,,964.0,26.0,990,,,
2020-07-30,Hisar,28,903,611,9.0,,8.0,2.0,10,,272.0,10.0,282,,,
2020-07-30,Italian,0,14,14,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-30,Jhajjar,12,814,694,23.0,,10.0,0.0,10,,110.0,0.0,110,,,
2020-07-30,Jind,0,273,191,,,4.0,1.0,5,,75.0,2.0,77,,,
2020-07-30,Kaithal,10,247,178,9.0,,0.0,0.0,0,,69.0,0.0,69,,,
2020-07-30,Karnal,34,1029,636,2.0,,4.0,6.0,10,,383.0,0.0,383,,,
2020-07-30,Kurukshetra,16,423,245,10.0,,2.0,0.0,2,,175.0,1.0,176,,,
2020-07-30,Mahindergarh,14,803,572,16.0,,1.0,0.0,1,,168.0,62.0,230,,,
2020-07-30,Nuh,7,535,458,,,3.0,9.0,12,1.0,64.0,1.0,65,,,
2020-07-30,Palwal,15,880,715,21.0,,6.0,3.0,9,,155.0,1.0,156,,,
2020-07-30,Panchkula,34,532,253,12.0,,1.0,1.0,2,,276.0,1.0,277,,,
2020-07-30,Panipat,16,1009,621,58.0,,6.0,7.0,13,,372.0,3.0,375,,,
2020-07-30,Rewari,32,1635,1168,70.0,,2.0,6.0,8,,449.0,10.0,459,,,
2020-07-30,Rohtak,43,1432,1118,15.0,,7.0,15.0,22,,292.0,0.0,292,,,
2020-07-30,Sirsa,7,365,233,16.0,,0.0,2.0,2,,127.0,3.0,130,,,
2020-07-30,Sonepat,36,2877,2471,108.0,,13.0,19.0,32,,372.0,2.0,374,,,
2020-07-30,Total,623,34254,27340,920.0,,263.0,154.0,417,4.0,6270.0,227.0,6497,,,
2020-07-30,Yamunanagar,3,265,152,5.0,,1.0,2.0,3,,110.0,0.0,110,,,
2020-07-31,Ambala,48,1543,1215,33.0,,9.0,7.0,16,1.0,303.0,9.0,312,,,
2020-07-31,Bhiwani,6,780,735,10.0,,4.0,1.0,5,,39.0,1.0,40,,,
2020-07-31,Charkhi Dadri,13,155,97,4.0,,0.0,1.0,1,,43.0,14.0,57,,,
2020-07-31,Faridabad,176,8655,7295,380.0,,97.0,34.0,131,,1156.0,73.0,1229,,,
2020-07-31,Fatehabad,4,322,202,5.0,,1.0,1.0,2,,100.0,18.0,118,,,
2020-07-31,Foreign returnee (USA),0,21,21,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-31,Gurugram,78,9067,7984,107.0,,85.0,38.0,123,1.0,947.0,13.0,960,,,
2020-07-31,Hisar,36,939,614,3.0,,8.0,2.0,10,,270.0,45.0,315,,,
2020-07-31,Italian,0,14,14,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-07-31,Jhajjar,4,818,719,25.0,,10.0,0.0,10,,84.0,5.0,89,,,
2020-07-31,Jind,12,285,191,,,4.0,1.0,5,,86.0,3.0,89,,,
2020-07-31,Kaithal,6,253,181,3.0,,0.0,0.0,0,,70.0,2.0,72,,,
2020-07-31,Karnal,28,1057,684,48.0,,4.0,6.0,10,,358.0,5.0,363,,,
2020-07-31,Kurukshetra,0,423,245,,,2.0,0.0,2,,155.0,21.0,176,,,
2020-07-31,Mahindergarh,19,822,617,45.0,,1.0,0.0,1,,204.0,0.0,204,,,
2020-07-31,Nuh,8,543,465,7.0,,3.0,9.0,12,,62.0,4.0,66,,,
2020-07-31,Palwal,37,917,733,18.0,,6.0,3.0,9,,172.0,3.0,175,,,
2020-07-31,Panchkula,29,561,265,12.0,,1.0,1.0,2,,291.0,3.0,294,,,
2020-07-31,Panipat,44,1053,665,44.0,,6.0,8.0,14,1.0,364.0,10.0,374,,,
2020-07-31,Rewari,74,1709,1254,86.0,,2.0,6.0,8,,433.0,14.0,447,,,
2020-07-31,Rohtak,62,1494,1136,18.0,,7.0,16.0,23,1.0,327.0,8.0,335,,,
2020-07-31,Sirsa,6,371,243,10.0,,0.0,2.0,2,,97.0,29.0,126,,,
2020-07-31,Sonepat,21,2898,2500,29.0,,13.0,19.0,32,,317.0,49.0,366,,,
2020-07-31,Total,711,34965,28227,887.0,,264.0,157.0,421,4.0,5985.0,332.0,6317,,,
2020-07-31,Yamunanagar,0,265,152,,,1.0,2.0,3,,107.0,3.0,110,,,
2020-08-01,Ambala,83,1626,1302,87.0,,9.0,7.0,16,,300.0,8.0,308,,,
2020-08-01,Bhiwani,1,781,739,4.0,,4.0,1.0,5,,36.0,1.0,37,,,
2020-08-01,Charkhi Dadri,0,155,97,,,0.0,1.0,1,,42.0,15.0,57,,,
2020-08-01,Faridabad,175,8830,7547,252.0,,99.0,35.0,134,3.0,1060.0,89.0,1149,,,
2020-08-01,Fatehabad,17,339,202,,,1.0,1.0,2,,107.0,28.0,135,,,
2020-08-01,Foreign returnee (USA),0,21,21,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-08-01,Gurugram,99,9166,8124,140.0,,86.0,38.0,124,1.0,909.0,9.0,918,,,
2020-08-01,Hisar,27,966,659,45.0,,8.0,2.0,10,,272.0,25.0,297,,,
2020-08-01,Italian,0,14,14,,,0.0,0.0,0,,0.0,0.0,0,,,
2020-08-01,Jhajjar,5,823,729,10.0,,10.0,0.0,10,,80.0,4.0,84,,,
2020-08-01,Jind,0,285,191,,,4.0,1.0,5,,86.0,3.0,89,,,
2020-08-01,Kaithal,13,266,185,4.0,,0.0,0.0,0,,79.0,2.0,81,,,
2020-08-01,Karnal,28,1085,714,30.0,,4.0,6.0,10,,355.0,6.0,361,,,
2020-08-01,Kurukshetra,37,460,263,18.0,,2.0,2.0,4,2.0,177.0,16.0,193,,,
2020-08-01,Mahindergarh,0,822,617,,,1.0,0.0,1,,171.0,33.0,204,,,
2020-08-01,Nuh,2,545,473,8.0,,3.0,9.0,12,,56.0,4.0,60,,,
2020-08-01,Palwal,15,932,754,21.0,,6.0,3.0,9,,166.0,3.0,169,,,
2020-08-01,Panchkula,38,599,296,31.0,,1.0,1.0,2,,299.0,2.0,301,,,
2020-08-01,Panipat,93,1146,701,36.0,,6.0,9.0,15,1.0,422.0,8.0,430,,,
2020-08-01,Rewari,85,1794,1344,90.0,,2.0,6.0,8,,426.0,16.0,442,,,
2020-08-01,Rohtak,34,1528,1153,17.0,,7.0,16.0,23,,343.0,9.0,352,,,
2020-08-01,Sirsa,0,371,243,,,0.0,2.0,2,,94.0,32.0,126,,,
2020-08-01,Sonepat,1,2899,2542,42.0,,13.0,19.0,32,,280.0,45.0,325,,,
2020-08-01,Total,793,35758,29080,853.0,,267.0,161.0,428,7.0,5890.0,360.0,6250,,,
2020-08-01,Yamunanagar,40,305,170,18.0,,1.0,2.0,3,,130.0,2.0,132,,,
2020-08-02,Ambala,75,1701,1360,58.0,79.95,9.0,8.0,17,1.0,311.0,13.0,324,,,
2020-08-02,Bhiwani,5,786,746,7.0,94.91,4.0,1.0,5,,34.0,1.0,35,,,
2020-08-02,Charkhi Dadri,0,155,97,,62.58,0.0,1.0,1,,42.0,15.0,57,,,
2020-08-02,Faridabad,172,9002,7694,147.0,85.47,99.0,35.0,134,,1174.0,0.0,1174,,,
2020-08-02,Fatehabad,6,345,214,12.0,62.03,1.0,1.0,2,,108.0,21.0,129,,,
2020-08-02,Gurugram*,79,9259,8253,115.0,89.13,86.0,38.0,124,,780.0,102.0,882,,,
2020-08-02,Hisar,11,977,684,25.0,70.01,8.0,2.0,10,,257.0,26.0,283,,,
2020-08-02,Jhajjar,17,840,740,11.0,88.1,10.0,0.0,10,,85.0,5.0,90,,,
2020-08-02,Jind,21,306,191,,62.42,4.0,1.0,5,,106.0,4.0,110,,,
2020-08-02,Kaithal,17,283,204,19.0,72.08,0.0,0.0,0,,77.0,2.0,79,,,
2020-08-02,Karnal,15,1100,740,26.0,67.27,4.0,7.0,11,1.0,343.0,6.0,349,,,
2020-08-02,Kurukshetra,50,510,284,21.0,55.69,2.0,2.0,4,,205.0,17.0,222,,,
2020-08-02,Mahindergarh,2,824,639,22.0,77.55,1.0,0.0,1,,158.0,26.0,184,,,
2020-08-02,Nuh,6,551,479,6.0,86.93,3.0,9.0,12,,56.0,4.0,60,,,
2020-08-02,Palwal,31,963,776,22.0,80.58,6.0,3.0,9,,175.0,3.0,178,,,
2020-08-02,Panchkula**,51,671,324,7.0,48.29,1.0,1.0,2,,342.0,3.0,345,,,
2020-08-02,Panipat,0,1146,701,,61.17,6.0,9.0,15,,405.0,25.0,430,,,
2020-08-02,Rewari,40,1834,1395,51.0,76.06,2.0,6.0,8,,415.0,16.0,431,,,
2020-08-02,Rohtak,65,1593,1153,,72.38,7.0,16.0,23,,407.0,10.0,417,,,
2020-08-02,Sirsa,38,409,252,9.0,61.61,0.0,4.0,4,2.0,126.0,27.0,153,,,
2020-08-02,Sonepat,60,2959,2594,52.0,87.66,13.0,20.0,33,1.0,286.0,46.0,332,,,
2020-08-02,Total,761,36519,29690,610.0,81.3,267.0,166.0,433,5.0,6022.0,374.0,6396,,,
2020-08-02,Yamunanagar,0,305,170,,55.74,1.0,2.0,3,,130.0,2.0,132,,,
2020-08-03,Ambala,9,1710,1398,38.0,81.75,9.0,8.0,17,,279.0,16.0,295,,,
2020-08-03,Bhiwani,3,789,752,6.0,95.31,5.0,1.0,6,1.0,30.0,1.0,31,,,
2020-08-03,Charkhi Dadri,0,155,97,,62.58,0.0,1.0,1,,42.0,15.0,57,,,
2020-08-03,Faridabad,170,9172,8106,412.0,88.38,99.0,35.0,134,,871.0,61.0,932,,,
2020-08-03,Fatehabad,10,355,239,25.0,67.32,1.0,1.0,2,,112.0,2.0,114,,,
2020-08-03,Gurugram*,43,9302,8353,100.0,89.8,86.0,38.0,124,,801.0,24.0,825,,,
2020-08-03,Hisar,33,1010,697,13.0,69.01,8.0,2.0,10,,233.0,70.0,303,,,
2020-08-03,Jhajjar,9,849,740,,87.16,10.0,0.0,10,,93.0,6.0,99,,,
2020-08-03,Jind,14,320,191,,59.69,4.0,1.0,5,,120.0,4.0,124,,,
2020-08-03,Kaithal,7,290,219,15.0,75.52,0.0,0.0,0,,69.0,2.0,71,,,
2020-08-03,Karnal,20,1120,740,,66.07,4.0,7.0,11,,351.0,18.0,369,,,
2020-08-03,Kurukshetra,27,537,289,5.0,53.82,6.0,0.0,6,2.0,223.0,19.0,242,,,
2020-08-03,Mahindergarh,5,829,657,18.0,79.25,1.0,0.0,1,,139.0,32.0,171,,,
2020-08-03,Nuh,4,555,491,12.0,88.47,3.0,9.0,12,,47.0,5.0,52,,,
2020-08-03,Palwal,15,978,800,24.0,81.8,6.0,3.0,9,,161.0,8.0,169,,,
2020-08-03,Panchkula**,60,731,347,23.0,47.47,1.0,1.0,2,,356.0,26.0,382,,,
2020-08-03,Panipat,106,1252,766,65.0,61.18,6.0,13.0,19,4.0,443.0,24.0,467,,,
2020-08-03,Rewari,50,1884,1395,,74.04,2.0,6.0,8,,465.0,16.0,481,,,
2020-08-03,Rohtak,0,1593,1153,,72.38,7.0,16.0,23,,390.0,27.0,417,,,
2020-08-03,Sirsa,17,426,252,,59.15,0.0,4.0,4,,141.0,29.0,170,,,
2020-08-03,Sonepat,25,2984,2618,24.0,87.73,13.0,20.0,33,,287.0,46.0,333,,,
2020-08-03,Total,654,37173,30470,780.0,81.97,272.0,168.0,440,7.0,5810.0,453.0,6263,,,
2020-08-03,Yamunanagar,27,332,170,,51.2,1.0,2.0,3,,157.0,2.0,159,,,
2020-08-04,Ambala,32,1742,1432,34.0,82.2,9.0,8.0,17,,276.0,17.0,293,,,
2020-08-04,Bhiwani,15,804,758,6.0,94.28,5.0,1.0,6,,39.0,1.0,40,,,
2020-08-04,Charkhi Dadri,0,155,97,,62.58,0.0,1.0,1,,25.0,32.0,57,,,
2020-08-04,Faridabad,169,9341,8286,180.0,88.71,100.0,35.0,135,1.0,851.0,69.0,920,,,
2020-08-04,Fatehabad,21,376,249,10.0,66.22,2.0,1.0,3,1.0,118.0,6.0,124,,,
2020-08-04,Gurugram*,46,9348,8468,115.0,90.59,86.0,38.0,124,,740.0,16.0,756,,,
2020-08-04,Hisar,4,1014,715,18.0,70.51,8.0,2.0,10,,219.0,70.0,289,,,
2020-08-04,Jhajjar,16,865,765,25.0,88.44,11.0,0.0,11,1.0,83.0,6.0,89,,,
2020-08-04,Jind,8,328,191,,58.23,4.0,1.0,5,,127.0,5.0,132,,,
2020-08-04,Kaithal,6,296,220,1.0,74.32,0.0,0.0,0,,74.0,2.0,76,,,
2020-08-04,Karnal,19,1139,775,35.0,68.04,4.0,7.0,11,,334.0,19.0,353,,,
2020-08-04,Kurukshetra,16,553,311,22.0,56.24,7.0,0.0,7,1.0,216.0,19.0,235,,,
2020-08-04,Mahindergarh,3,832,681,24.0,81.85,1.0,0.0,1,,123.0,27.0,150,,,
2020-08-04,Nuh,5,560,494,3.0,88.21,3.0,9.0,12,,47.0,7.0,54,,,
2020-08-04,Palwal,15,993,815,15.0,82.07,6.0,3.0,9,,161.0,8.0,169,,,
2020-08-04,Panchkula**,12,743,364,17.0,48.99,1.0,1.0,2,,333.0,44.0,377,,,
2020-08-04,Panipat,50,1302,767,1.0,58.91,6.0,13.0,19,,485.0,31.0,516,,,
2020-08-04,Rewari,20,1904,1475,80.0,77.47,2.0,6.0,8,,405.0,16.0,421,,,
2020-08-04,Rohtak,96,1689,1248,95.0,73.89,7.0,17.0,24,1.0,358.0,59.0,417,,,
2020-08-04,Sirsa,19,445,261,9.0,58.65,0.0,7.0,7,3.0,148.0,29.0,177,,,
2020-08-04,Sonepat,29,3013,2664,46.0,88.42,13.0,20.0,33,,266.0,50.0,316,,,
2020-08-04,Total,623,37796,31226,756.0,82.62,276.0,172.0,448,8.0,5586.0,536.0,6122,,,
2020-08-04,Yamunanagar,22,354,190,20.0,53.67,1.0,2.0,3,,158.0,3.0,161,,,
2020-08-05,Ambala,68,1810,1495,63.0,83.15,9.0,8.0,17,,275.0,23.0,298,,,
2020-08-05,Bhiwani,4,808,762,4.0,94.31,5.0,1.0,6,,39.0,1.0,40,,,
2020-08-05,Charkhi Dadri,22,177,107,10.0,60.45,0.0,1.0,1,,45.0,24.0,69,,,
2020-08-05,Faridabad,169,9510,8405,119.0,88.38,102.0,35.0,137,2.0,899.0,69.0,968,,,
2020-08-05,Fatehabad,20,396,253,4.0,63.89,2.0,1.0,3,,122.0,18.0,140,,,
2020-08-05,Gurugram*,64,9412,8563,95.0,90.98,87.0,38.0,125,1.0,712.0,12.0,724,,,
2020-08-05,Hisar,15,1029,735,20.0,71.43,8.0,2.0,10,,215.0,69.0,284,,,
2020-08-05,Jhajjar,8,873,778,13.0,89.12,12.0,0.0,12,1.0,79.0,4.0,83,,,
2020-08-05,Jind,5,333,191,,57.36,4.0,1.0,5,,132.0,5.0,137,,,
2020-08-05,Kaithal,10,306,220,,71.9,0.0,0.0,0,,84.0,2.0,86,,,
2020-08-05,Karnal,16,1155,870,95.0,75.32,5.0,7.0,12,1.0,270.0,3.0,273,,,
2020-08-05,Kurukshetra,9,562,338,27.0,60.14,7.0,1.0,8,1.0,205.0,11.0,216,,,
2020-08-05,Mahindergarh,35,867,685,4.0,79.01,1.0,0.0,1,,138.0,43.0,181,,,
2020-08-05,Nuh,7,567,504,10.0,88.89,3.0,9.0,12,,45.0,6.0,51,,,
2020-08-05,Palwal,23,1016,836,21.0,82.28,6.0,3.0,9,,163.0,8.0,171,,,
2020-08-05,Panchkula**,19,762,410,46.0,53.81,1.0,2.0,3,1.0,329.0,20.0,349,,,
2020-08-05,Panipat,74,1376,848,81.0,61.63,6.0,13.0,19,,493.0,16.0,509,,,
2020-08-05,Rewari,45,1949,1529,54.0,78.45,2.0,6.0,8,,396.0,16.0,412,,,
2020-08-05,Rohtak,51,1740,1258,10.0,72.3,23.0,1.0,24,,455.0,3.0,458,,,
2020-08-05,Sirsa,33,478,272,11.0,56.9,0.0,7.0,7,,169.0,30.0,199,,,
2020-08-05,Sonepat,32,3045,2711,47.0,89.03,13.0,20.0,33,,246.0,55.0,301,,,
2020-08-05,Total,752,38548,31960,734.0,82.91,297.0,158.0,455,7.0,5691.0,442.0,6133,,,
2020-08-05,Yamunanagar,23,377,190,,50.4,1.0,2.0,3,,180.0,4.0,184,,,
2020-08-06,Ambala,78,1888,1527,32.0,80.88,10.0,8.0,18,1.0,327.0,16.0,343,,,
2020-08-06,Bhiwani,15,823,767,5.0,93.2,5.0,1.0,6,,49.0,1.0,50,,,
2020-08-06,Charkhi Dadri,2,179,107,,59.78,0.0,1.0,1,,47.0,24.0,71,,,
2020-08-06,Faridabad,161,9671,8622,217.0,89.15,104.0,35.0,139,2.0,839.0,71.0,910,,,
2020-08-06,Fatehabad,0,396,253,,63.89,2.0,1.0,3,,120.0,20.0,140,,,
2020-08-06,Gurugram*,83,9495,8654,91.0,91.14,87.0,38.0,125,,703.0,13.0,716,,,
2020-08-06,Hisar,36,1065,767,32.0,72.02,8.0,2.0,10,,191.0,97.0,288,,,
2020-08-06,Jhajjar,14,887,795,17.0,89.63,12.0,0.0,12,,77.0,3.0,80,,,
2020-08-06,Jind,2,335,191,,57.01,4.0,1.0,5,,132.0,7.0,139,,,
2020-08-06,Kaithal,10,316,220,,69.62,0.0,0.0,0,,94.0,2.0,96,,,
2020-08-06,Karnal,34,1189,898,28.0,75.53,5.0,7.0,12,,276.0,3.0,279,,,
2020-08-06,Kurukshetra,36,598,356,18.0,59.53,7.0,1.0,8,,228.0,6.0,234,,,
2020-08-06,Mahindergarh,5,872,711,26.0,81.54,1.0,0.0,1,,108.0,52.0,160,,,
2020-08-06,Nuh,6,573,509,5.0,88.83,3.0,9.0,12,,47.0,5.0,52,,,
2020-08-06,Palwal,0,1016,847,11.0,83.37,6.0,3.0,9,,147.0,13.0,160,,,
2020-08-06,Panchkula**,54,816,456,46.0,55.88,1.0,2.0,3,,355.0,2.0,357,,,
2020-08-06,Panipat,22,1398,863,15.0,61.73,6.0,13.0,19,,485.0,31.0,516,,,
2020-08-06,Rewari,48,1997,1529,,76.56,2.0,6.0,8,,444.0,16.0,460,,,
2020-08-06,Rohtak,60,1800,1322,64.0,73.44,23.0,1.0,24,,454.0,0.0,454,,,
2020-08-06,Sirsa,14,492,275,3.0,55.89,0.0,7.0,7,,182.0,28.0,210,,,
2020-08-06,Sonepat,51,3096,2744,33.0,88.63,13.0,20.0,33,,267.0,52.0,319,,,
2020-08-06,Total,755,39303,32640,680.0,83.05,300.0,158.0,458,3.0,5739.0,466.0,6205,,,
2020-08-06,Yamunanagar,24,401,227,37.0,56.61,1.0,2.0,3,,167.0,4.0,171,,,
2020-08-07,Ambala,79,1967,1600,73.0,81.34,11.0,8.0,19,1.0,334.0,14.0,348,,,
2020-08-07,Bhiwani,8,831,773,6.0,93.02,5.0,1.0,6,,51.0,1.0,52,,,
2020-08-07,Charkhi Dadri,3,182,120,13.0,65.93,0.0,1.0,1,,45.0,16.0,61,,,
2020-08-07,Faridabad,159,9830,8807,185.0,89.59,104.0,35.0,139,,795.0,89.0,884,,,
2020-08-07,Fatehabad,63,459,266,13.0,57.95,3.0,1.0,4,1.0,168.0,21.0,189,,,
2020-08-07,Gurugram*,54,9549,8727,73.0,91.39,87.0,38.0,125,,680.0,17.0,697,,,
2020-08-07,Hisar,24,1089,786,19.0,72.18,8.0,2.0,10,,191.0,102.0,293,,,
2020-08-07,Jhajjar,0,887,801,6.0,90.3,12.0,0.0,12,,72.0,2.0,74,,,
2020-08-07,Jind,0,335,191,,57.01,4.0,1.0,5,,132.0,7.0,139,,,
2020-08-07,Kaithal,5,321,230,10.0,71.65,0.0,0.0,0,,89.0,2.0,91,,,
2020-08-07,Karnal,20,1209,931,33.0,77.01,6.0,7.0,13,1.0,262.0,3.0,265,,,
2020-08-07,Kurukshetra,16,614,372,16.0,60.59,8.0,1.0,9,1.0,222.0,11.0,233,,,
2020-08-07,Mahindergarh,23,895,719,8.0,80.34,1.0,0.0,1,,118.0,57.0,175,,,
2020-08-07,Nuh,8,581,514,5.0,88.47,3.0,9.0,12,,52.0,3.0,55,,,
