date,district,cases_today,percentage_tests_positive,outside_source_details,case_details,remarks,cases_total,active_cases,recovered_total,deaths_total
2020-09-22,barnala,22.0,,,3 contacts of positive cases. 16 new cases (opd). 1 new case (anc). 2 new cases (ili),,1701.0,419.0,1245.0,37.0
2020-09-22,tarn taran,12.0,,,5 contacts of positive cases. 7 new cases.,,1448.0,325.0,1071.0,52.0
2020-09-22,mansa,12.0,,,1 contact of positive case. 11 new cases.,,1390.0,414.0,954.0,22.0
2020-09-22,sbs nagar,23.0,,,2 contacts of positive cases. 3 new cases (ili). 18 new cases,,1366.0,343.0,988.0,35.0
2020-09-22,total,,,,,,101341.0,21288.0,77127.0,2926.0
2020-09-21,ludhiana,245.0,,,19 contacts of positive cases. 31 new cases (opd). 52 new cases (ili). 1 new case (anc). 5 new cases (hcw). 1 new case (pre operative). 1 new case (sari). 20 new cases.,rest cases details awaited as reports received late,16484.0,1465.0,14351.0,668.0
2020-09-21,jalandhar,221.0,,,102 contacts of positive cases. 119 new cases.,,11574.0,2332.0,8919.0,323.0
2020-09-21,patiala,151.0,,,36 contacts of positive cases. 64 new cases. 44 new cases (ili). 7 new cases (sari),,10515.0,2112.0,8117.0,286.0
2020-09-21,sas nagar,233.0,,5 new cases (interstate travelers).,47 new cases (ili). 4 new cases (anc). 63 contacts of positive cases. 62 new cases (opd). 52 new cases,,8911.0,2605.0,6159.0,147.0
2020-09-21,amritsar,255.0,,,93 contacts of positive cases. 61 new cases.,rest cases details awaited as reports received late.,8425.0,1785.0,6334.0,306.0
2020-09-21,gurdaspur,101.0,,,43 contacts of positive cases. 13 new cases (ili). 1 new case (anc). 1 new case (frontline worker). 43 new cases.,,5085.0,1092.0,3887.0,106.0
2020-09-21,bathinda,149.0,,1 new case (domestic traveler),49 new cases (ili). 2 new cases (sari). 57 new cases (opd). 37 new cases. 1 new case (anc). 2 new cases (frontline workers),,5036.0,1721.0,3227.0,88.0
2020-09-21,hoshiarpur,87.0,,,20 new cases (ili). 67 new cases,,3806.0,834.0,2852.0,120.0
2020-09-21,sangrur,71.0,,7 new cases (domestic travelers),19 new cases (ili). 25 contacts of positive cases. 7 new cases (frontline workers). 13 new cases (opd),,3247.0,567.0,2551.0,129.0
2020-09-21,pathankot,56.0,,,16 contacts of positive cases. 4 new cases (ili). 36 new cases.,,2995.0,964.0,1975.0,56.0
2020-09-21,ferozepur,249.0,,,,cases details pending as reports received late.,3510.0,1012.0,2412.0,86.0
2020-09-21,kapurthala,38.0,,,2 new cases (ili). 5 contacts of positive cases. 1 new case (anc). 30 new cases,,2615.0,584.0,1910.0,121.0
2020-09-21,faridkot,51.0,,,2 new cases (frontline workers). 1 new case (pre operative). 9 new cases (opd),rest cases details pending as reports received late.,2405.0,580.0,1787.0,38.0
2020-09-21,moga,21.0,,,21 new cases,,2026.0,441.0,1527.0,58.0
2020-09-21,muktsar,65.0,,1 new case (interstate traveler),35 new cases (opd). 4 new cases (prisoners). 5 contacts of positive cases. 20 new cases (ili),,2135.0,660.0,1445.0,30.0
2020-09-21,fazilka,65.0,,,10 new cases (ili). 55 new cases (opd),,1880.0,530.0,1323.0,27.0
2020-09-21,fg sahib,21.0,,,5 contacts of positive cases. 5 new cases (opd). 3 new cases (ili). 8 new cases.,,1710.0,287.0,1349.0,74.0
2020-09-21,barnala,13.0,,,4 contacts of positive cases. 9 new cases (opd),,1679.0,421.0,1221.0,37.0
2020-09-21,ropar,47.0,,,47 new cases,,1733.0,588.0,1092.0,53.0
2020-09-21,tarn taran,36.0,,,3 contacts of positive cases. 3 new cases (opd). 1 new case (anc). 3 new cases (frontline workers). 17 new cases.,rest cases details pending as reports received late.,1438.0,337.0,1050.0,51.0
2020-09-21,mansa,34.0,,,3 contacts of positive cases. 31 new cases,,1378.0,419.0,938.0,21.0
2020-09-21,sbs nagar,38.0,,,5 new cases (ili). 1 contact of positive case. 2 new cases (frontline workers). 30 new cases.,,1343.0,325.0,983.0,35.0
2020-09-21,total,,,,,,99930.0,21661.0,75409.0,2860.0
2020-09-20,ludhiana,212.0,,,47 contacts of positive cases. 124 new cases (ili). 1 new case (sari). 38 new cases (opd). 2 new cases.,,16239.0,1595.0,13981.0,663.0
2020-09-20,jalandhar,197.0,,,91 contacts of positive cases. 106 new cases.,,11367.0,2273.0,8778.0,316.0
2020-09-20,patiala,183.0,,,28 contacts of positive cases. 92 new cases. 63 new cases (ili),,10364.0,2147.0,7935.0,282.0
2020-09-20,sas nagar,225.0,,,,cases reports pending as reports received late.,8654.0,2927.0,5580.0,147.0
2020-09-20,amritsar,126.0,,,61 contacts of positive cases. 65 new cases.,,8170.0,1781.0,6092.0,297.0
2020-09-20,gurdaspur,104.0,,,52 contacts of positive cases. 2 new cases (frontline workers). 17 new cases (ili). 33 new cases.,,4985.0,1146.0,3733.0,106.0
2020-09-20,bathinda,148.0,,1 new case (domestic traveler),30 new cases (ili). 12 contacts of positive cases. 3 new cases (hcw). 102 new cases,,4897.0,1676.0,3135.0,86.0
2020-09-20,hoshiarpur,94.0,,,3 contacts of positive cases. 6 new cases (ili). 85 new cases.,,3751.0,1024.0,2609.0,118.0
2020-09-20,sangrur,56.0,,,2 new cases (ili). 17 contacts of positive cases. 11 new cases (opd). 26 new cases.,,3176.0,560.0,2489.0,127.0
2020-09-20,pathankot,174.0,,,17 contacts of positive cases. 2 new cases (ili). 155 new cases.,,2939.0,986.0,1902.0,51.0
2020-09-20,ferozepur,256.0,,,,cases details pending as reports received late.,3261.0,800.0,2376.0,85.0
2020-09-20,kapurthala,48.0,,,5 new cases (police personnel). 4 new cases (prisoners). 8 contacts of positive cases.5 new cases,,2577.0,681.0,1779.0,117.0
2020-09-20,faridkot,20.0,,,2 contacts of positive cases. 3 new cases (frontline workers). 15 new cases (opd),,2360.0,593.0,1730.0,37.0
2020-09-20,moga,11.0,,,11 new cases.,,2005.0,422.0,1527.0,56.0
2020-09-20,muktsar,37.0,,,24 new cases (opd). 5 new cases (prisoners). 5 contacts of positive cases. 3 new cases (ili).,,2070.0,671.0,1370.0,29.0
2020-09-20,fazilka,55.0,,,2 new cases (ili). 50 new cases (opd). 2 contacts of positive cases. 1 new case.,,1815.0,521.0,1267.0,27.0
2020-09-20,fg sahib,48.0,,2 new cases (interstate travelers),4 contacts of positive cases. 19 new cases (opd). 2 new cases (ili). 21 new cases.,,1689.0,302.0,1314.0,73.0
2020-09-20,barnala,36.0,,,7 contacts of positive cases. 5 new cases (opd). 1 new case (anc). 1 new case (hcw). 4 new cases (frontline workers). 18 new cases.,,1666.0,420.0,1209.0,37.0
2020-09-20,ropar,10.0,,,10 new cases.,,1656.0,512.0,1092.0,52.0
2020-09-20,tarn taran,35.0,,,,cases details pending as reports received late,1402.0,412.0,939.0,51.0
2020-09-20,mansa,46.0,,,2 contacts of positive cases.. 44 new cases,,1341.0,423.0,897.0,21.0
2020-09-20,sbs nagar,39.0,,5 new cases (domestic travelers),9 contacts of positive cases. 3 new cases (ili). 1 new case (pre operative). 2 new cases (hcw). 19 new cases,,1305.0,406.0,864.0,35.0
2020-09-20,total,,,,,,97689.0,22278.0,72598.0,2813.0
2020-09-19,ludhiana,312.0,,,36 contacts of positive cases. 72 new cases (opd). 139 new cases (ili). 2 new cases (police personnel). 47 new cases. 16 new cases (hcw),,16027.0,1811.0,13558.0,658.0
2020-09-19,jalandhar,227.0,,,100 contacts of positive cases. 127 new cases,,11170.0,2396.0,8466.0,308.0
2020-09-19,patiala,218.0,,,24 contacts of positive cases. 57 new cases (ili). 4 new cases (sari). 133 new cases.,,10181.0,2171.0,7732.0,278.0
2020-09-19,sas nagar,326.0,,7 new cases (interstate travelers).,64 new cases (ili). 86 contacts of positive cases. 22 new cases. 1 new case (sari). 7 new cases (prisoners). 3 new cases (anc). 56 new cases (opd). 80 new cases.,,8429.0,2824.0,5458.0,147.0
2020-09-19,amritsar,227.0,,,94 contacts of positive cases. 133 new cases,,8044.0,1823.0,5930.0,291.0
2020-09-19,gurdaspur,124.0,,,76 contacts of positive cases. 1 new case (ili). 1 new case (frontline worker). 46 new cases.,,4881.0,1206.0,3570.0,105.0
2020-09-19,bathinda,103.0,,2 new cases (domestic travelers).,32 new cases (ili). 3 contacts of positive cases. 2 new cases (hcw). 64 new cases (opd),,4749.0,1706.0,2958.0,85.0
2020-09-19,hoshiarpur,130.0,,,4 contacts of positive cases. 5 new cases (ili). 121 new cases,,3657.0,1185.0,2358.0,114.0
2020-09-19,sangrur,53.0,,,9 new cases (ili). 6 contacts of positive cases. 25 new cases (opd). 1 new case (anc). 12 new cases,,3120.0,539.0,2455.0,126.0
2020-09-19,pathankot,81.0,,,4 contacts of positive cases. 1 new case (ili). 76 new cases,,2765.0,866.0,1850.0,49.0
2020-09-19,ferozepur,351.0,,,,cases details pending as reports received late.,3005.0,546.0,2376.0,83.0
2020-09-19,kapurthala,63.0,,1 new case (foreign returned),1 new case (anc). 18 contacts of positive cases. 9 new cases (ili). 34 new cases.,,2529.0,640.0,1774.0,115.0
2020-09-19,faridkot,59.0,,,4 contacts of positive cases. 1 new case (anc). 10 new cases (opd),rest cases details pending as reports received late.,2340.0,635.0,1670.0,35.0
2020-09-19,moga,33.0,,,33 new cases,,1994.0,412.0,1526.0,56.0
2020-09-19,muktsar,65.0,,,47 new cases (opd). 6 new cases (prisoners). 4 contacts of positive cases. 8 new cases (ili),,2033.0,677.0,1327.0,29.0
2020-09-19,fazilka,46.0,,,2 new cases (ili). 41 new cases (opd). 3 new cases,,1760.0,515.0,1218.0,27.0
2020-09-19,fg sahib,30.0,,1 new case (interstate traveler),4 contacts of positive cases. 9 new cases (opd). 5 new cases (ili). 11 new cases.,,1641.0,298.0,1276.0,67.0
2020-09-19,barnala,27.0,,,8 contacts of positive cases. 19 new cases (opd),,1630.0,401.0,1193.0,36.0
2020-09-19,ropar,59.0,,,11 new cases (ili). 4 contacts of positive cases. 44 new cases,,1646.0,557.0,1041.0,48.0
2020-09-19,tarn taran,23.0,,,,,1367.0,380.0,939.0,48.0
2020-09-19,mansa,62.0,,,4 contacts of positive cases. 49 new cases.,rest cases details pending as reports received late.,1295.0,422.0,855.0,18.0
2020-09-19,sbs nagar,77.0,,,5 new cases (ili). 10 contacts of positive cases. 62 new cases.,,1266.0,389.0,843.0,34.0
2020-09-19,total,,,,,,95529.0,22399.0,70373.0,2757.0
2020-09-18,ludhiana,437.0,,1 new case (foreign returned),35 contacts of positive cases. 92 new cases (opd). 101 new cases (ili). 12 new cases (hcw). 1 new case (pre operative). 2 new cases (sari). 77 new cases. 1 new case (anc). 10 new cases (police personnel),rest cases details pending as reports received late.,15715.0,1848.0,13221.0,646.0
2020-09-18,jalandhar,307.0,,,,cases details pending as reports received late.,10976.0,2531.0,8144.0,301.0
2020-09-18,patiala,219.0,,,46 contacts of positive cases. 55 new cases (ili). 99 new cases.,rest cases details pending as reports received late.,9963.0,2139.0,7549.0,275.0
2020-09-18,amritsar,401.0,,,183 contacts of positive cases. 218 new cases.,,7728.0,1668.0,5778.0,282.0
2020-09-18,sas nagar,312.0,,,,cases details pending as reports received late,8144.0,2795.0,5203.0,146.0
2020-09-18,gurdaspur,131.0,,1 new case (domestic returnee),1 new case (anc). 88 contacts of positive cases. 3 new cases (ili). 38 new cases,,4752.0,1263.0,3385.0,104.0
2020-09-18,bathinda,105.0,,5 new cases (domestic travelers).,15 new cases (ili). 4 contacts of positive cases. 1 new case (hcw). 38 new cases (opd). 36 new cases. 1 new case (anc). 5 new cases (prisoners),,4646.0,1661.0,2902.0,83.0
2020-09-18,hoshiarpur,163.0,,,,cases details pending as reports received late.,3527.0,1059.0,2358.0,110.0
2020-09-18,sangrur,55.0,,,11 new cases (ili). 10 contacts of positive cases. 3 new cases (opd). 30 new cases. 1 new case (pre operative),,3067.0,533.0,2408.0,126.0
2020-09-18,ferozepur,57.0,,,,cases details pending as reports received late,2716.0,257.0,2376.0,83.0
2020-09-18,pathankot,119.0,,,24 contacts of positive cases. 2 new cases (ili). 93 new cases,,2627.0,792.0,1790.0,45.0
2020-09-18,kapurthala,85.0,,,1 new case (police personnel). 11 contacts of positive cases. 15 new cases (ili). 58 new cases.,,2481.0,597.0,1774.0,110.0
2020-09-18,faridkot,69.0,,,6 new cases. 1 new case (frontline worker). 1 new case (pre operative). 4 new cases (opd). 4 new cases (ili),rest cases details pending as reports received late.,2281.0,649.0,1598.0,34.0
2020-09-18,moga,6.0,,,6 new cases.,,1961.0,435.0,1470.0,56.0
2020-09-18,muktsar,43.0,,,19 new cases (opd). 2 new cases (prisoners). 11 contacts of positive cases. 11 new cases (ili),,1968.0,667.0,1272.0,29.0
2020-09-18,barnala,43.0,,,17 contacts of positive cases. 8 new cases (ili). 18 new cases (opd),,1592.0,417.0,1139.0,36.0
2020-09-18,fazilka,73.0,,,17 contacts of positive cases. 4 new cases (ili). 52 new cases (opd),,1684.0,471.0,1186.0,27.0
2020-09-18,fg sahib,32.0,,4 new cases (interstate travelers),1 new case (ili). 3 contacts of positive cases. 16 new cases (opd). 8 new cases.,,1652.0,321.0,1264.0,67.0
2020-09-18,ropar,42.0,,,42 new cases.,,1587.0,517.0,1022.0,48.0
2020-09-18,tarn taran,49.0,,,20 new cases. 18 contacts of positive cases. 9 new cases (prisoners). 1 new case (anc). 1 new case (frontline worker),,1344.0,357.0,939.0,48.0
2020-09-18,mansa,42.0,,,,cases details pending as reports received late,1233.0,373.0,842.0,18.0
2020-09-18,sbs nagar,27.0,,,27 new cases.,,1189.0,312.0,843.0,34.0
2020-09-18,total,,,,,,92833.0,21662.0,68463.0,2708.0
2020-09-17,ludhiana,513.0,,1 new case (foreign traveler),36 contacts of positive cases. 186 new cases (opd). 119 new cases (ili). 5 new cases (anc). 3 new cases (police personnel). 96 new cases. 5 new cases (sari). 12 new cases (hcw). 1 new case (pre operative),rest cases details pending as reports received late.,15251.0,1898.0,12719.0,634.0
2020-09-17,jalandhar,357.0,,,,cases details pending as reports received late.,10695.0,2435.0,7970.0,290.0
2020-09-17,patiala,294.0,,,55 contacts of positive cases. 93 new cases (ili). 7 new cases (sari). 139 new cases.,,9752.0,2139.0,7343.0,270.0
2020-09-17,amritsar,181.0,,,86 contacts of positive cases. 95 new cases.,,7417.0,1566.0,5570.0,281.0
2020-09-17,sas nagar,284.0,,,82 new cases (opd). 16 new cases. 1 new case (anc). 66 contacts of positive cases. 91 new cases (ili). 28 new cases.,,7727.0,2613.0,4975.0,139.0
2020-09-17,gurdaspur,134.0,,,,cases details pending as reports received late.,4642.0,1537.0,3003.0,102.0
2020-09-17,bathinda,222.0,,31 new cases (domestic travelers). 1 new case (foreign traveler),78 new cases (ili). 14 contacts of positive cases. 1 new case (hcw). 92 new cases (opd). 4 new cases. 1 new case (anc),,4541.0,1670.0,2789.0,82.0
2020-09-17,hoshiarpur,48.0,,,,cases details pending as reports received late.,3350.0,989.0,2258.0,103.0
2020-09-17,sangrur,65.0,,,7 new cases (ili). 13 contacts of positive cases. 2 new cases (frontline workers). 23 new cases (opd). 17 new cases. 3 new cases (pre operative),,3012.0,511.0,2377.0,124.0
2020-09-17,ferozepur,96.0,,,34 new cases. 60 contacts of positive cases. 2 new cases (sari),,2597.0,138.0,2376.0,83.0
2020-09-17,pathankot,63.0,,,2 new cases (ili). 4 contacts of positive cases. 57 new cases,,2570.0,785.0,1741.0,44.0
2020-09-17,kapurthala,133.0,,1 new case (domestic traveler),25 contacts of positive cases. 15 new cases (ili). 1 new case (pre surgery). 1 new case (anc). 90 new cases,,2396.0,737.0,1551.0,108.0
2020-09-17,faridkot,68.0,,,,cases details pending as reports received late,2228.0,739.0,1456.0,33.0
2020-09-17,moga,11.0,,,11 new cases,,1955.0,499.0,1401.0,55.0
2020-09-17,muktsar,77.0,,,55 new cases (opd). 18 new cases (prisoners). 4 contacts of positive cases.,,1925.0,677.0,1221.0,27.0
2020-09-17,barnala,39.0,,,14 contacts of positive cases. 8 new cases (ili). 17 new cases (opd),,1560.0,400.0,1126.0,34.0
2020-09-17,fazilka,69.0,,,14 contacts of positive cases. 16 new cases (ili). 39 new cases (opd),,1641.0,472.0,1142.0,27.0
2020-09-17,fg sahib,42.0,,,1 new case (hcw). 20 new cases (opd). 7 contacts of positive cases.. 6 new cases (ili). 8 new cases.,,1580.0,290.0,1223.0,67.0
2020-09-17,ropar,59.0,,,,cases details pending as reports received late.,1545.0,476.0,1022.0,47.0
2020-09-17,tarn taran,44.0,,,2 new cases (sari). 10 contacts of positive cases. 1 new case (hcw). 1 new case (frontline worker). 2 new cases (anc). 28 new cases,,1295.0,374.0,875.0,46.0
2020-09-17,mansa,41.0,,,40 new cases. 1 contact of positive case.,,1191.0,331.0,842.0,18.0
2020-09-17,sbs nagar,56.0,,,43 new cases. 6 new cases (ili). 7 contacts of positive cases.,rest cases details pending as reports received late,1162.0,292.0,838.0,32.0
2020-09-17,total,,,,,,90032.0,21568.0,65818.0,2646.0
2020-09-16,ludhiana,562.0,,,75 contacts of positive cases. 141 new cases (opd). 175 new cases (ili). 11 new cases (hcw). 1 new case (pre operative). 8 new cases (sari). 145 new cases. 2 new cases (police personnel). 4 new cases (anc).,,14738.0,1465.0,12651.0,622.0
2020-09-16,jalandhar,209.0,,,,rest cases details pending as reports received late.,10358.0,2315.0,7762.0,281.0
2020-09-16,patiala,247.0,,,122 new cases. 13 new cases (sari). 79 new cases (ili). 33 contacts of positive cases.,,9459.0,2007.0,7188.0,264.0
2020-09-16,amritsar,267.0,,,103 contacts of positive cases. 164 new cases.,,7236.0,1708.0,5250.0,278.0
2020-09-16,sas nagar,272.0,,,2 new cases (sari). 53 contacts of positive cases. 124 new cases (ili). 49 new cases. 40 new cases (opd). 4 new cases (anc),,7443.0,2785.0,4519.0,139.0
2020-09-16,gurdaspur,144.0,,,28 new cases (ili). 71 contacts of positive cases. 2 new cases (frontline workers). 43 new cases.,,4504.0,1405.0,2999.0,100.0
2020-09-16,bathinda,119.0,,6 new cases (domestic travelers),42  new cases (ili). 3 contacts of positive cases. 6 new cases (frontline workers). 42 new cases (opd). 1 new case (anc). 18 new cases (pre operative). 1 new case.,,4320.0,1508.0,2731.0,81.0
2020-09-16,hoshiarpur,206.0,,,15 new cases (ili). 191 new cases,,3304.0,1249.0,1952.0,103.0
2020-09-16,sangrur,53.0,,1 new case (domestic traveler).,5 new cases (ili). 2 contacts of positive cases. 21 new cases. 5 new cases (pre operative). 19 new cases (opd),,2948.0,492.0,2335.0,121.0
2020-09-16,ferozepur,39.0,,,,cases details pending as reports received late,2501.0,95.0,2326.0,80.0
2020-09-16,pathankot,37.0,,,32 new cases (opd). 4 new cases (ili). 1 contact of positive case.,,2507.0,864.0,1603.0,40.0
2020-09-16,kapurthala,72.0,,1 new case (foreign returned).,1 new case (frontline worker). 3 new cases (prisoners). 15 contacts of positive cases.  7 new cases (ili). 45 new cases.,,2263.0,662.0,1493.0,108.0
2020-09-16,faridkot,131.0,,,25 new cases. 1 new case (hcw). 34 new cases.,rest cases details pending as reports received late.,2174.0,799.0,1342.0,33.0
2020-09-16,moga,32.0,,,32 new cases,,1953.0,575.0,1325.0,53.0
2020-09-16,muktsar,19.0,,,3 new cases (ili). 8 new cases (opd). 3 new cases (prisoners). 4 new cases. 1 new case (hcw),,1848.0,645.0,1176.0,27.0
2020-09-16,barnala,25.0,,,7 contacts of positive cases. 8 new cases (ili). 10 new cases (opd),,1521.0,389.0,1099.0,33.0
2020-09-16,fazilka,54.0,,,13 contacts of positive cases. 6 new cases (ili). 33 new cases (opd). 2 new cases.,,1572.0,433.0,1114.0,25.0
2020-09-16,fg sahib,35.0,,,11 contacts of positive cases. 9 new cases (opd). 7 new cases (ili). 1 new case (hcw). 1 new case (police personnel). 6 new cases.,,1538.0,281.0,1196.0,61.0
2020-09-16,ropar,78.0,,,,cases details pending as reports received late.,1486.0,444.0,995.0,47.0
2020-09-16,tarn taran,12.0,,,12 new cases,,1251.0,335.0,870.0,46.0
2020-09-16,mansa,50.0,,,50 new cases.,,1154.0,304.0,832.0,18.0
2020-09-16,sbs nagar,54.0,,,21 contacts of positive cases. 5 new cases (ili). 28 new cases.,,1106.0,262.0,812.0,32.0
2020-09-16,total,,,,,,87184.0,21022.0,63570.0,2592.0
2020-09-15,ludhiana,409.0,,,27 contacts of positive cases. 145 new cases (opd). 120 new cases (ili). 5 new cases (anc). 12 new cases (hcw). 93 new cases. 2 new cases (police personnel). 5 new cases (sari).,,14176.0,1579.0,11990.0,607.0
2020-09-15,jalandhar,261.0,,,148 contacts of positive cases. 113 new cases.,,10149.0,2643.0,7235.0,271.0
2020-09-15,patiala,204.0,,2 new cases (foreign returned),165 contacts of positive cases. 1 new case. 30 new cases (ili). 6 new cases (sari),,9212.0,1977.0,6982.0,253.0
2020-09-15,amritsar,214.0,,,132 contacts of positive cases. 82 new cases.,,6969.0,1633.0,5067.0,269.0
2020-09-15,sas nagar,188.0,,,2 new cases (frontline workers). 30 contacts of positive cases. 26 new cases (ili). 130 new cases.,,7171.0,2555.0,4477.0,139.0
2020-09-15,gurdaspur,197.0,,,87 contacts of positive cases. 24 new cases (ili). 86 new cases.,,4354.0,1443.0,2812.0,99.0
2020-09-15,bathinda,120.0,,,56 new cases (ili). 9 contacts of positive cases. 43 new cases (opd). 11 new cases. 1 new case (anc),,4201.0,1408.0,2718.0,75.0
2020-09-15,hoshiarpur,154.0,,,8 contacts of positive cases. 25 new cases (ili). 106 new cases.,rest cases details pending as reports received late.,3114.0,1064.0,1952.0,98.0
2020-09-15,sangrur,67.0,,1 new case (domestic traveler),23 new cases (ili). 4 contacts of positive cases. 17 new cases (opd). 22 new cases.,,2895.0,471.0,2308.0,116.0
2020-09-15,ferozepur,1.0,,,1 new case,,2456.0,661.0,1716.0,79.0
2020-09-15,pathankot,189.0,,,35 contacts of positive cases. 2 new cases (ili). 152 new cases.,,2470.0,863.0,1568.0,39.0
2020-09-15,kapurthala,84.0,,,9 new cases (ili). 16 contacts of positive cases.. 1 new case (police personnel). 58 new cases.,,2191.0,592.0,1493.0,106.0
2020-09-15,faridkot,62.0,,,4 new cases (frontline workers). 15 contacts of positive cases. 1 new case (sari). 8 new cases (opd). 3 new cases (anc). 31 new cases.,,2054.0,724.0,1297.0,33.0
2020-09-15,moga,33.0,,,33 new cases.,,1918.0,543.0,1325.0,50.0
2020-09-15,muktsar,81.0,,,16 new cases (ili). 8 new cases (opd). 18 new cases (prisoners). 37 new cases. 2 contacts of positive cases.,,1829.0,702.0,1102.0,25.0
2020-09-15,barnala,11.0,,,1 new case (ili). 10 new cases (opd),,1496.0,392.0,1072.0,32.0
2020-09-15,fazilka,43.0,,,15 contacts of positive cases. 4 new cases (ili). 23 new cases (opd). 1 new case.,,1518.0,409.0,1086.0,23.0
2020-09-15,fg sahib,43.0,,,16 contacts of positive cases. 5 new cases (ili). 10 new cases (opd). 12 new cases.,,1506.0,260.0,1186.0,60.0
2020-09-15,ropar,7.0,,,7 new cases.,,1408.0,380.0,983.0,45.0
2020-09-15,tarn taran,37.0,,,2 contacts of positive cases. 1 new case (sari). 4 new cases (ili). 2 new cases (anc). 24 new cases.,rest cases details pending as reports received late.,1239.0,330.0,863.0,46.0
2020-09-15,mansa,28.0,,,3 contacts of positive cases. 21 new cases.,rest cases details pending as reports received late.,1104.0,303.0,784.0,17.0
2020-09-15,sbs nagar,48.0,,,3 new cases (ili). 3 contacts of positive cases. 42 new cases.,,1052.0,222.0,798.0,32.0
2020-09-15,total,,,,,,84482.0,21154.0,60814.0,2514.0
2020-09-14,ludhiana,307.0,,,34 contacts of positive cases. 80 new cases (opd). 99 new cases (ili). 3 new cases (anc). 11 new cases (hcw). 1new case (pre operative). 71 new cases. 1 new case (sari). 7 new cases.,,13806.0,1480.0,11738.0,588.0
2020-09-14,jalandhar,261.0,,,189 new cases. 72 contacts of positive cases.,,9943.0,2449.0,7235.0,259.0
2020-09-14,patiala,387.0,,4 new cases (interstate travelers). 1 new case (nri),71 contacts of positive cases. 106 new cases. 58 new cases (ili). 5 new cases (sari),rest cases details pending as reports received late. 5 repeat cases.,9035.0,1998.0,6788.0,249.0
2020-09-14,amritsar,281.0,,,97 contacts of positive cases. 107 new cases (opd),rest cases details pending as reports received late.,6755.0,1561.0,4935.0,259.0
2020-09-14,sas nagar,408.0,,,,cases details pending as reports received late.,6983.0,2725.0,4119.0,139.0
2020-09-14,gurdaspur,40.0,,,9 new cases (ili). 12 contacts of positive cases. 19 new cases,,4157.0,1394.0,2672.0,91.0
2020-09-14,bathinda,89.0,,,32 new cases (ili). 1 new case (hcw). 1 new case (anc). 55 new cases.,,4079.0,1386.0,2619.0,74.0
2020-09-14,hoshiarpur,88.0,,,,cases details pending as reports received late.,2957.0,1010.0,1855.0,92.0
2020-09-14,sangrur,81.0,,2 new cases (domestic travelers).,7 new cases (ili). 5 new cases (sari). 23 contacts of positive cases. 3 new cases (opd). 40 new cases. 1 new case (prisoner),,2827.0,438.0,2274.0,115.0
2020-09-14,ferozepur,28.0,,,,cases details pending as reports received late.,2452.0,662.0,1716.0,74.0
2020-09-14,pathankot,98.0,,1 new case (foreign returned),11 new cases (ili). 17 contacts of positive cases. 1 new case (hcw).67 new cases (opd). 1 new case,,2280.0,748.0,1495.0,37.0
2020-09-14,kapurthala,58.0,,,14 contacts of positive cases. 44 new cases.,,2107.0,599.0,1410.0,98.0
2020-09-14,faridkot,31.0,,,7 new cases (hcw). 4 contacts of positive cases. 19 new cases (opd). 1 new case.,,1992.0,676.0,1284.0,32.0
2020-09-14,moga,23.0,,,23 new cases.,,1883.0,508.0,1325.0,50.0
2020-09-14,muktsar,65.0,,,15 new cases (ili). 49 new cases (opd). 1 new case.,,1748.0,658.0,1068.0,22.0
2020-09-14,barnala,11.0,,,1 contact of positive case. 9 new cases (opd). 1 new case.,,1482.0,413.0,1038.0,31.0
2020-09-14,fazilka,27.0,,,18 new cases (opd),rest cases details pending as reports received late.,1476.0,413.0,1040.0,23.0
2020-09-14,fg sahib,51.0,,2 new cases (interstate travelers),1 new case (police personnel). 17 contacts of positive cases. 9 new cases (ili). 1 new case (opd). 21 new cases.,,1460.0,238.0,1166.0,56.0
2020-09-14,ropar,100.0,,,6 contacts of positive cases. 9 new cases (ili).  85 new cases.,,1401.0,431.0,927.0,43.0
2020-09-14,tarn taran,20.0,,,5 contacts of positive cases. 1 new case (frontline worker). 14 new cases,,1202.0,349.0,808.0,45.0
2020-09-14,mansa,29.0,,,2 contacts of positive cases.19 new cases,rest cases details pending as reports received late.,1084.0,354.0,713.0,17.0
2020-09-14,sbs nagar,13.0,,,8 contacts of positive cases. 5 new cases (ili),,1004.0,200.0,774.0,30.0
2020-09-14,total,,,,,,82113.0,20690.0,58999.0,2424.0
2020-09-13,ludhiana,274.0,,,34 contacts of positive cases. 129 new cases (opd). 111 new cases (ili).,,13499.0,1580.0,11342.0,577.0
2020-09-13,jalandhar,252.0,,,,rest cases details pending as reports received late.,9682.0,2318.0,7110.0,254.0
2020-09-13,patiala,327.0,,3 new cases (interstate travelers),74 contacts of positive cases. 186 new cases. 61 new cases (ili). 3 new cases (sari),,8641.0,1739.0,6659.0,243.0
2020-09-13,amritsar,188.0,,,91 contacts of positive cases. 47 new cases (opd),rest cases details pending as reports received late,6471.0,1425.0,4793.0,253.0
2020-09-13,sas nagar,433.0,,2 new cases (domestic traveler). 1 new case (pre operative),128 contacts of positive cases. 175 new cases (ili). 84 new cases (opd). 2 new cases (police personnel). 2 new cases (frontline workers). 2 new cases (anc). 37 new cases.,,6575.0,2319.0,4119.0,137.0
2020-09-13,gurdaspur,260.0,,,76 contacts of positive cases. 16 new cases (ili). 2 new cases (police personnel). 1 new case (frontline worker). 8 new cases.,rest cases details pending as reports received late,4177.0,1430.0,2661.0,86.0
