date,icu_patients_today,icu_patients_today_districts,ventilator_patients_today,ventilator_patients_today_districts,discharged_patients_today,discharged_patients_today_districts,deaths_today,deaths_today_districts
2020-11-28,0,,3,"Ludhiana-1,Sangrur-1, Amritsar-1)",576,"Ludhiana-100, Jalandhar-62, Patiala-78,SAS Nagar-3, Amritsar-59, Gurdaspur-34, Bathinda-41, Hoshiarpur-28, Ferozepur-8, Pathankot-28,Sangrur-7,Kapurthala-15, Faridkot-23,Muktsar-33, Fazilka-12, Moga-10, Ropar-10,FG Sahib-5, Barnala-4, TarnTaran-1, SBS Nagar-8, Mansa-7)",28,"Amritsar-3, Bathinda-6, Fazilka-1, Gurdaspur-2, Hoshiarpur-3, Jalandhar-2,Ludhiana-5, Mansa-2, Pathankot-1, Sangrur-1, Tarn Taran-2)"
2020-11-29,0,,3,"Ludhiana-1, Patiala-2)",664,"Ludhiana-94, Jalandhar-92, Patiala-45,SAS Nagar-130, Amritsar-61, Gurdaspur-12, Bathinda-89, Hoshiarpur-20, Ferozepur-12, Pathankot-15, Sangrur-7, Kapurthala-10, Faridkot-15,Muktsar-13, Fazilka-11,  Ropar-12, FG Sahib-9, Barnala-9, SBS Nagar-5, Mansa-3)",15,"Amritsar-2, Jalandhar-5, Ludhiana-2, SAS Nagar-3,  Pathankot-1, Patiala-1, Sangrur-1)"
2020-11-30,0,,0,,572,"Ludhiana-75, Jalandhar-79, Patiala-80,SAS Nagar-78, Amritsar-15, Gurdaspur-13, Bathinda-23, Hoshiarpur-27, Ferozepur-15, Pathankot-36,Sangrur-16,Kapurthala-7, Faridkot-13,Fazilka-36,Ropar-17,FG Sahib-21, Barnala-2, Tarn Taran-1, SBS Nagar-4, Mansa-14)",27,"Amritsar-8, Faridkot-1, Gurdaspur-1, Hoshiarpur-2, Jalandhar-6,Ludhiana-1, Mansa-1, Pathankot-2, Patiala-3, Ropar-2)"
2020-12-01,6,"Amritsar-3, Jalandhar-3)",7,"Amritsar-3, Bathinda-1, Fazilka-1, Ludhiana-2)",812,"Ludhiana-98, Jalandhar-145, Patiala-80,SAS Nagar-192, Amritsar-39, Gurdaspur-7, Bathinda-28, Hoshiarpur-13, Ferozepur-6, Pathankot-21,Sangrur-8,Kapurthala-16, Faridkot-7,Mukatsar-45, Fazilka-34, Moga-25,Ropar-15,FG Sahib-5, Barnala-2, Tarn Taran-4, SBS Nagar-15, Mansa-7)",14,"Amritsar-1, Hoshiarpur-1, Jalandhar-4,Ludhiana-1,SAS Nagar-3, Mukatsar-2, Patiala-1, Ropar-1)"
2020-12-02,1,Jalandhar-1),2,Patiala-2),518,"Ludhiana-97, Jalandhar-80, Patiala-31,SAS Nagar-71, Amritsar-38, Gurdaspur-8, Bathinda-47, Hoshiarpur-26, Ferozepur-5, Pathankot-17,Sangrur-9,Kapurthala-11, Faridkot-5,Mukatsar-25, Fazilka-9,Ropar-2,FG Sahib-3, Barnala-5, Tarn Taran-1, SBS Nagar-7, Mansa-21)",24,"Amritsar-2, Bathinda-3, F G Sahib-1, Fazilka-1, Gurdaspur-1, Hoshiarpur-2, Jalandhar-3,Ludhiana-1,SAS Nagar-5, Mukatsar-1, Pathankot-1, Patiala-2,  Tarn Taran-1)"
2020-12-03,0,,3,"Ludhiana-2, Faridkot-1)",706,"Ludhiana-99, Jalandhar-142, Patiala-65,SAS Nagar-101, Amritsar-51, Gurdaspur-40, Bathinda-30, Hoshiarpur-22, Pathankot-19,Sangrur-17,Kapurthala-5, Faridkot-23,Mukatsar-40, Fazilka-23,Ropar-8,FG Sahib-14, Barnala-2,SBS Nagar-4, Mansa-1)",20,"Amritsar-2, Bathinda-2, Faridkot-2, Hoshiarpur-1, Jalandhar-1,Kapurthala-1, Ludhiana-2,Moga-1, SAS Nagar-2, SBS nagar-2, Patiala-4)"
2020-12-04,2,Amritsar-2),3,"Amritsar-1, Jalandhar-1, SBS Nagar-1)",643,"Ludhiana-99, Jalandhar-125, Patiala-90,Amritsar-56,Bathinda-83, Hoshiarpur-24, Ferozepur-11,  Pathankot-31,Sangrur-9,Kapurthala-17, Faridkot-8,Mukatsar-19, Fazilka-9,Moga-15, Ropar-18,FG Sahib-4, Barnala-1,SBS Nagar-17, Mansa-7)",20,"Amritsar-3, Bathinda-1, Faridkot-1, Gurdaspur-1, Hoshiarpur-1, Jalandhar-2,Kapurthala-1, Ludhiana-4,SAS Nagar-2, Mukatsar-1, SBS nagar-1, Pathankot-2)"
2020-12-05,3,Amritsar-3),4,"Amritsar-2, Patiala-2)",671,"Ludhiana-108, Jalandhar-150, Patiala-48,SAS Nagar-137, Amritsar-81,Gurdaspur-10, Hoshiarpur-23, Ferozepur-1,  Pathankot-15,Sangrur-7,Kapurthala-12, Faridkot-9,Mukatsar-16, Fazilka-17,Ropar-10,FG Sahib-7, Tarn Taran-2, SBS Nagar-6, Mansa-12)",23,"Barnala-1, Faridkot-1, Hoshiarpur-2, Jalandhar-4,Kapurthala-1, Ludhiana-2,SAS Nagar-3, Mukatsar-1, Patiala-6, Ropar-2)"
2020-12-06,3,Jalandhar-3),1,Ludhiana-1),623,"Ludhiana-86, Jalandhar-150, Patiala-55,Amritsar-56,Gurdaspur-21, Bathinda-88, Hoshiarpur-22, Ferozepur-3,  Pathankot-47,Sangrur-4,Kapurthala-15, Faridkot-9,Mukatsar-10, Fazilka-12,Ropar-7,FG Sahib-17,Barnala-2, Tarn Taran-3, SBS Nagar-11, Mansa-5)",10,"Amritsar-1, Hoshiarpur-2, Jalandhar-3, Patiala-1, Ropar-1, Sangrur-1, Tarn Taran-1)"
2020-12-07,3,Amritsar-3),9,"Amritsar-3, Jalandhar-1, Ludhiana-4, Pathankot-1)",886,"Ludhiana-95, Jalandhar-158, Patiala-55,SAS Nagar-280, Amritsar-42,Gurdaspur-15, Bathinda-38, Hoshiarpur-25, Ferozepur-8,  Pathankot-33,Sangrur-12,Kapurthala-12, Faridkot-13,Mukatsar-16, Fazilka-21,Moga-18, Ropar-6,FG Sahib-14,SBS Nagar-15, Mansa-10)",19,"Amritsar-4, Fazilka-1, Hoshiarpur-3, Jalandhar-4,Ludhiana-3, SAS Nagar-1, Mukatsar-1, Pathankot-1, Patiala-1)"
2020-12-08,1,Jalandhar-1),2,Ludhiana-2),792,"Ludhiana-94, Jalandhar-126, Patiala-74,SAS Nagar-204, Amritsar-42,Gurdaspur-23, Bathinda-34, Hoshiarpur-20, Ferozepur-7,  Pathankot-28,Sangrur-12,Kapurthala-4, Faridkot-8,Mukatsar-12, Fazilka-24,Ropar-11,FG Sahib-39,Barnala-1, Tarn Taran-2, SBS Nagar-15, Mansa-12)",30,"Amritsar-1, Barnala-2, Bathinda-1, FG Sahib-1, Fazilka-2, Gurdaspur-1, Hoshiarpur-4, Jalandhar-3,Ludhiana-4, SAS Nagar-4, Pathankot-2, Patiala-4, Ropar-1)"
2020-12-09,0,,8,"Ludhiana-3, Amritsar-1, Faridkot-2, Patiala-1, SBS Nagar-1)",530,"Ludhiana-94, Jalandhar-117, Patiala-33,Amritsar-71,Gurdaspur-15, Bathinda-41, Hoshiarpur-16, Ferozepur-4,  Pathankot-9,Sangrur-9,Kapurthala-25,Mukatsar-18, Fazilka-7,Ropar-21,Barnala-3, Tarn Taran-3, SBS Nagar-7, Mansa-37)",16,"Barnala-1, Jalandhar-6,Ludhiana-1, SAS Nagar-2, Pathankot-1, Patiala-1, Ropar-1, Sangrur-1, Tarn Taran-2)"
2020-12-10,0,,1,Ludhiana-1),503,"Ludhiana-108, Jalandhar-99, Patiala-41,SAS Nagar-13, Amritsar-39,Gurdaspur-17, Bathinda-23, Hoshiarpur-54, Ferozepur-6,  Pathankot-22,Sangrur-1,Kapurthala-19,Faridkot-9, Mukatsar-5, Fazilka-5,Ropar-19,Barnala-6, SBS Nagar-3, Mansa-14)",28,"Amritsar-4, Barnala-1,Hoshiarpur-4,Jalandhar-3,Ludhiana-3, Mansa-1, Moga-1, SAS Nagar-6, Patiala-3, Sangrur-2)"
2020-12-11,0,,3,"Ludhiana-2, Sangrur-1)",651,"Ludhiana-129, Jalandhar-87, Patiala-47,SAS Nagar-76, Amritsar-50,Gurdaspur-49, Bathinda-45, Hoshiarpur-32, Ferozepur-7,  Pathankot-45,Sangrur-4,Kapurthala-6,Faridkot-10, Mukatsar-13, Fazilka-3,Ropar-29,Barnala-4, Tarn Taran-1, SBS Nagar-7, Mansa-7)",29,"Amritsar-5, Bathinda-4, Fazika-1, Gurdaspur-4, Hoshiarpur-1,Jalandhar-4,Kapurthala-1, Ludhiana-3, Mansa-1, SAS Nagar1, Pathankot-1, Patiala-1, Ropar-1, Tarn Taran-1)"
2020-12-12,0,,7,"Amritsar-2, Bathinda-1, Kapurthala-1, Ludhiana-2, Patiala-1)",654,"Ludhiana-74, Jalandhar-129, Patiala-52,SAS Nagar-127, Amritsar-51,Gurdaspur-18, Bathinda-48, Hoshiarpur-35, Ferozepur-5,  Pathankot-25,Sangrur-6,Kapurthala-3,Faridkot-5, Muktsar-8, Fazilka-3,Moga-20, Ropar-27,Barnala-2, SBS Nagar-12, Mansa-4)",21,"Gurdaspur-6, Hoshiarpur-2,Jalandhar-3, Ludhiana-4, Moga-1, SAS Nagar-1, Pathankot-3, Patiala-1)"
2020-12-13,5,"Jalandhar-4, Kapurthala-1)",1,Ludhiana-1),616,"Ludhiana-70, Jalandhar-118, Patiala-44,SAS Nagar-150, Amritsar-57,Gurdaspur-17, Bathinda-28, Hoshiarpur-35, Ferozepur-5, Pathankot-27,Sangrur-3,Kapurthala-6,Faridkot-11, Mukatsar-10, Fazilka-10,Ropar-4,FG Sahib-4, Barnala-1, Tarn Taran-2, SBS Nagar-7, Mansa-7)",20,"Amritsar-2, Faridkot-1, Gurdaspur-4, Jalandhar-2, Ludhiana-2, SAS Nagar-5, Pathankot-1, Ropar-2, Sangrur-1)"
2020-12-14,0,,7,"Ludhiana-4, Pathankot-1, Ropar-1, Sangrur-1)",633,"Ludhiana-77, Jalandhar-92, Patiala-50,SAS Nagar-141, Amritsar-79,Gurdaspur-20, Hoshiarpur-38, Ferozepur-11, Pathankot-20,Sangrur-7,Kapurthala-12,Faridkot-14, Mukatsar-9, Fazilka-20,Ropar-16,FG Sahib-7, Barnala-3, SBS Nagar-4, Mansa-13)",21,"Amritsar-2, Faridkot-2, Gurdaspur-1, Hoshiarpur-5, Jalandhar-2, SAS Nagar-3, Mukatsar-1, Patiala-3,Sangrur-2)"
2020-12-15,6,"Amritsar-2, Hoshiarpur-1, Jalandhar-2, Kapurthala-1)",7,"SBS Nagar-2, Moga-1, Kapurthala-1, Hoshiarpur-1, Mansa-1, Amritsar-1)",754,"Ludhiana-130, Jalandhar-77, Patiala-47,SAS Nagar-134, Amritsar-73,Gurdaspur-33, Bathinda-86, Hoshiarpur-7, Ferozepur-10, Pathankot-38,Sangrur-6,Kapurthala-22,Faridkot-5, Mukatsar-12, Fazilka-13,Ropar-16,FG Sahib-8, Tarn Taran-3, SBS Nagar-19, Mansa-15)",19,"Barnala-1, Bathinda-1, Fazilka-1, Gurdaspur-1, Jalandhar-3, Ludhiana-5, Mansa-1, SAS Nagar-4,Patiala-1, Ropar-1)"
2020-12-16,0,,2,"Ludhiana-1, Faridkot-1)",573,"Ludhiana-68, Jalandhar-113, Patiala-46,SAS Nagar-111, Amritsar-57,Gurdaspur-13, Bathinda-19, Hoshiarpur-33,Pathankot-9,Sangrur-6,Kapurthala-10,Faridkot-5, Muktsar-13, Fazilka-4,Ropar-14,FG Sahib-2, Barnala-26, SBS Nagar-10, Mansa-14)",18,"Amritsar-5, Bathinda-1, Ferozepur-3, Gurdaspur-1, Kapurthala-2, Ludhiana-3, Mansa-1, Patiala-1,Sangrur-1)"
2020-12-17,0,,2,"Amritsar-1, Sangrur-1)",629,"Ludhiana-129, Jalandhar-53, Patiala-59,SAS Nagar-90, Amritsar-41,Gurdaspur-34, Bathinda-44, Hoshiarpur-21,Ferozepur-15, Pathankot-39,Sangrur-2,Kapurthala-7,Faridkot-8, Muktsar-3, Fazilka-14,Moga-33, Ropar-15,FG Sahib-3, Barnala-2, Tarn Taran-1, SBS Nagar-8, Mansa-8)",15,"Gurdaspur-2, Hoshiarpur-3, Jalandhar-3, Kapurthala-2, Ludhiana-1, SAS Nagar-1, Patiala-2,Sangrur-1)"
2020-12-18,1,Kapurthala-1),1,Kapurthala-1),483,"Ludhiana-18, Jalandhar-55, Patiala-60,SAS Nagar-116, Amritsar-42,Gurdaspur-12, Bathinda-22, Hoshiarpur-27,Ferozepur-6, Pathankot-9,Sangrur-5,Kapurthala-9,Faridkot-10, Mukatsar-2, Fazilka-14,Ropar-32,FG Sahib-4, Barnala-20, SBS Nagar-11, Mansa-9)",20,"Bathinda-1, Hoshiarpur-4, Jalandhar-5, Ludhiana-4, SAS Nagar-3, Patiala-1,Ropar-2)"
2020-12-19,0,,3,Amritsar-3),560,"Ludhiana-64, Jalandhar-111, Patiala-36,SAS Nagar-146, Gurdaspur-17, Bathinda-46, Hoshiarpur-21,Pathankot-23,Sangrur-3,Kapurthala-8,Faridkot-13, Mukatsar-5, Fazilka-14,Ropar-29,FG Sahib-7, Barnala-3, Tarn Taran-4, SBS Nagar-3, Mansa-7)",20,"Amritsar-2, Bathinda-1, Gurdaspur-1, Hoshiarpur-3, Jalandhar-4, SAS Nagar-3, Muktsar-1, Patiala-2,Ropar-1, SBS Nagar-2 )"
2020-12-20,0,,3," Kapurthala-2, SBS Nagar-1)",544,"Ludhiana-11, Jalandhar-99, Patiala-23,SAS Nagar-157, Amritsar-105, Gurdaspur-17, Bathinda-17, Hoshiarpur-20,Ferozepur-10, Pathankot-23,Sangrur-1,Kapurthala-4, Faridkot-11, Mukatsar-18, Fazilka-2,Ropar-7,FG Sahib-8, Barnala-2, Tarn Taran-1, SBS Nagar-6, Mansa-2)",12,"Amritsar-2, Hoshiarpur-2, Jalandhar-2, Ludhiana-1, SAS Nagar-3, Sangrur-2)"
2020-12-21,0,,2,"Ludhiana-1, Patiala-1)",535,"Ludhiana-84, Jalandhar-55, Patiala-33,SAS Nagar-160, Gurdaspur-10, Bathinda-31, Hoshiarpur-14,Ferozepur-3, Pathankot-28,Sangrur-7,Kapurthala-8, Faridkot-5, Muktsar-27, Fazilka-25,Ropar-24,FG Sahib-5, Barnala-1, Tarn Taran-4, SBS Nagar-2, Mansa-9)",11,"Bathinda-1, Hoshiarpur-1, Jalandhar-1, Kapurthala-1, Moga-1, Pathankot-2, Patiala-3, Tarn taran-1)"
2020-12-22,14,"Ludhiana-2, SAS Nagar-9, Amritsar-2, Faridkot-1)",4,"Ludhiana-2, Patiala-1, SAS Nagar-1)",624,"Ludhiana-110, Jalandhar-67, Patiala-65,SAS Nagar-90, Amritsar-107, Gurdaspur-14, Bathinda-17, Hoshiarpur-11,Ferozepur-3, Pathankot-30,Sangrur-9,Kapurthala-22, Faridkot-7, Mukatsar-7, Fazilka-12,Ropar-25,FG Sahib-2, Barnala-5, Tarn Taran-1, SBS Nagar-12, Mansa-8)",18,"Amritsar-2, F G Sahib-1, Ferozepur-1, Gurdaspur-1, Hoshiarpur-2, Jalandhar-1, Kapurthala-1, Ludhiana-3, SAS Nagar-3, Muktsar-2, Sangrur-1)"
2020-12-24,5,"Ludhiana-1, Amritsar-4)",3,Patiala-3),469,"Ludhiana-39, Jalandhar-53, Patiala-41,SAS Nagar-149, Amritsar-79, Gurdaspur-13, Bathinda-19, Hoshiarpur-16,Ferozepur-4, Pathankot-8,Sangrur-6,Kapurthala-3, Faridkot-8, Mukatsar-2, Fazilka-5,Ropar-12,FG Sahib-4, Barnala-1, Tarn Taran-3, SBS Nagar-2, Mansa-2)",17,"Bathinda-2, Gurdaspur-3, Hoshiarpur-1, Jalandhar-3, Kapurthala-2, Ludhiana-1, Mansa-1, SAS Nagar-1, SBS Nagar-3)"
2020-12-25,13,"Ludhiana-9, Faridkot-4)",3,"Amritsar-1, Faridkot-2)",412,"Ludhiana-47, Jalandhar-64, Patiala-30,SAS Nagar-67, Amritsar-73, Gurdaspur-4, Bathinda-15, Hoshiarpur-16,Ferozepur-3, Pathankot-13,Sangrur-10,Kapurthala-6, Faridkot-5, Mukatsar-4, Ropar-40,FG Sahib-2, Barnala-1, SBS Nagar-11, Mansa-1)",9,"Amritsar-3, Hoshiarpur-1, Jalandhar-3, Ludhiana-1, Patiala-1)"
2020-12-26,6,"Ludhiana-2, Faridkot-4)",4,"Ludhiana-1, SAS-3)",564,"Ludhiana-50, Jalandhar-52, Patiala-27,SAS Nagar-216, Amritsar-38, Gurdaspur-7, Bathinda-17, Hoshiarpur-55,Ferozepur-5, Pathankot-12,Sangrur-5,Kapurthala-7, Faridkot-7, Mukatsar-4,Fazilka-8, Ropar-31,FG Sahib-6, Barnala-2, Tarn Taran-3, SBS Nagar-10, Mansa-2)",12,"Bathinda-3, Faridkot-1, Hoshiarpur-1, Jalandhar-3, Ludhiana-1, SAS Nagar-1, Pathankot-1,   Ropar-1)"
2020-12-27,4,"Ludhiana-2, Jalandhar1, Patiala-1)",3,"Ludhiana-1, Faridkot-1, Jalandhar-1)",483,"Ludhiana-64, Jalandhar-72, Patiala-14,SAS Nagar-165, Amritsar-31, Gurdaspur-15, Bathinda-16, Hoshiarpur-20,Pathankot-25,Sangrur-2,Kapurthala-4, Faridkot-6, Mukatsar-17,Fazilka-3, Ropar-15, FG Sahib-3, Barnala-2, SBS Nagar-4, Mansa-5)",18,"Amritsar-4, Bathinda-1, Gurdaspur-2, Hoshiarpur-1, Jalandhar-2, Ludhiana-2, Moga-2, SAS Nagar-1, Ropar-1, SBS Nagar-1, Tarn Taran-1)"
2020-12-28,3,"Ludhiana-1, Amritsar-1, SAS Nagar-1)",2,Amritsar-2),450,"Ludhiana-58, Jalandhar-26, Patiala-26,SAS Nagar-130, Amritsar-41, Gurdaspur-21, Bathinda-26, Hoshiarpur-34,Ferozepur-3, Pathankot-21,Kapurthala-11, Faridkot-7, Mukatsar-4,Fazilka-7, Ropar-22, FG Sahib-7, SBS Nagar-4, Mansa-2)",13,"Bathinda-2, Hoshiarpur-2, Jalandhar-3, Ludhiana-1, Pathankot-1, Patiala-4)"
2020-12-29,4,"Ludhiana-1, Amritsar-1, SAS Nagar-1, Patiala-1)",3,"Ludhiana-1, Faridkot-1, SAS Nagar-1)",377,"Ludhiana-55, Jalandhar-51, Patiala-34,SAS Nagar-50, Amritsar-46, Gurdaspur-7, Bathinda-22, Hoshiarpur-11,Ferozepur-4, Pathankot-12,Sangrur-10, Kapurthala-12, Faridkot-2, Mukatsar-13,Fazilka-7, Ropar-20, FG Sahib-6, SBS Nagar-12, Mansa-3)",11,"Amritsar-2, Ferozepur-1, Jalandhar-1, Kapurthala-2, Ludhiana-1,SAS Nagar-2, Pathankot-1, Patiala-1)"
2020-12-31,3,"Ludhiana-2, Amritsar-1)",2,Amritsar-2),453,"Ludhiana-41, Jalandhar-64, Patiala-35,SAS Nagar-93,Amritsar-48, Gurdaspur-29, Bathinda-10, Hoshiarpur-25,Pathankot-38,Sangrur-6, Kapurthala-24, Faridkot-2, Mukatsar-5,Fazilka-3, Ropar-24, FG Sahib-4, SBS Nagar-1, Mansa-1)",10,"Amritsar-2, Hoshiarpur-1,Jalandhar-2, Ludhiana-2, Ropar-2, SBS Nagar-1)"
2021-01-03,7,"Ludhiana-6, Patiala-1)",1,Patiala-1),263,"Ludhiana-40, Jalandhar-31, Patiala-7,Amritsar-40, Gurdaspur-9, Bathinda-28, Hoshiarpur-25,Ferozepur-4, Pathankot-24,Kapurthala-17, Faridkot-9, Mukatsar-7,Fazilka-2, Ropar-10, FG Sahib-2, Barnala-3, SBS Nagar-2, Mansa-3)",12,"Ferozepur-1, Gurdaspur-1, Hoshiarpur-2, Jalandhar-1, Mansa-1, Pathankot-2, Patiala-3, Ropar-1)"
2021-01-04,5,"Ludhiana-2, SAS Nagar-3)",1,Ludhiana-1),490,"Ludhiana-42, Jalandhar-40, Patiala-14,SAS Nagar-200, Amritsar-55, Gurdaspur-19, Bathinda-27, Hoshiarpur-12,Ferozepur-4, Pathankot-16,Sangrur-8, Kapurthala-3, Faridkot-2, Mukatsar-7,Fazilka-14, Ropar-4, FG Sahib-1, Barnala-2, Tarn Taran-2, SBS Nagar-8, Mansa-10)",24,"Amritsar-1, Bathinda-1, Gurdaspur-4, Hoshiarpur-1, Jalandhar-3, Kapurthala-1, Moga-2, SAS Nagar-5, Mukatsar-1, Patiala-3, Ropar-1, Sangrur-1)"
2021-01-05,3,"Jalandhar-1, Patiala-2)",3,Patiala-3),293,"Ludhiana-48, Jalandhar-32, Patiala-25,SAS Nagar-58, Amritsar-64, Gurdaspur-7, Bathinda-10, Hoshiarpur-11,Ferozepur-3, Pathankot-10,Sangrur-2, Kapurthala-6, Faridkot-3, Mukatsar-2,Fazilka-1, FG Sahib-3, Barnala-2, SBS Nagar-5, Mansa-1)",4,"Hoshiarpur-1, Ludhiana-1, SAS Nagar-1, Patiala-1)"
2021-01-06,2,"SAS Nagar-1, Faridkot-1)",3,"Ludhiana-1, Patiala-1, SAS Nagar-1)",235,"Ludhiana-12, Jalandhar-38, Patiala-11,SAS Nagar-33, Amritsar-32, Gurdaspur-13, Bathinda-14, Hoshiarpur-9,Ferozepur-8, Pathankot-6,Sangrur-2, Kapurthala-10, Faridkot-2, Mukatsar-4,Fazilka-4, Ropar-4, FG Sahib-4, Barnala-16, Tarn Taran-4, SBS Nagar-4, Mansa-5)",9,"Amritsar-2, Bathinda-1, Jalandhar-2, Kapurthala-1, SAS Nagar-1, Pathankot-1, SBS Nagar-1)"
2021-01-08,0,,2,"Faridkot-1, Patiala-1)",252,"Ludhiana-28, Jalandhar-27, Patiala-23,SAS Nagar-46, Amritsar-34, Gurdaspur-23, Hoshiarpur-17,Ferozepur-4, Pathankot-4,Kapurthala-21, Faridkot-3, Mukatsar-1, Fazilka-2, Ropar-7, Barnala-3, FG Sahib-3, Tarn Taran-1, SBS Nagar-3, Mansa-2)",15,"Amritsar-2, Bathinda-1, Gurdaspur-2, Hoshiarpur-1, Ludhiana-1, SAS Nagar-2, Pathankot-1, Patiala-5)"
2021-01-09,0,,5,"Amritsar-1, SAS Nagar-2, Patiala-2)",301,"Ludhiana-31, Jalandhar-44, Patiala-25,SAS Nagar-101, Amritsar-14, Gurdaspur-10, Hoshiarpur-13,Ferozepur-2, Pathankot-16, Sangrur-11, Kapurthala-4, Faridkot-1, Mukatsar-2, Fazilka-4, Ropar-7, FG Sahib-4, SBS Nagar-8, Mansa-4)",8,"Bathinda-1, Gurdaspur-1, Hoshiarpur-1, Ludhiana-3, SAS Nagar-1, Pathankot-1,)"
2021-01-10,7,"Ludhiana-6, Faridkot-1)",0,,312,"Ludhiana-26, Jalandhar-27, Patiala-21,SAS Nagar-72, Amritsar-27, Gurdaspur-2, Bathinda-65, Hoshiarpur-4,Ferozepur-3, Pathankot-4, Sangrur-1, Kapurthala-4, Faridkot-9, Mukatsar-5, Fazilka-6, Moga-19, Ropar-8, FG Sahib-3, Tarn Taran-1, SBS Nagar-4, Mansa-1)",6,"Amritsar-3, Jalandhar-1, Patiala-2)"
2021-01-11,3,"Ludhiana-1, Amritsar-2)",0,,265,"Ludhiana-39, Jalandhar-24, Patiala-12,SAS Nagar-48, Amritsar-39, Gurdaspur-17, Hoshiarpur-19,Ferozepur-1, Pathankot-2,Kapurthala-17, Faridkot-11, Muktsar-1, Fazilka-2, Ropar-14, FG Sahib-9, Barnala-1, SBS Nagar-3, Mansa-6)",2,"Hoshiarpur-1, Ludhiana-1)"
2021-01-12,2,Patiala-2),1,Ludhiana-1),315,"Ludhiana-25, Jalandhar-15, Patiala-28,SAS Nagar-61, Amritsar-37, Gurdaspur-3, Bathinda-79, Hoshiarpur-6,Ferozepur-1, Pathankot-4,Sangrur-3, Kapurthala-8, Faridkot-8, Muktsar-1, Fazilka-3, Moga-6, Ropar-9, FG Sahib-2, Barnala-2, SBS Nagar-14)",9,"Amritsar-1, Gurdaspur-1, Jalandhar-2, Ludhiana-3, Pathankot-1, Sangrur-1)"
2021-01-13,1,Ludhiana-1),1,Patiala-1),222,"Ludhiana-21,Jalandhar-25, Patiala-21,SAS Nagar-56, Amritsar-35, Gurdaspur-9, Bathinda-7, Hoshiarpur-13,Ferozepur-6, Pathankot-4,Sangrur-5, Kapurthala-2, Faridkot-6, Mukatsar-1, Ropar-5, FG Sahib-1, Barnala-1, SBS Nagar-1, Mansa-3)",7,"Amritsar-2, Hoshiarpur-2, Pathankot-2, SBS Nagar-1)"
2021-01-14,6,"Ludhiana-3, Jalandhar-1, Patiala-2)",1,Amritsar-1),253,"Ludhiana-26,Jalandhar-15, Patiala-24,SAS Nagar-50, Amritsar-47, Gurdaspur-3, Bathinda-13, Hoshiarpur-21,Pathankot-13,Sangrur-3, Kapurthala-10, Faridkot-6, Mukatsar-1, Fazilka-4, Ropar-8, Barnala-1, Tarn Taran-2, SBS Nagar-3, Mansa-3)",10,"Barnala-1, Bathinda-1, Gurdaspur-1, Jalandhar-1, Ludhiana-1, SAS Nagar-2, Sangrur-1, SBS Nagar-1, Tarn Taran-1)"
2021-01-17,3,Jalandhar-03),1,Patiala-1),195,"Ludhiana-44,Jalandhar-27, Patiala-20,SAS Nagar-40,Gurdaspur-7, Hoshiarpur-14, Pathankot-6,Sangrur-3, Kapurthala-3, Mukatsar-1, Fazilka-2, Ropar-10, FG Sahib-3, Barnala-1, SBS Nagar-10, Mansa-4)",5,"Jalandhar-1, Ludhiana-1, Mansa-1,  Pathankot-1, SAS Nagar-1)"
2021-01-18,1,SAS Nagar-01),1,Patiala-1),278,"Ludhiana-49,Jalandhar-30, Patiala-17,SAS Nagar-54,Gurdaspur-4, Bathinda-31, Hoshiarpur-18, Ferozepur-9, Pathankot-4,Sangrur-4, Kapurthala-7, Mukatsar-3, Fazilka-14, Ropar-16, FG Sahib-3, SBS Nagar-6, Mansa-9)",7,"Amritsar-1, Gurdaspur-2, Hoshiarpur-1, Jalandhar-1, Ludhiana-2)"
2021-01-19,8,"Ludhiana-3, Patiala-5)",2,"Ludhiana-1, SAS Nagar-1)",247,"Ludhiana-37,Jalandhar-44, Patiala-28,SAS Nagar-42,Amritsar-5, Gurdaspur-3, Hoshiarpur-4, Pathankot-5,Sangrur-6, Kapurthala-10, Faridkot-6, Mukatsar-1, Fazilka-3, Ropar-23, FG Sahib-4, Barnala-4, SBS Nagar-14, Mansa-8)",7,"Amritsar-2, Jalandhar-2, Ludhiana-1, Patiala-2)"
2021-01-20,2,Jalandhar-2),1,Faridkot-1),202,"Ludhiana-14,Jalandhar-10, Patiala-16,SAS Nagar-46,Amritsar-7, Gurdaspur-9, Bathinda-28, Hoshiarpur-7, Ferozepur-5, Pathankot-2,Sangrur-6, Kapurthala-2, Faridkot-4, Mukatsar-5, Moga-11, Ropar-12, FG Sahib-1, Barnala-1, SBS Nagar-6, Mansa-10)",4,"Amritsar-1, Ludhiana-1, Patiala-2)"
2021-01-21,2,Amritsar-2),1,Patiala-1),227,"Ludhiana-23,Jalandhar-22, Patiala-16,SAS Nagar-67,Amritsar-24, Gurdaspur-8, Bathinda-23, Hoshiarpur-4, Ferozepur-2, Pathankot-9,Kapurthala-5,Mukatsar-2, FG Sahib-2, Barnala-1, Tarn Taran-2, SBS Nagar-13, Mansa-4)",15,"Amritsar-2, Bathinda-3, FG Sahib-1, Jalandhar-2, Ludhiana-3, SAS Nagar-1, Patiala-1, Sangrur-2,"
