date,district,containment,population_contained
2021-05-04,gurdaspur,ujagar nagar batala,585
2021-05-04,hoshiarpur,ambe vally,376
2021-05-04,jalandhar,"h.no. 8, gali no. 5, ujala nagar,basti sheikh, jalandhar",47
2021-05-04,jalandhar,"h.no. 84, bank wali gali near shining star school, harbans nagar, jalandhar",75
2021-05-04,jalandhar,"h.no. 91, bank colony, mithapur road near p.n.b bank, jalandhar",121
2021-05-04,jalandhar,"h.no.113, near goal kothi,new raja garden, jal",132
2021-05-04,jalandhar,"h.no.116, back tajfood world, new isharpuri colony,mithapur jal",141
2021-05-04,jalandhar,"ward no. 08, opp. aujla hospital mandi road,noormahal",66
2021-05-04,kapurthala,"chahal nagar gali no. 1 & 2, phagwara",200
2021-05-04,kapurthala,"gali no. 07, guru harkrishan nagar, phagwara",250
2021-05-04,kapurthala,"gali no.3 bhagatpura, phagwara",500
2021-05-04,kapurthala,"ranjit avenue, kapurthala",50
2021-05-04,kapurthala,"type 4 rcf complex, kapurthala",80
2021-05-04,kapurthala,vpo dandhal chc kala sanghian,50
2021-05-04,ludhiana,"2520 sanjeevni hosp. haibowal, ldh",250
2021-05-04,ludhiana,"32 maya nagar, college road, ludhiana",283
2021-05-04,ludhiana,"st-n018,  b34 house no-4813, durgapuri, ldh",570
2021-05-04,ludhiana,"vill- akalgarh, chruch road, block sudhar, ldh",2698
2021-05-04,ludhiana,"vivekanand virdh ashram, model town ext, ldh",277
2021-05-04,ludhiana,—,0
2021-05-04,mansa,dalwir mc wali gali opposite bal bhawan new court road mansa,150
2021-05-04,mansa,"ganga oil mill street no. 3, mansa",240
2021-05-04,mansa,"mansa khurd, new court road",108
2021-05-04,mansa,ward no. 21 d.a.v. school wali gali mansa,85
2021-05-04,mohali,123 tribune colony baltana,69
2021-05-04,mohali,145/l new generation apartment dhakoli,17
2021-05-04,mohali,310 badal colony zirakpur,50
2021-05-04,muktsar sahib,"deshmesh nagar street no 3,5,6 sri muktsar sahib",200
2021-05-04,muktsar sahib,"govt. high. school boys, mandi harji",0
2021-05-04,muktsar sahib,"govt. sen. sec . school, mandi harji ram malout",50
2021-05-04,muktsar sahib,govt. sen. sec school vpo malout,50
2021-05-04,muktsar sahib,"govt. sen.sec.school for girls, thesil road malout",39
2021-05-04,muktsar sahib,guru nanak nagri ward no 23 malout,450
2021-05-04,muktsar sahib,"kabarwala road, near seva kendar, and heath center backside, vill. burj sidhwan,",0
2021-05-04,muktsar sahib,"main street mohan lal  street n,1 sri muktsar sahib",212
2021-05-04,muktsar sahib,mimit college malout,150
2021-05-04,muktsar sahib,near guruduwara sahib vpo sarawan bodla,280
2021-05-04,muktsar sahib,"near state bank, musalman hadiyan wale wali gali, mandi bariwala",250
2021-05-04,muktsar sahib,patel nagar malout,400
2021-05-04,muktsar sahib,puda colony malout,250
2021-05-04,muktsar sahib,sacred heart convent school malout,70
2021-05-04,muktsar sahib,"st.no 1,2,3,bawa colony sri muktsar sahib",280
2021-05-04,muktsar sahib,ward no 4 bariwala,250
2021-05-04,pathankot,basant colony,68
2021-05-04,pathankot,ramleela ground,39
2021-05-04,patiala,"aman nagar, near dmw, patiala street no 4 .",43
2021-05-04,patiala,"charan bagh near madhu nursing home, patiala",28
2021-05-04,patiala,"dalima vihar, near gurudwara sahib, rajpura",112
2021-05-04,patiala,"malwa enclave, near guru nanak foundation school, patiala.",13
2021-05-04,patiala,"new freinds enclave, near urban estate, patiala.",22
2021-05-04,patiala,"old mehar singh colony, near tripuri, patiala.",43
2021-05-04,patiala,"urban estate ph-2, patiala around house no. 2317-2421",67
2021-05-04,ropar,indra nagar nangal,64
2021-05-04,ropar,shaheed-e-azam bhagat singh nagar ropar,388
2021-05-04,sangrur,kuahrian block,80
2021-05-04,sangrur,narendra colony malerkotla,450
2021-05-04,sbs nagar,vil- punnu mazara,16
2021-05-04,sbs nagar,village bharo majara,219
2021-05-04,tarn taram,garden colony,610
2021-05-05,amritsar,anand vihar(bhagtawala),500
2021-05-05,amritsar,azad nagar,312
2021-05-05,amritsar,green field(mustfabad),110
2021-05-05,amritsar,gumtala,520
2021-05-05,amritsar,guru nanak wara(putlighar),73
2021-05-05,amritsar,guru nanakpura(kot khalsa),550
2021-05-05,amritsar,guru ram das avenue(verka),520
2021-05-05,amritsar,islamabad near police chowki wali gali,300
2021-05-05,amritsar,jagdish niwas(chherhrta),219
2021-05-05,amritsar,judge nagar (esi chheharta),500
2021-05-05,amritsar,kartar nagar (chherhrta)2,258
2021-05-05,amritsar,kot atma ram (jodh nagar)gali 1-4,156
2021-05-05,amritsar,"kot baba deep singh, gali no. 3 to 6 (jodh nagar)",500
2021-05-05,amritsar,namak mandi,320
2021-05-05,amritsar,nawakot gali no 1 to 4,330
2021-05-05,amritsar,new golden avenue near gurudwara,328
2021-05-05,amritsar,new partap nagar gali no 4(gobind nagar),115
2021-05-05,amritsar,partap avenue gali no 4(chheharta),200
2021-05-05,amritsar,raj avenue(ghanupur kale),520
2021-05-05,amritsar,rani ka bagh,100
2021-05-05,amritsar,ranjit avenue a block,22
2021-05-05,amritsar,sewa nagar (putlighar),90
2021-05-05,amritsar,shri ram avenue(mustafabad),335
2021-05-05,barnala,village mehta eara darjia wala mohala,350
2021-05-05,bathinda,"street no 3, nai basti, bathinda",193
2021-05-05,bathinda,"street no 7, ajit road, bathinda",100
2021-05-05,faridkot,"guru nanak colony st.no. 2,5,6",485
2021-05-05,faridkot,jodiyan chakkiyan kotkapura,0
2021-05-05,faridkot,kamal nagar,0
2021-05-05,faridkot,khooh wali gali sadda pati jaito,166
2021-05-05,faridkot,"new cant road st.no. 2,4,5,6",530
2021-05-05,faridkot,patel nagar,0
2021-05-05,fatehgarh sahib,adarsh nagar mgg,95
2021-05-05,fatehgarh sahib,chakri mohalla bassi pathana,90
2021-05-05,fatehgarh sahib,chanderlok mgg,95
2021-05-05,fatehgarh sahib,dalip nagar mgg,90
2021-05-05,fatehgarh sahib,dashmesh nagar mgg,95
2021-05-05,fatehgarh sahib,shashtri ngr,94
2021-05-05,fatehgarh sahib,subhash nagar mgg,95
2021-05-05,fatehgarh sahib,vill salani chk,0
2021-05-05,fazilika,amar colony fazilka,124
2021-05-05,fazilika,vairo ke,295
2021-05-05,ferozepur,"basti guru karam singhwali, block guruharsahai",110
2021-05-05,ferozepur,bazar no. 1 fzr cantt,260
2021-05-05,ferozepur,bhagel  singh wala block mamdot,430
2021-05-05,ferozepur,housing board,90
2021-05-05,ferozepur,"model town , ferozepur city",33
2021-05-05,ferozepur,pind saner,0
2021-05-05,ferozepur,"rikhi colony, ferozepur city",40
2021-05-05,ferozepur,rose avenue,78
2021-05-05,ferozepur,"saido k naul , block mamdot",290
2021-05-05,ferozepur,street no 2 ferozepur cantt,103
2021-05-05,gurdaspur,anand vihar colony batala,515
2021-05-05,gurdaspur,baba farid avenue gsp,150
2021-05-05,gurdaspur,"babowal, gsp",520
2021-05-05,gurdaspur,banda bahadur colony gsp,170
2021-05-05,gurdaspur,bath waali gali gsp,190
2021-05-05,gurdaspur,behrampur road gsp,320
2021-05-05,gurdaspur,civil lines gsp,130
2021-05-05,gurdaspur,geeta bhawan gsp,440
2021-05-05,gurdaspur,gopal nagar gsp,290
2021-05-05,gurdaspur,greater kailash batala,556
2021-05-05,gurdaspur,hathi gate batala,542
2021-05-05,gurdaspur,islamabad mohalla gsp,250
2021-05-05,gurdaspur,jail road gsp,240
2021-05-05,gurdaspur,khajoori gate batala,592
2021-05-05,gurdaspur,new sant nagar gsp,150
2021-05-05,gurdaspur,onkar nagar gsp,130
2021-05-05,gurdaspur,railway colony gsp,160
2021-05-05,gurdaspur,rulia ram colony gsp,170
2021-05-05,gurdaspur,sangal pura road gsp,260
2021-05-05,gurdaspur,sekhrian mohalla batala,585
2021-05-05,gurdaspur,shastri nagar batala,612
2021-05-05,gurdaspur,ujagar nagar batala,585
2021-05-05,hoshiarpur,ambe vally,376
2021-05-05,jalandhar,"h.no. 8, gali no. 5, ujala nagar,basti sheikh, jalandhar",47
2021-05-05,jalandhar,"h.no. 84, bank wali gali near shining star school, harbans nagar, jalandhar",75
2021-05-05,jalandhar,"h.no. 91, bank colony, mithapur road near p.n.b bank, jalandhar",121
2021-05-05,jalandhar,"h.no.113, near goal kothi,new raja garden, jal",132
2021-05-05,jalandhar,"h.no.116, back tajfood world, new isharpuri colony,mithapur jal",141
2021-05-05,jalandhar,"ward no. 08, opp. aujla hospital mandi road,noormahal",66
2021-05-05,kapurthala,"chahal nagar gali no. 1 & 2, phagwara",200
2021-05-05,kapurthala,"gali no. 07, guru harkrishan nagar, phagwara",250
2021-05-05,kapurthala,"gali no.3 bhagatpura, phagwara",500
2021-05-05,kapurthala,"ranjit avenue, kapurthala",50
2021-05-05,kapurthala,"type 4 rcf complex, kapurthala",80
2021-05-05,kapurthala,vpo dandhal chc kala sanghian,50
2021-05-05,ludhiana,"2752 sundar nagar, ludhiana",135
2021-05-05,ludhiana,"32 maya nagar, college road, ludhiana",283
2021-05-05,ludhiana,"407 basant ave. dugri road, ludhiana",2000
2021-05-05,ludhiana,"44- jamalpur colony, focal point, ludhiana",2723
2021-05-05,ludhiana,"61c kitchlu nagar, ludhiana",164
2021-05-05,ludhiana,"8033 durgapuri, mandir wali gali, ludhiana",405
2021-05-05,ludhiana,"geeta mandir ashram, threeke, ludhiana",670
2021-05-05,ludhiana,"vill- akalgarh, chruch road, block sudhar, ldh",2698
2021-05-05,ludhiana,"vivekanand virdh ashram, model town ext, ldh",277
2021-05-05,ludhiana,—,0
2021-05-05,mansa,dalwir mc wali gali opposite bal bhawan new court road mansa,150
2021-05-05,mansa,"ganga oil mill street no. 3, mansa",240
2021-05-05,mansa,"mansa khurd, new court road",108
2021-05-05,mansa,ward no. 21 d.a.v. school wali gali mansa,85
2021-05-05,mohali,# 1047 ph 3b2,20
2021-05-05,mohali,# 1640 phase 3b2 mohali,33
2021-05-05,mohali,# 404 tower c lvory tower sec 70 mohali,18
2021-05-05,mohali,"# 56,sec 70 mohali",35
2021-05-05,mohali,# 8152 15th floor tower no. 8 ats casa espana moha li,10
2021-05-05,mohali,# 847 sec 70 mohali,33
2021-05-05,mohali,"#123,tribune colony baltana",69
2021-05-05,mohali,#1755 phase 3b2 mohali,45
2021-05-05,mohali,145/l new generation appartment dhakoli,17
2021-05-05,mohali,239 d aman city jhuigian kharar,50
2021-05-05,mohali,310 badal colony zirakpur,50
2021-05-05,mohali,"bankharpur, derabassi",0
2021-05-05,mohali,"gbp rosewood, derabassi",0
2021-05-05,mohali,sbp housing park,0
2021-05-05,mohali,village bhago majra kharar,60
2021-05-05,muktsar sahib,"deshmesh nagar street no 3,5,6 sri muktsar sahib",200
2021-05-05,muktsar sahib,"govt. high. school boys, mandi harji ram malout",0
2021-05-05,muktsar sahib,"govt. sen. sec . school, mandi harji ram malout",50
2021-05-05,muktsar sahib,govt. sen. sec school vpo malout,50
2021-05-05,muktsar sahib,"govt. sen.sec.school for girls, thesil road malout",39
2021-05-05,muktsar sahib,guru nanak nagri ward no 23 malout,450
2021-05-05,muktsar sahib,"kabarwala road, near seva kendar, and heath center backside, vill. burj sidhwan,",0
2021-05-05,muktsar sahib,"main street mohan lal  street n,1 sri muktsar sahib",212
2021-05-05,muktsar sahib,mimit college malout,150
2021-05-05,muktsar sahib,near guruduwara sahib vpo sarawan,280
2021-05-05,muktsar sahib,"near state bank, musalman hadiyan wale wali gali, mandi bariwala",250
2021-05-05,muktsar sahib,patel nagar malout,400
2021-05-05,muktsar sahib,puda colony malout,250
2021-05-05,muktsar sahib,sacred heart convent school malout,70
2021-05-05,muktsar sahib,"st.no 1,2,3,bawa colony sri muktsar sahib",280
2021-05-05,muktsar sahib,ward no 4 bariwala,250
2021-05-05,pathankot,basant colony,68
2021-05-05,pathankot,ramleela ground,39
2021-05-05,patiala,"aman nagar, near dmw, patiala street no 4 .",43
2021-05-05,patiala,"charan bagh near madhu nursing home, patiala",28
2021-05-05,patiala,"dalima vihar, near gurudwara sahib, rajpura",112
2021-05-05,patiala,"malwa enclave, near guru nanak foundation school, patiala.",13
2021-05-05,patiala,"new freinds enclave, near urban estate, patiala.",22
2021-05-05,patiala,"old mehar singh colony, near tripuri, patiala.",43
2021-05-05,patiala,"urban estate ph-2, patiala around house no. 2317-2421",67
2021-05-05,ropar,indra nagar nangal,64
2021-05-05,ropar,shaheed-e-azam bhagat singh nagar ropar,388
2021-05-05,sangrur,kuahrian block,80
2021-05-05,sangrur,narendra colony malerkotla,450
2021-05-05,sbs nagar,vil- punnu mazara,16
2021-05-05,sbs nagar,village bharo majara,219
2021-05-05,tarn taram,garden colony,610
2021-05-06,amritsar,anand vihar(bhagtawala),500
2021-05-06,amritsar,azad nagar,312
2021-05-06,amritsar,green field(mustfabad),110
2021-05-06,amritsar,gumtala,520
2021-05-06,amritsar,guru nanak wara(putlighar),73
2021-05-06,amritsar,guru nanakpura(kot khalsa),550
2021-05-06,amritsar,guru ram das avenue(verka),520
2021-05-06,amritsar,islamabad near police chowki wali gali,300
2021-05-06,amritsar,jagdish niwas(chherhrta),219
2021-05-06,amritsar,judge nagar (esi chheharta),500
2021-05-06,amritsar,kartar nagar (chherhrta)2,258
2021-05-06,amritsar,kot atma ram (jodh nagar)gali 1-4,156
2021-05-06,amritsar,"kot baba deep singh, gali no. 3 to 6 (jodh nagar)",500
2021-05-06,amritsar,namak mandi,320
2021-05-06,amritsar,nawakot gali no 1 to 4,330
2021-05-06,amritsar,new golden avenue near gurudwara,328
2021-05-06,amritsar,new partap nagar gali no 4(gobind nagar),115
2021-05-06,amritsar,partap avenue gali no 4(chheharta),200
2021-05-06,amritsar,raj avenue(ghanupur kale),520
2021-05-06,amritsar,rani ka bagh,100
2021-05-06,amritsar,ranjit avenue a block,22
2021-05-06,amritsar,sewa nagar (putlighar),90
2021-05-06,amritsar,shri ram avenue(mustafabad),335
2021-05-06,barnala,village mehta eara darjia wala mohala,350
2021-05-06,bathinda,"street no 3, nai basti, bathinda",193
2021-05-06,bathinda,"street no 7, ajit road, bathinda",100
2021-05-06,faridkot,"guru nanak colony st.no. 2,5,6",485
2021-05-06,faridkot,jodiyan chakkiyan kotkapura,0
2021-05-06,faridkot,kamal nagar,0
2021-05-06,faridkot,khooh wali gali sadda pati jaito,166
2021-05-06,faridkot,"new cant road st.no. 2,4,5,6",530
2021-05-06,faridkot,patel nagar,0
2021-05-06,fatehgarh sahib,adarsh nagar mgg,95
2021-05-06,fatehgarh sahib,chakri mohalla bassi pathana,90
2021-05-06,fatehgarh sahib,chanderlok mgg,95
2021-05-06,fatehgarh sahib,dalip nagar mgg,90
2021-05-06,fatehgarh sahib,dashmesh nagar mgg,95
2021-05-06,fatehgarh sahib,shashtri ngr,94
2021-05-06,fatehgarh sahib,subhash nagar mgg,95
2021-05-06,fatehgarh sahib,vill salani chk,0
2021-05-06,fazilika,amar colony fazilka,124
2021-05-06,fazilika,churiwala dhana,32
2021-05-06,fazilika,nihal khera,53
2021-05-06,fazilika,pankosi,75
2021-05-06,fazilika,vairo ke,295
2021-05-06,ferozepur,"basti guru karam singhwali, block guruharsahai",110
2021-05-06,ferozepur,bazar no. 1 fzr cantt,260
2021-05-06,ferozepur,bhagel  singh wala block mamdot,430
2021-05-06,ferozepur,housing board,90
2021-05-06,ferozepur,"model town , ferozepur city",33
2021-05-06,ferozepur,pind saner,0
2021-05-06,ferozepur,"rikhi colony, ferozepur city",40
2021-05-06,ferozepur,rose avenue,78
2021-05-06,ferozepur,"saido k naul , block mamdot",290
2021-05-06,ferozepur,street no 2 ferozepur cantt,103
2021-05-06,gurdaspur,anand vihar colony batala,515
2021-05-06,gurdaspur,baba farid avenue gsp,150
2021-05-06,gurdaspur,"babowal, gsp",520
2021-05-06,gurdaspur,banda bahadur colony gsp,170
2021-05-06,gurdaspur,bath waali gali gsp,190
2021-05-06,gurdaspur,behrampur road gsp,320
2021-05-06,gurdaspur,civil lines gsp,130
2021-05-06,gurdaspur,geeta bhawan gsp,440
2021-05-06,gurdaspur,gopal nagar gsp,290
2021-05-06,gurdaspur,greater kailash batala,556
2021-05-06,gurdaspur,hathi gate batala,542
2021-05-06,gurdaspur,islamabad mohalla gsp,250
2021-05-06,gurdaspur,jail road gsp,240
2021-05-06,gurdaspur,khajoori gate batala,592
2021-05-06,gurdaspur,new sant nagar gsp,150
2021-05-06,gurdaspur,onkar nagar gsp,130
2021-05-06,gurdaspur,railway colony gsp,160
2021-05-06,gurdaspur,rulia ram colony gsp,170
2021-05-06,gurdaspur,sangal pura road gsp,260
2021-05-06,gurdaspur,sekhrian mohalla batala,585
2021-05-06,hoshiarpur,ambe vally,376
2021-05-06,jalandhar,"h.no. 8, gali no. 5, ujala nagar,basti sheikh, jalandhar",47
2021-05-06,jalandhar,"h.no. 84, bank wali gali near shining star school, harbans nagar, jalandhar",75
2021-05-06,jalandhar,"h.no. 91, bank colony, mithapur road near p.n.b bank, jalandhar",121
2021-05-06,jalandhar,"h.no. 92/11, 95/11. deol nagar, jalandhar",20
2021-05-06,jalandhar,"h.no.113, near goal kothi,new raja garden, jal",132
2021-05-06,jalandhar,"h.no.116, back tajfood world, new isharpuri colony,mithapur jal",141
2021-05-06,jalandhar,"top khana near aanganwari centre, jalandhar cantt.",98
2021-05-06,jalandhar,"ward no. 08, opp. aujla hospital mandi road,noormahal",70
2021-05-06,kapurthala,"chahal nagar gali no. 1 & 2, phagwara",200
2021-05-06,kapurthala,"gali no. 07, guru harkrishan nagar, phagwara",250
2021-05-06,kapurthala,"gali no.3 bhagatpura, phagwara",500
2021-05-06,kapurthala,"ranjit avenue, kapurthala",100
2021-05-06,kapurthala,vpo dandhal chc kala sanghian,100
2021-05-06,ludhiana,"2752 sundar nagar, ludhiana",135
2021-05-06,ludhiana,"32 maya nagar, college road, ludhiana",283
2021-05-06,ludhiana,"407 basant ave. dugri road, ludhiana",2000
2021-05-06,ludhiana,"44- jamalpur colony, focal point, ludhiana",2723
2021-05-06,ludhiana,"61c kitchlu nagar, ludhiana",164
2021-05-06,ludhiana,"8033 durgapuri, mandir wali gali, ludhiana",405
2021-05-06,ludhiana,"geeta mandir ashram, threeke, ludhiana",670
2021-05-06,ludhiana,"vill- akalgarh, chruch road, block sudhar, ldh",2698
2021-05-06,ludhiana,"vivekanand virdh ashram, model town ext, ldh",277
2021-05-06,ludhiana,—,0
2021-05-06,mansa,dalwir mc wali gali opposite bal bhawan new court road mansa,150
2021-05-06,mansa,"ganga oil mill street no. 3, mansa",240
2021-05-06,mansa,"mansa khurd,  new court road",108
2021-05-06,mansa,ward no. 21 d.a.v. school wali gali mansa,85
2021-05-06,mohali,# 1047 ph 3b2,20
2021-05-06,mohali,# 1640 phase 3b2 mohali,33
2021-05-06,mohali,# 404 tower c lvory tower sec 70 mohali,18
2021-05-06,mohali,"# 56,sec 70 mohali",35
2021-05-06,mohali,# 8152 15th floor tower no. 8 ats casa espana moha li,10
2021-05-06,mohali,# 847 sec 70 mohali,33
2021-05-06,mohali,"#123,tribune colony baltana",69
2021-05-06,mohali,#1755 phase 3b2 mohali,45
2021-05-06,mohali,145/l new generation appartment dhakoli,17
2021-05-06,mohali,239 d aman city jhuigian kharar,50
2021-05-06,mohali,310 badal colony zirakpur,50
2021-05-06,mohali,"bankharpur, derabassi",0
2021-05-06,mohali,"gbp rosewood, derabassi",0
2021-05-06,mohali,sbp housing park,0
2021-05-06,mohali,village bhago majra kharar,60
2021-05-06,muktsar sahib,"deshmesh nagar street no 3,5,6 sri muktsar sahib",200
2021-05-06,muktsar sahib,"govt. high. school boys, mandi harji",90
2021-05-06,muktsar sahib,"govt. sen. sec . school, mandi harji ram malout",50
2021-05-06,muktsar sahib,govt. sen. sec school vpo malout,50
2021-05-06,muktsar sahib,"govt. sen.sec.school for girls, thesil road malout",39
2021-05-06,muktsar sahib,guru nanak nagri ward no 23 malout,450
2021-05-06,muktsar sahib,"guru ravidas nagar, ward no 23, malout",700
2021-05-06,muktsar sahib,"kabarwala road, near seva kendar, and heath center backside, vill. burj sidhwan,",240
2021-05-06,muktsar sahib,"main street mohan lal  street n,1 sri muktsar sahib",212
2021-05-06,muktsar sahib,mimit college malout,150
2021-05-06,muktsar sahib,near guruduwara sahib vpo sarawan bodla,280
2021-05-06,muktsar sahib,"near state bank, musalman hadiyan wale wali gali, mandi bariwala",250
2021-05-06,muktsar sahib,patel nagar malout,400
2021-05-06,muktsar sahib,puda colony malout,250
2021-05-06,muktsar sahib,sacred heart convent school malout,70
2021-05-06,muktsar sahib,"st.no 1,2,3,bawa colony sri muktsar sahib",280
2021-05-06,muktsar sahib,ward no 4 bariwala,250
2021-05-06,pathankot,mirpur colony,32
2021-05-06,patiala,"aman nagar, near dmw, patiala street no 4 .",43
2021-05-06,patiala,"anand nagar-a street no.2, patiala.",0
2021-05-06,patiala,"charan bagh near madhu nursing home, patiala",28
2021-05-06,patiala,"dalima vihar, near gurudwara sahib, rajpura",112
2021-05-06,patiala,"malwa enclave, near guru nanak foundation school, patiala.",13
2021-05-06,patiala,"new freinds enclave, near urban estate, patiala.",22
2021-05-06,patiala,"old mehar singh colony, near tripuri, patiala.",43
2021-05-06,patiala,"sidhu colony around house no. 156 , patiala.",0
2021-05-06,patiala,"urban estate ph-2, patiala around house no. 2317-2421",67
2021-05-06,ropar,indra nagar nangal,64
2021-05-06,ropar,shaheed-e-azam bhagat singh nagar ropar,388
2021-05-06,sangrur,kuahrian block,80
2021-05-06,sangrur,narendra colony malerkotla,450
2021-05-06,sbs nagar,chc banga,24
2021-05-06,sbs nagar,phc muzaffarpur,16
2021-05-06,sbs nagar,phc sujjon,219
2021-05-06,sbs nagar,sdh balachaur,107
2021-05-06,tarn taram,garden colony,610
2021-05-08,amritsar,anand vihar(bhagtawala),500
2021-05-08,amritsar,azad nagar(putlighar),312
2021-05-08,amritsar,chand avenue(ranjit avenue),98
2021-05-08,amritsar,east mohan nagar,389
2021-05-08,amritsar,gumtala,520
2021-05-08,amritsar,guru amar das avenue(ranjit avenue),76
2021-05-08,amritsar,guru nanakpura(kot khalsa),550
2021-05-08,amritsar,islamabad near police chowki wali gali,300
2021-05-08,amritsar,judge nagar (esi chheharta),500
2021-05-08,amritsar,kamla devi h.no 201-209(ranjit avenue),35
2021-05-08,amritsar,kot atma ram (jodh nagar)gali 1-4,156
2021-05-08,amritsar,namak mandi,320
2021-05-08,amritsar,nawakot gali no 1 to 4,330
2021-05-08,amritsar,new golden avenue near gurudwara,328
2021-05-08,amritsar,new jawahar nagar(gopal nagar),550
2021-05-08,amritsar,new partap nagar gali no 4(gobind nagar),115
2021-05-08,amritsar,new rajesh nagar(mustfabad),500
2021-05-08,amritsar,partap avenue gali no 4(chheharta),200
2021-05-08,amritsar,rajinder nagar(gopal nagar),150
2021-05-08,amritsar,rani ka bagh,100
2021-05-08,amritsar,shiv nagar colony,400
2021-05-08,amritsar,shri ram avenue(mustafabad),335
2021-05-08,amritsar,vijay nagar(gopal nagar),450
2021-05-08,barnala,village mehta eara darjia wala mohala,350
2021-05-08,bathinda,"kamla nehru colony, bathinda (guru nanak school wali gali, area of house no 445 to 211)",106
2021-05-08,bathinda,"street no 3, nai basti, bathinda",193
2021-05-08,bathinda,"street no 7, ajit road, bathinda",100
2021-05-08,faridkot,"guru nanak colony st.no. 2,5,6",485
2021-05-08,faridkot,jodiyan chakkiyan kotkapura,0
2021-05-08,faridkot,kamal nagar,0
2021-05-08,faridkot,khooh wali gali sadda pati jaito,166
2021-05-08,faridkot,"new cant road st.no. 2,4,5,6",530
2021-05-08,faridkot,patel nagar,0
2021-05-08,fatehgarh sahib,adarsh nagar mgg,95
2021-05-08,fatehgarh sahib,chakri mohalla bassi pathana,90
2021-05-08,fatehgarh sahib,dashmesh nagar mgg,95
2021-05-08,fatehgarh sahib,gandi nagar mgg,90
2021-05-08,fatehgarh sahib,golden city humayupur sirhind,95
2021-05-08,fatehgarh sahib,iqbal nagar mgg,95
2021-05-08,fatehgarh sahib,vill salani chk,95
2021-05-08,fazilika,amar colony fazilka,124
2021-05-08,fazilika,vairo ke,350
2021-05-08,ferozepur,adarsh nagar guruharsahai,105
2021-05-08,ferozepur,"basti guru karam singhwali, block guruharsahai",110
2021-05-08,ferozepur,bazar no. 1 fzr cantt,260
2021-05-08,ferozepur,bhagel  singh wala block mamdot,430
2021-05-08,ferozepur,housing board,90
2021-05-08,ferozepur,"itta wali, ferozeshah",119
2021-05-08,ferozepur,"lakho ke behram , mamdot",180
2021-05-08,ferozepur,rose avenue,78
2021-05-08,ferozepur,"saido k naul , block mamdot",290
2021-05-08,ferozepur,street no 2 ferozepur cantt,103
2021-05-08,ferozepur,village khai pheme ki mamdot,128
2021-05-08,ferozepur,village sner kassoana,0
2021-05-08,gurdaspur,anand vihar colony batala,515
2021-05-08,gurdaspur,baba farid avenue gsp,150
2021-05-08,gurdaspur,"babowal, gsp",520
2021-05-08,gurdaspur,banda bahadur colony gsp,170
2021-05-08,gurdaspur,bath waali gali gsp,190
2021-05-08,gurdaspur,behrampur road gsp,320
2021-05-08,gurdaspur,civil lines gsp,130
2021-05-08,gurdaspur,"dana mandi, paniar, behrampur",40
2021-05-08,gurdaspur,geeta bhawan gsp,440
2021-05-08,gurdaspur,gopal nagar gsp,290
2021-05-08,gurdaspur,greater kailash batala,556
2021-05-08,gurdaspur,hathi gate batala,542
2021-05-08,gurdaspur,islamabad mohalla gsp,250
2021-05-08,gurdaspur,jail road gsp,240
2021-05-08,gurdaspur,khajoori gate batala,592
2021-05-08,gurdaspur,"marara, behrampur",256
2021-05-08,gurdaspur,new sant nagar gsp,150
2021-05-08,gurdaspur,onkar nagar gsp,130
2021-05-08,gurdaspur,railway colony gsp,160
2021-05-08,gurdaspur,rulia ram colony gsp,170
2021-05-08,gurdaspur,sangal pura road gsp,260
2021-05-08,gurdaspur,sekhrian mohalla batala,585
2021-05-08,hoshiarpur,ambe vally,376
2021-05-08,hoshiarpur,pahlewal,528
2021-05-08,jalandhar,"goal market,near bajwa sweet, model town, jal",0
2021-05-08,jalandhar,"h.no. 8, gali no. 5, ujala nagar,basti sheikh, jalandhar",47
2021-05-08,jalandhar,"h.no. 91, bank colony, mithapur road near p.n.b bank, jalandhar",121
2021-05-08,jalandhar,"h.no. 92/11, 95/11. deol nagar, jalandhar",20
2021-05-08,jalandhar,"h.no.113, near goal kothi,new raja garden, jal",132
2021-05-08,jalandhar,"h.no.116, back tajfood world, new isharpuri colony,mithapur jal",141
2021-05-08,jalandhar,"mohalla chowdhrian, phillaur",0
2021-05-08,jalandhar,"top khana near aanganwari centre, jalandhar cantt.",98
2021-05-08,jalandhar,"ward no. 08, opp. aujla hospital mandi road,noormahal",104
2021-05-08,kapurthala,"arora rasta, sultanpur lodhi",16
2021-05-08,kapurthala,"chahal nagar gali no. 1 & 2, phagwara",200
2021-05-08,kapurthala,"gali no.3 bhagatpura, phagwara",500
2021-05-08,kapurthala,"mohallajainian, sultanpur lodhi",20
2021-05-08,kapurthala,"vpo saido bhulana, kala sanghian",500
2021-05-08,ludhiana,"2752 sundar nagar, ludhiana",135
2021-05-08,ludhiana,"32 maya nagar, college road, ludhiana",283
2021-05-08,ludhiana,"407 basant ave. dugri road, ludhiana",2000
2021-05-08,ludhiana,"44- jamalpur colony, focal point, ludhiana",2723
2021-05-08,ludhiana,"61c kitchlu nagar, ludhiana",164
2021-05-08,ludhiana,"8033 durgapuri, mandir wali gali, ludhiana",570
2021-05-08,ludhiana,"9-10 g ashok vihar, rishi nagar, ludhiana",178
2021-05-08,ludhiana,"geeta mandir ashram, threeke, ludhiana",670
2021-05-08,ludhiana,"vill- akalgarh, chruch road, block sudhar, ldh",2698
2021-05-08,ludhiana,"vill- devatwal, block sudhar, ludhiana",2345
