date,district,cases_new,cases_total,discharged_new,discharged_total,active_cases_total,deaths_new,deaths_total,non_covid_deaths
2021-03-19,davanagere,11,22513,6,22211,38,0,264,0
2021-03-19,dharwada,26,22571,16,21837,111,1,623,0
2021-03-19,gadag,5,11072,4,10906,25,0,141,0
2021-03-19,hassana,35,28960,16,28399,164,0,397,0
2021-03-19,haveri,1,11030,0,10836,4,0,190,0
2021-03-19,kalaburagi,61,22651,31,21900,419,0,332,0
2021-03-19,kodagu,4,6229,8,6110,46,0,73,0
2021-03-19,kolara,14,10265,9,9996,92,0,177,0
2021-03-19,koppala,1,13962,0,13670,13,0,279,0
2021-03-19,others*,0,36,0,33,0,0,3,0
2021-03-19,raichuru,1,14348,1,14162,28,0,158,0
2021-03-19,ramanagara,4,7451,1,7361,13,0,77,0
2021-03-19,shivamogga,12,22585,7,22169,67,0,349,0
2021-03-19,tumakuru,50,26179,36,25479,307,0,393,0
2021-03-19,udupi,13,23979,14,23631,158,0,190,0
2021-03-19,uttara kannada,5,14814,5,14579,57,0,178,0
2021-03-19,vijayapura,30,14749,15,14418,125,0,206,0
2021-03-19,yadagiri,7,10735,1,10643,31,0,61,0
2021-03-20,bagalakote,15,13826,2,13660,30,0,136,0
2021-03-20,ballari,26,39473,6,38751,125,0,597,0
2021-03-20,belagavi,20,27184,6,26665,177,0,342,0
2021-03-20,bengaluru rural,22,19083,12,18718,204,0,161,0
2021-03-20,bengaluru urban,1186,416633,760,403040,9044,5,4548,1
2021-03-20,bidar,49,7987,17,7554,251,1,178,4
2021-03-20,chamarajanagara,4,7035,4,6878,26,0,120,11
2021-03-20,chikkaballapura,23,13916,6,13713,84,0,118,1
2021-03-20,chikkamagaluru,2,14100,4,13915,46,0,139,0
2021-03-20,chitradurga,5,15043,7,14890,84,0,69,0
2021-03-20,dakshina kannada,52,35098,24,33865,492,0,739,2
2021-03-20,davanagere,10,22523,0,22211,48,0,264,0
2021-03-20,dharwada,16,22587,10,21847,117,0,623,0
2021-03-20,gadag,5,11077,3,10909,27,0,141,0
2021-03-20,hassana,32,28992,5,28404,191,0,397,0
2021-03-20,haveri,0,11030,1,10837,3,0,190,0
2021-03-20,kalaburagi,61,22712,33,21933,447,0,332,0
2021-03-20,kodagu,3,6232,1,6111,48,0,73,0
2021-03-20,kolara,20,10285,13,10009,99,0,177,0
2021-03-20,koppala,5,13967,1,13671,17,0,279,0
2021-03-20,others*,0,36,0,33,0,0,3,0
2021-03-20,raichuru,6,14354,1,14163,33,0,158,0
2021-03-20,ramanagara,5,7456,1,7362,17,0,77,0
2021-03-20,shivamogga,14,22599,5,22174,76,0,349,0
2021-03-20,tumakuru,43,26222,37,25516,313,0,393,0
2021-03-20,udupi,66,24045,12,23643,212,0,190,0
2021-03-20,uttara kannada,0,14814,10,14589,47,0,178,0
2021-03-20,vijayapura,29,14778,7,14425,146,1,207,0
2021-03-20,yadagiri,2,10737,1,10644,32,0,61,0
2021-03-21,bagalakote,1,13827,2,13662,29,0,136,0
2021-03-21,ballari,11,39484,7,38758,129,0,597,0
2021-03-21,belagavi,20,27204,11,26676,186,0,342,0
2021-03-21,bengaluru rural,32,19115,14,18732,222,0,161,0
2021-03-21,bengaluru urban,1039,417672,782,403822,9300,1,4549,1
2021-03-21,bidar,61,8048,9,7563,302,1,179,4
2021-03-21,chamarajanagara,4,7039,0,6878,30,0,120,11
2021-03-21,chikkaballapura,9,13925,6,13719,87,0,118,1
2021-03-21,chikkamagaluru,5,14105,0,13915,51,0,139,0
2021-03-21,chitradurga,3,15046,3,14893,84,0,69,0
2021-03-21,dakshina kannada,54,35152,19,33884,527,0,739,2
2021-03-21,davanagere,8,22531,5,22216,51,0,264,0
2021-03-21,dharwada,24,22611,7,21854,134,0,623,0
2021-03-21,gadag,5,11082,3,10912,29,0,141,0
2021-03-21,hassana,40,29032,5,28409,226,0,397,0
2021-03-21,haveri,1,11031,0,10837,4,0,190,0
2021-03-21,kalaburagi,41,22753,41,21974,447,0,332,0
2021-03-21,kodagu,9,6241,3,6114,54,0,73,0
2021-03-21,kolara,10,10295,8,10017,101,0,177,0
2021-03-21,koppala,0,13967,0,13671,17,0,279,0
2021-03-21,others*,0,36,0,33,0,0,3,0
2021-03-21,raichuru,6,14360,3,14166,36,0,158,0
2021-03-21,ramanagara,1,7457,2,7364,16,0,77,0
2021-03-21,shivamogga,4,22603,3,22177,77,0,349,0
2021-03-21,tumakuru,38,26260,36,25552,315,0,393,0
2021-03-21,udupi,170,24215,24,23667,358,0,190,0
2021-03-21,uttara kannada,11,14825,12,14601,46,0,178,0
2021-03-21,vijayapura,20,14798,6,14431,160,0,207,0
2021-03-21,yadagiri,3,10740,3,10647,32,0,61,0
2021-03-22,bagalakote,7,13834,2,13664,34,0,136,0
2021-03-22,ballari,9,39493,30,38788,108,0,597,0
2021-03-22,belagavi,3,27207,9,26685,180,0,342,0
2021-03-22,bengaluru rural,12,19127,8,18740,226,0,161,0
2021-03-22,bengaluru urban,886,418558,294,404116,9888,4,4553,1
2021-03-22,bidar,51,8099,7,7570,346,0,179,4
2021-03-22,chamarajanagara,3,7042,4,6882,29,0,120,11
2021-03-22,chikkaballapura,13,13938,6,13725,94,0,118,1
2021-03-22,chikkamagaluru,1,14106,6,13921,46,0,139,0
2021-03-22,chitradurga,6,15052,10,14903,80,0,69,0
2021-03-22,dakshina kannada,31,35183,30,33914,527,1,740,2
2021-03-22,davanagere,8,22539,3,22219,56,0,264,0
2021-03-22,dharwada,16,22627,10,21864,139,1,624,0
2021-03-22,gadag,5,11087,2,10914,32,0,141,0
2021-03-22,hassana,20,29052,14,28423,232,0,397,0
2021-03-22,haveri,2,11033,0,10837,6,0,190,0
2021-03-22,kalaburagi,43,22796,42,22016,447,1,333,0
2021-03-22,kodagu,23,6264,6,6120,71,0,73,0
2021-03-22,kolara,22,10317,9,10026,114,0,177,0
2021-03-22,koppala,1,13968,3,13674,15,0,279,0
2021-03-22,others*,0,36,0,33,0,0,3,0
2021-03-22,raichuru,5,14365,1,14167,40,0,158,0
2021-03-22,ramanagara,0,7457,0,7364,16,0,77,0
2021-03-22,shivamogga,5,22608,3,22180,79,0,349,0
2021-03-22,tumakuru,51,26311,41,25593,324,1,394,0
2021-03-22,udupi,113,24328,32,23699,439,0,190,0
2021-03-22,uttara kannada,7,14832,7,14608,45,1,179,0
2021-03-22,vijayapura,10,14808,12,14443,158,0,207,0
2021-03-22,yadagiri,3,10743,2,10649,33,0,61,0
2021-03-23,bagalakote,6,13840,2,13666,38,0,136,0
2021-03-23,ballari,39,39532,4,38792,143,0,597,0
2021-03-23,belagavi,16,27223,9,26694,187,0,342,0
2021-03-23,bengaluru rural,36,19163,9,18749,253,0,161,0
2021-03-23,bengaluru urban,1280,419838,399,404515,10766,3,4556,1
2021-03-23,bidar,76,8175,24,7594,398,0,179,4
2021-03-23,chamarajanagara,0,7042,0,6882,29,0,120,11
2021-03-23,chikkaballapura,8,13946,8,13733,94,0,118,1
2021-03-23,chikkamagaluru,10,14116,2,13923,54,0,139,0
2021-03-23,chitradurga,7,15059,4,14907,83,0,69,0
2021-03-23,dakshina kannada,74,35257,38,33952,563,0,740,2
2021-03-23,davanagere,6,22545,0,22219,62,0,264,0
2021-03-23,dharwada,17,22644,14,21878,142,0,624,0
2021-03-23,gadag,5,11092,2,10916,35,0,141,0
2021-03-23,hassana,24,29076,10,28433,245,1,398,0
2021-03-23,haveri,4,11037,1,10838,9,0,190,0
2021-03-23,kalaburagi,129,22925,30,22046,545,1,334,0
2021-03-23,kodagu,19,6283,4,6124,86,0,73,0
2021-03-23,kolara,7,10324,12,10038,109,0,177,0
2021-03-23,koppala,8,13976,0,13674,23,0,279,0
2021-03-23,others*,0,36,0,33,0,0,3,0
2021-03-23,raichuru,14,14379,1,14168,53,0,158,0
2021-03-23,ramanagara,3,7460,0,7364,19,0,77,0
2021-03-23,shivamogga,23,22631,5,22185,97,0,349,0
2021-03-23,tumakuru,40,26351,20,25613,344,0,394,0
2021-03-23,udupi,28,24356,43,23742,424,0,190,0
2021-03-23,uttara kannada,6,14838,1,14609,50,0,179,0
2021-03-23,vijayapura,12,14820,5,14448,165,0,207,0
2021-03-23,yadagiri,2,10745,4,10653,31,0,61,0
2021-03-24,bagalakote,20,13860,3,13669,55,0,136,0
2021-03-24,ballari,34,39566,13,38805,164,0,597,0
2021-03-24,belagavi,14,27237,27,26721,174,0,342,0
2021-03-24,bengaluru rural,37,19200,11,18760,279,0,161,0
2021-03-24,bengaluru urban,1398,421236,637,405152,11520,7,4563,1
2021-03-24,bidar,82,8257,7,7601,473,0,179,4
2021-03-24,chamarajanagara,5,7047,3,6885,31,0,120,11
2021-03-24,chikkaballapura,8,13954,7,13740,95,0,118,1
2021-03-24,chikkamagaluru,14,14130,0,13923,68,0,139,0
2021-03-24,chitradurga,13,15072,3,14910,93,0,69,0
2021-03-24,dakshina kannada,54,35311,55,34007,562,0,740,2
2021-03-24,davanagere,8,22553,7,22226,63,0,264,0
2021-03-24,dharwada,38,22682,14,21892,165,1,625,0
2021-03-24,gadag,8,11100,4,10920,39,0,141,0
2021-03-24,hassana,60,29136,15,28448,290,0,398,0
2021-03-24,haveri,1,11038,1,10839,9,0,190,0
2021-03-24,kalaburagi,118,23043,32,22078,630,1,335,0
2021-03-24,kodagu,15,6298,2,6126,99,0,73,0
2021-03-24,kolara,25,10349,11,10049,123,0,177,0
2021-03-24,koppala,6,13982,3,13677,25,1,280,0
2021-03-24,others*,0,36,0,33,0,0,3,0
2021-03-24,raichuru,12,14391,2,14170,63,0,158,0
2021-03-24,ramanagara,2,7462,2,7366,19,0,77,0
2021-03-24,shivamogga,12,22643,8,22193,101,0,349,0
2021-03-24,tumakuru,94,26445,37,25650,401,0,394,0
2021-03-24,udupi,79,24435,35,23777,468,0,190,0
2021-03-24,uttara kannada,10,14848,4,14613,56,0,179,0
2021-03-24,vijayapura,37,14857,8,14456,194,0,207,0
2021-03-24,yadagiri,5,10750,5,10658,31,0,61,0
2021-03-25,bagalakote,7,13867,5,13674,57,0,136,0
2021-03-25,ballari,15,39581,19,38824,159,1,598,0
2021-03-25,belagavi,29,27266,3,26724,199,1,343,0
2021-03-25,bengaluru rural,37,19237,10,18770,306,0,161,0
2021-03-25,bengaluru urban,1623,422859,665,405817,12472,6,4569,1
2021-03-25,bidar,78,8335,79,7680,472,0,179,4
2021-03-25,chamarajanagara,4,7051,4,6889,31,0,120,11
2021-03-25,chikkaballapura,14,13968,10,13750,99,0,118,1
2021-03-25,chikkamagaluru,12,14142,12,13935,68,0,139,0
2021-03-25,chitradurga,5,15077,4,14914,94,0,69,0
2021-03-25,dakshina kannada,72,35383,61,34068,573,0,740,2
2021-03-25,davanagere,8,22561,5,22231,66,0,264,0
2021-03-25,dharwada,24,22706,13,21905,176,0,625,0
2021-03-25,gadag,9,11109,10,10930,38,0,141,0
2021-03-25,hassana,48,29184,16,28464,322,0,398,0
2021-03-25,haveri,1,11039,1,10840,9,0,190,0
2021-03-25,kalaburagi,100,23143,45,22123,685,0,335,0
2021-03-25,kodagu,11,6309,3,6129,107,0,73,0
2021-03-25,kolara,15,10364,11,10060,127,0,177,0
2021-03-25,koppala,4,13986,3,13680,26,0,280,0
2021-03-25,others*,0,36,0,33,0,0,3,0
2021-03-25,raichuru,12,14403,2,14172,73,0,158,0
2021-03-25,ramanagara,10,7472,2,7368,27,0,77,0
2021-03-25,shivamogga,22,22665,4,22197,119,0,349,0
2021-03-25,tumakuru,29,26474,47,25697,383,0,394,0
2021-03-25,udupi,145,24580,18,23795,595,0,190,0
2021-03-25,uttara kannada,13,14861,6,14619,63,0,179,0
2021-03-25,vijayapura,35,14892,43,14499,186,0,207,0
2021-03-25,yadagiri,9,10759,3,10661,37,0,61,0
2021-03-26,bagalakote,9,13876,2,13676,64,0,136,0
2021-03-26,ballari,27,39608,6,38830,179,0,598,0
2021-03-26,belagavi,25,27291,12,26736,212,1,344,0
2021-03-26,bengaluru rural,59,19296,12,18782,351,2,163,0
2021-03-26,bengaluru urban,1490,424349,632,406449,13327,3,4572,1
2021-03-26,bidar,65,8400,54,7734,482,1,180,4
2021-03-26,chamarajanagara,1,7052,11,6900,21,0,120,11
2021-03-26,chikkaballapura,15,13983,17,13767,97,0,118,1
2021-03-26,chikkamagaluru,6,14148,13,13948,61,0,139,0
2021-03-26,chitradurga,20,15097,7,14921,107,0,69,0
2021-03-26,dakshina kannada,72,35455,49,34117,596,0,740,2
2021-03-26,davanagere,6,22567,7,22238,65,0,264,0
2021-03-26,dharwada,31,22737,12,21917,195,0,625,0
2021-03-26,gadag,14,11123,6,10936,46,0,141,0
2021-03-26,hassana,32,29216,14,28478,340,0,398,0
2021-03-26,haveri,5,11044,0,10840,14,0,190,0
2021-03-26,kalaburagi,109,23252,50,22173,742,2,337,0
2021-03-26,kodagu,6,6315,26,6155,87,0,73,0
2021-03-26,kolara,45,10409,15,10075,156,1,178,0
2021-03-26,koppala,6,13992,0,13680,32,0,280,0
2021-03-26,others*,0,36,0,33,0,0,3,0
2021-03-26,raichuru,12,14415,6,14178,79,0,158,0
2021-03-26,ramanagara,1,7473,1,7369,27,0,77,0
2021-03-26,shivamogga,14,22679,5,22202,128,0,349,0
2021-03-26,tumakuru,126,26600,43,25740,465,1,395,0
2021-03-26,udupi,210,24790,63,23858,742,0,190,0
2021-03-26,uttara kannada,13,14874,7,14626,69,0,179,0
2021-03-26,vijayapura,36,14928,31,14530,191,0,207,0
2021-03-26,yadagiri,10,10769,4,10665,43,0,61,0
2021-03-27,bagalakote,11,13887,2,13678,73,0,136,0
2021-03-27,ballari,21,39629,3,38833,198,0,598,0
2021-03-27,belagavi,16,27307,26,26762,201,0,344,0
2021-03-27,bengaluru rural,58,19354,11,18793,398,0,163,0
2021-03-27,bengaluru urban,1820,426169,474,406923,14671,2,4574,1
2021-03-27,bidar,82,8482,35,7769,528,1,181,4
2021-03-27,chamarajanagara,7,7059,1,6901,27,0,120,11
2021-03-27,chikkaballapura,10,13993,10,13777,97,0,118,1
2021-03-27,chikkamagaluru,40,14188,11,13959,90,0,139,0
2021-03-27,chitradurga,9,15106,21,14942,95,0,69,0
2021-03-27,dakshina kannada,39,35494,79,34196,556,0,740,2
2021-03-27,davanagere,4,22571,17,22255,52,0,264,0
2021-03-27,dharwada,41,22778,27,21944,208,1,626,0
2021-03-27,gadag,13,11136,5,10941,54,0,141,0
2021-03-27,hassana,43,29259,25,28503,357,1,399,0
2021-03-27,haveri,2,11046,0,10840,16,0,190,0
2021-03-27,kalaburagi,147,23399,61,22234,826,2,339,0
2021-03-27,kodagu,7,6322,10,6165,84,0,73,0
2021-03-27,kolara,33,10442,14,10089,175,0,178,0
2021-03-27,koppala,6,13998,1,13681,37,0,280,0
2021-03-27,others*,0,36,0,33,0,0,3,0
2021-03-27,raichuru,10,14425,3,14181,86,0,158,0
2021-03-27,ramanagara,5,7478,1,7370,31,0,77,0
2021-03-27,shivamogga,15,22694,6,22208,137,0,349,0
2021-03-27,tumakuru,80,26680,35,25775,509,1,396,0
2021-03-27,udupi,156,24946,171,24029,727,0,190,0
2021-03-27,uttara kannada,14,14888,7,14633,76,0,179,0
2021-03-27,vijayapura,41,14969,32,14562,200,0,207,0
2021-03-27,yadagiri,9,10778,5,10670,47,0,61,0
2021-03-28,bagalakote,1,13888,2,13680,72,0,136,0
2021-03-28,ballari,53,39682,9,38842,242,0,598,0
2021-03-28,belagavi,36,27343,24,26786,213,0,344,0
2021-03-28,bengaluru rural,46,19400,12,18805,432,0,163,0
2021-03-28,bengaluru urban,2004,428173,786,407709,15882,7,4581,1
2021-03-28,bidar,63,8545,44,7813,547,0,181,4
2021-03-28,chamarajanagara,9,7068,5,6906,31,0,120,11
2021-03-28,chikkaballapura,17,14010,13,13790,101,0,118,1
2021-03-28,chikkamagaluru,8,14196,2,13961,96,0,139,0
2021-03-28,chitradurga,12,15118,18,14960,89,0,69,0
2021-03-28,dakshina kannada,68,35562,52,34248,572,0,740,2
2021-03-28,davanagere,7,22578,7,22262,52,0,264,0
2021-03-28,dharwada,60,22838,25,21969,243,0,626,0
2021-03-28,gadag,14,11150,5,10946,63,0,141,0
2021-03-28,hassana,65,29324,29,28532,393,0,399,0
2021-03-28,haveri,2,11048,1,10841,17,0,190,0
2021-03-28,kalaburagi,159,23558,32,22266,952,1,340,0
2021-03-28,kodagu,14,6336,14,6179,84,0,73,0
2021-03-28,kolara,9,10451,10,10099,174,0,178,0
2021-03-28,koppala,20,14018,1,13682,56,0,280,0
2021-03-28,others*,0,36,0,33,0,0,3,0
2021-03-28,raichuru,13,14438,6,14187,93,0,158,0
2021-03-28,ramanagara,3,7481,7,7377,27,0,77,0
2021-03-28,shivamogga,33,22727,11,22219,159,0,349,0
2021-03-28,tumakuru,59,26739,44,25819,523,1,397,0
2021-03-28,udupi,115,25061,27,24056,814,1,191,0
2021-03-28,uttara kannada,11,14899,2,14635,85,0,179,0
2021-03-28,vijayapura,24,14993,26,14588,198,0,207,0
2021-03-28,yadagiri,9,10787,4,10674,52,0,61,0
2021-03-29,bagalakote,12,13900,6,13686,78,0,136,0
2021-03-29,ballari,33,39715,8,38850,267,0,598,0
2021-03-29,belagavi,13,27356,36,26822,190,0,344,0
2021-03-29,bengaluru rural,28,19428,10,18815,450,0,163,0
2021-03-29,bengaluru urban,1742,429915,1356,409065,16259,9,4590,1
2021-03-29,bidar,247,8792,45,7858,748,1,182,4
2021-03-29,chamarajanagara,4,7072,2,6908,33,0,120,11
2021-03-29,chikkaballapura,6,14016,10,13800,97,0,118,1
2021-03-29,chikkamagaluru,25,14221,3,13964,118,0,139,0
2021-03-29,chitradurga,5,15123,22,14982,72,0,69,0
2021-03-29,dakshina kannada,45,35607,38,34286,579,0,740,2
2021-03-29,davanagere,2,22580,10,22272,44,0,264,0
2021-03-29,dharwada,55,22893,21,21990,277,0,626,0
2021-03-29,gadag,14,11164,3,10949,74,0,141,0
2021-03-29,hassana,32,29356,39,28571,383,3,402,0
2021-03-29,haveri,3,11051,0,10841,20,0,190,0
2021-03-29,kalaburagi,118,23676,27,22293,1043,0,340,0
2021-03-29,kodagu,2,6338,21,6200,65,0,73,0
2021-03-29,kolara,33,10484,15,10114,192,0,178,0
2021-03-29,koppala,21,14039,6,13688,71,0,280,0
2021-03-29,others*,0,36,0,33,0,0,3,0
2021-03-29,raichuru,7,14445,1,14188,99,0,158,0
2021-03-29,ramanagara,6,7487,3,7380,30,0,77,0
2021-03-29,shivamogga,5,22732,13,22232,151,0,349,0
2021-03-29,tumakuru,60,26799,40,25859,543,0,397,0
2021-03-29,udupi,71,25132,116,24172,769,0,191,0
2021-03-29,uttara kannada,15,14914,3,14638,97,0,179,0
2021-03-29,vijayapura,28,15021,15,14603,211,0,207,0
2021-03-29,yadagiri,9,10796,1,10675,60,0,61,0
2021-03-30,bagalakote,4,13904,6,13692,76,0,136,0
2021-03-30,ballari,48,39763,26,38876,289,0,598,0
2021-03-30,belagavi,19,27375,20,26842,189,0,344,0
2021-03-30,bengaluru rural,66,19494,15,18830,499,2,165,0
2021-03-30,bengaluru urban,1984,431899,650,409715,17582,11,4601,1
2021-03-30,bidar,102,8894,31,7889,818,1,183,4
2021-03-30,chamarajanagara,3,7075,0,6908,36,0,120,11
2021-03-30,chikkaballapura,12,14028,23,13823,86,0,118,1
2021-03-30,chikkamagaluru,14,14235,5,13969,126,1,140,0
2021-03-30,chitradurga,19,15142,23,15005,68,0,69,0
2021-03-30,dakshina kannada,47,35654,44,34330,582,0,740,2
2021-03-30,davanagere,9,22589,3,22275,50,0,264,0
2021-03-30,dharwada,24,22917,21,22011,280,0,626,0
2021-03-30,gadag,14,11178,4,10953,84,0,141,0
2021-03-30,hassana,57,29413,25,28596,414,1,403,0
2021-03-30,haveri,0,11051,3,10844,17,0,190,0
2021-03-30,kalaburagi,156,23832,82,22375,1116,1,341,0
2021-03-30,kodagu,1,6339,6,6206,60,0,73,0
2021-03-30,kolara,21,10505,29,10143,184,0,178,0
2021-03-30,koppala,15,14054,1,13689,85,0,280,0
2021-03-30,others*,0,36,0,33,0,0,3,0
2021-03-30,raichuru,12,14457,6,14194,105,0,158,0
2021-03-30,ramanagara,13,7500,0,7380,43,0,77,0
2021-03-30,shivamogga,32,22764,14,22246,169,0,349,0
2021-03-30,tumakuru,43,26842,38,25897,548,0,397,0
2021-03-30,udupi,53,25185,79,24251,743,0,191,0
2021-03-30,uttara kannada,40,14954,9,14647,128,0,179,0
2021-03-30,vijayapura,15,15036,22,14625,204,0,207,0
2021-03-30,yadagiri,7,10803,2,10677,65,0,61,0
2021-03-31,bagalakote,8,13912,20,13712,64,0,136,0
2021-03-31,ballari,68,39831,11,38887,346,0,598,0
2021-03-31,belagavi,39,27414,20,26862,208,0,344,0
2021-03-31,bengaluru rural,80,19574,29,18859,550,0,165,0
2021-03-31,bengaluru urban,2928,434827,879,410594,19613,18,4619,1
2021-03-31,bidar,159,9053,15,7904,962,0,183,4
2021-03-31,chamarajanagara,3,7078,5,6913,34,0,120,11
2021-03-31,chikkaballapura,11,14039,10,13833,87,0,118,1
2021-03-31,chikkamagaluru,16,14251,5,13974,136,1,141,0
2021-03-31,chitradurga,12,15154,13,15018,67,0,69,0
2021-03-31,dakshina kannada,43,35697,55,34385,570,0,740,2
2021-03-31,davanagere,16,22605,8,22283,58,0,264,0
2021-03-31,dharwada,62,22979,13,22024,329,0,626,0
2021-03-31,gadag,14,11192,8,10961,90,0,141,0
2021-03-31,hassana,74,29487,38,28634,450,0,403,0
2021-03-31,haveri,1,11052,3,10847,15,0,190,0
2021-03-31,kalaburagi,137,23969,47,22422,1204,2,343,0
2021-03-31,kodagu,18,6357,12,6218,66,0,73,0
2021-03-31,kolara,20,10525,30,10173,173,1,179,0
2021-03-31,koppala,20,14074,1,13690,104,0,280,0
2021-03-31,others*,0,36,0,33,0,0,3,0
2021-03-31,raichuru,22,14479,5,14199,122,0,158,0
2021-03-31,ramanagara,6,7506,2,7382,47,0,77,0
2021-03-31,shivamogga,31,22795,7,22253,193,0,349,0
2021-03-31,tumakuru,138,26980,18,25915,666,2,399,0
2021-03-31,udupi,56,25241,141,24392,657,1,192,0
2021-03-31,uttara kannada,37,14991,8,14655,156,1,180,0
2021-03-31,vijayapura,15,15051,18,14643,201,0,207,0
2021-03-31,yadagiri,10,10813,3,10680,72,0,61,0
2021-04-01,bagalakote,19,13931,2,13714,81,0,136,0
2021-04-01,ballari,25,39856,10,38897,361,0,598,0
2021-04-01,belagavi,46,27460,3,26865,251,0,344,0
2021-04-01,bengaluru rural,73,19647,19,18878,604,0,165,0
2021-04-01,bengaluru urban,2906,437733,719,411313,21789,11,4630,1
2021-04-01,bidar,218,9271,120,8024,1059,1,184,4
2021-04-01,chamarajanagara,17,7095,3,6916,48,0,120,11
2021-04-01,chikkaballapura,8,14047,21,13854,74,0,118,1
2021-04-01,chikkamagaluru,51,14302,14,13988,173,0,141,0
2021-04-01,chitradurga,28,15182,10,15028,85,0,69,0
2021-04-01,dakshina kannada,30,35727,36,34421,564,0,740,2
2021-04-01,davanagere,17,22622,8,22291,67,0,264,0
2021-04-01,dharwada,57,23036,36,22060,348,2,628,0
2021-04-01,gadag,15,11207,10,10971,95,0,141,0
2021-04-01,hassana,67,29554,21,28655,496,0,403,0
2021-04-01,haveri,4,11056,0,10847,19,0,190,0
2021-04-01,kalaburagi,144,24113,103,22525,1244,1,344,0
2021-04-01,kodagu,23,6380,13,6231,76,0,73,0
2021-04-01,kolara,31,10556,25,10198,179,0,179,0
2021-04-01,koppala,9,14083,5,13695,108,0,280,0
2021-04-01,others*,0,36,0,33,0,0,3,0
2021-04-01,raichuru,21,14500,5,14204,138,0,158,0
2021-04-01,ramanagara,3,7509,3,7385,47,0,77,0
2021-04-01,shivamogga,24,22819,10,22263,207,0,349,0
2021-04-01,tumakuru,102,27082,40,25955,727,1,400,0
2021-04-01,udupi,53,25294,210,24602,500,0,192,0
2021-04-01,uttara kannada,44,15035,17,14672,183,0,180,0
2021-04-01,vijayapura,18,15069,31,14674,188,0,207,0
2021-04-01,yadagiri,5,10818,3,10683,74,0,61,0
2021-04-02,bagalakote,13,13944,13,13727,81,0,136,0
2021-04-02,ballari,34,39890,38,38935,357,0,598,0
2021-04-02,belagavi,35,27495,14,26879,272,0,344,0
2021-04-02,bengaluru rural,69,19716,21,18899,652,0,165,0
2021-04-02,bengaluru urban,3509,441242,693,412006,24600,5,4635,1
2021-04-02,bidar,126,9397,64,8088,1121,0,184,4
2021-04-02,chamarajanagara,13,7108,4,6920,57,0,120,11
2021-04-02,chikkaballapura,10,14057,16,13870,68,0,118,1
2021-04-02,chikkamagaluru,47,14349,9,13997,211,0,141,0
2021-04-02,chitradurga,22,15204,10,15038,97,0,69,0
2021-04-02,dakshina kannada,105,35832,65,34486,604,0,740,2
2021-04-02,davanagere,21,22643,7,22298,81,0,264,0
2021-04-02,dharwada,62,23098,35,22095,375,0,628,0
2021-04-02,gadag,16,11223,13,10984,98,0,141,0
2021-04-02,hassana,102,29656,35,28690,563,0,403,0
2021-04-02,haveri,8,11064,1,10848,26,0,190,0
2021-04-02,kalaburagi,105,24218,133,22658,1215,1,345,0
2021-04-02,kodagu,3,6383,8,6239,71,0,73,0
2021-04-02,kolara,74,10630,40,10238,213,0,179,0
2021-04-02,koppala,6,14089,0,13695,114,0,280,0
2021-04-02,others*,0,36,0,33,0,0,3,0
2021-04-02,raichuru,27,14527,12,14216,153,0,158,0
2021-04-02,ramanagara,5,7514,9,7394,43,0,77,0
2021-04-02,shivamogga,37,22856,13,22276,231,0,349,0
2021-04-02,tumakuru,142,27224,42,25997,827,0,400,0
2021-04-02,udupi,95,25389,162,24764,433,0,192,0
2021-04-02,uttara kannada,25,15060,12,14684,196,0,180,0
2021-04-02,vijayapura,30,15099,25,14699,193,0,207,0
2021-04-02,yadagiri,18,10836,2,10685,90,0,61,0
2021-04-03,bagalakote,8,13952,8,13735,81,0,136,0
2021-04-03,ballari,23,39913,34,38969,346,0,598,0
2021-04-03,belagavi,30,27525,16,26895,286,0,344,0
2021-04-03,bengaluru rural,54,19770,33,18932,673,0,165,0
2021-04-03,bengaluru urban,3002,444244,1052,413058,26544,6,4641,1
2021-04-03,bidar,172,9569,51,8139,1242,0,184,4
2021-04-03,chamarajanagara,18,7126,6,6926,69,0,120,11
2021-04-03,chikkaballapura,13,14070,9,13879,72,0,118,1
2021-04-03,chikkamagaluru,36,14385,6,14003,241,0,141,0
2021-04-03,chitradurga,14,15218,11,15049,100,0,69,0
2021-04-03,dakshina kannada,83,35915,67,34553,620,0,740,2
2021-04-03,davanagere,29,22672,5,22303,105,0,264,0
2021-04-03,dharwada,39,23137,39,22134,375,0,628,0
2021-04-03,gadag,9,11232,13,10997,94,0,141,0
2021-04-03,hassana,59,29715,53,28743,566,3,406,0
2021-04-03,haveri,4,11068,2,10850,28,0,190,0
2021-04-03,kalaburagi,151,24369,93,22751,1272,1,346,0
2021-04-03,kodagu,11,6394,10,6249,72,0,73,0
2021-04-03,kolara,37,10667,39,10277,211,0,179,0
2021-04-03,koppala,32,14121,10,13705,136,0,280,0
2021-04-03,others*,0,36,0,33,0,0,3,0
2021-04-03,raichuru,19,14546,12,14228,160,0,158,0
2021-04-03,ramanagara,7,7521,1,7395,49,0,77,0
2021-04-03,shivamogga,36,22892,13,22289,254,0,349,0
2021-04-03,tumakuru,167,27391,45,26042,948,1,401,0
2021-04-03,udupi,53,25442,111,24875,375,0,192,0
2021-04-03,uttara kannada,29,15089,15,14699,210,0,180,0
2021-04-03,vijayapura,18,15117,28,14727,183,0,207,0
2021-04-03,yadagiri,13,10849,5,10690,98,0,61,0
2021-04-04,bagalakote,20,13972,9,13744,92,0,136,0
