date,unit_name,ppe,n95_masks,reusable_masks,disposable_masks,gloves,sanitizer
2020-11-19,diamond harbour mc&h,13300,21700,10100,139500,141500,3598.0
2020-11-19,malda mc&h,18800,69100,13100,178500,202500,5568.0
2020-11-19,murshidabad mc&h,30130,68450,14600,119000,172500,1940.0
2020-11-19,bardhaman mc&h,23900,34100,17500,173500,194500,2998.0
2020-11-19,medinipur mc&h,53800,70200,34100,241500,172000,11198.0
2020-11-19,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-19,rampurhat mc&h,21400,24400,17600,38000,64500,10048.0
2020-11-19,raiganj mc&h,14100,11900,13100,50000,71000,1890.0
2020-11-19,jnm mc&h,17400,20000,24000,45000,40000,2572.0
2020-11-19,sagar dutta mc&h,59520,82330,17600,159550,173000,7278.0
2020-11-19,id & bg hospital,45050,58800,20600,97100,73500,2671.0
2020-11-19,rg kar mch,40850,61000,15800,283050,291200,6807.0
2020-11-19,nrs mch,60250,86000,30800,204550,185200,4490.0
2020-11-19,ipgmer & sskmh,98900,108590,66600,412050,389500,14217.0
2020-11-19,"medical college, kolkata",148450,132000,20800,296050,352500,8212.0
2020-11-19,cnmch,51350,47800,23150,133500,99500,3472.0
2020-11-19,other govt dept/institutions,407101,366195,209788,1008921,944902,52280.3
2020-11-19,stock in hand-in transit,341568,612835,789601,787,1508,31793.9
2020-11-19,,2644262,3045040,2347359,7185208,6743210,343790.2
2020-11-18,alipurduar,17800,24250,13400,97900,70200,4542.0
2020-11-18,bankura,42450,42200,27300,156050,101200,6948.0
2020-11-18,birbhum,35150,24300,32400,92050,44700,5521.0
2020-11-18,bishnupur hd,13350,29100,54600,119250,108200,5611.0
2020-11-18,coochbehar,32100,26450,26700,41100,7200,4354.0
2020-11-18,dakshin dinajpur,19400,18650,21500,117600,77200,4921.0
2020-11-18,darjeeling,48250,47650,22900,32200,10700,4298.0
2020-11-18,diamond harbour hd,39250,30300,28000,104550,96500,3734.0
2020-11-18,hooghly,58370,47750,47000,167200,144100,10641.0
2020-11-18,howrah,107450,68500,63780,192050,215200,6331.0
2020-11-18,jalpaiguri,33800,33600,45300,108000,56200,5563.0
2020-11-18,jhargram,13250,13100,24890,54050,51200,4093.0
2020-11-18,kalimpong,20150,20900,19000,66050,31200,4070.5
2020-11-18,malda,25600,22200,26000,83100,93700,7051.0
2020-11-18,murshidabad,32333,47880,47200,143100,129200,10080.0
2020-11-18,nadia,56570,35240,36800,142050,126700,5231.0
2020-11-18,north 24 parganas,92800,67740,31440,184000,108700,7133.5
2020-11-18,basirhat hd,42820,42230,32280,141050,158000,5097.0
2020-11-18,paschim bardhaman,35850,32100,17580,113000,112900,1707.0
2020-11-18,paschim medinipur,32450,43300,41090,151050,135700,6935.0
2020-11-18,purba bardhaman,55650,48200,26800,132550,133700,9043.0
2020-11-18,purba medinipur,50050,36700,33220,79050,88100,1731.0
2020-11-18,nandigram hd,15750,30100,30640,117550,78200,6829.0
2020-11-18,purulia,47950,32100,52700,143050,117700,7121.0
2020-11-18,rampurhat hd,23650,28000,30300,59550,69500,5437.0
2020-11-18,south 24 parganas,52450,32100,33400,102250,102400,2141.0
2020-11-18,uttar dinajpur,35750,42050,43600,110050,118700,5653.0
2020-11-18,bankura s mc&h,18500,41650,10200,173500,170400,2660.0
2020-11-18,coochbehar mc&h,13800,13900,14600,50500,80500,2792.0
2020-11-18,nb mc&h,39350,90500,20000,217200,205500,7590.0
2020-11-18,diamond harbour mc&h,13300,20700,10100,139500,141500,3398.0
2020-11-18,malda mc&h,18800,67100,13100,178500,197500,5318.0
2020-11-18,murshidabad mc&h,30130,65950,14600,119000,172500,1940.0
2020-11-18,bardhaman mc&h,23900,34100,17500,173500,194500,2998.0
2020-11-18,medinipur mc&h,51800,68200,34100,241500,172000,10698.0
2020-11-18,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-18,rampurhat mc&h,20900,23400,17600,38000,64500,9648.0
2020-11-18,raiganj mc&h,14100,11900,13100,50000,71000,1890.0
2020-11-18,jnm mc&h,17400,20000,24000,45000,40000,2472.0
2020-11-18,sagar dutta mc&h,57520,79330,17600,159550,173000,7078.0
2020-11-18,id & bg hospital,45050,56800,20600,97100,73500,2671.0
2020-11-18,rg kar mch,40850,61000,15800,283050,291200,6607.0
2020-11-18,nrs mch,60250,83000,30800,204550,185200,4390.0
2020-11-18,ipgmer & sskmh,98900,106590,66600,412050,389500,13717.0
2020-11-18,"medical college, kolkata",142450,128000,20800,296050,352500,7912.0
2020-11-18,cnmch,51350,47800,23150,133500,99500,3472.0
2020-11-18,other govt dept/institutions,399601,359695,207888,986721,944902,51400.3
2020-11-18,stock in hand-in transit,387568,658835,793801,12487,1008,38223.9
2020-11-18,,2639262,3025040,2347359,7160208,6713210,342790.2
2020-11-17,alipurduar,17800,24250,13400,97900,70200,4542.0
2020-11-17,bankura,42450,42200,27300,156050,101200,6948.0
2020-11-17,birbhum,35150,24300,32400,92050,44700,5521.0
2020-11-17,bishnupur hd,13350,29100,54600,119250,108200,5611.0
2020-11-17,coochbehar,32100,26450,26700,41100,7200,4354.0
2020-11-17,dakshin dinajpur,19400,18650,21500,117600,77200,4921.0
2020-11-17,darjeeling,48250,47650,22900,32200,10700,4298.0
2020-11-17,diamond harbour hd,39250,30300,28000,104550,96500,3734.0
2020-11-17,hooghly,58370,47750,47000,167200,144100,10641.0
2020-11-17,howrah,107450,68500,63780,192050,215200,6331.0
2020-11-17,jalpaiguri,33800,33600,45300,108000,56200,5563.0
2020-11-17,jhargram,13250,13100,24890,54050,51200,4093.0
2020-11-17,kalimpong,20150,20900,19000,66050,31200,4070.5
2020-11-17,malda,25600,22200,26000,83100,93700,7051.0
2020-11-17,murshidabad,32333,47880,47200,143100,129200,10080.0
2020-11-17,nadia,56570,35240,36800,142050,126700,5231.0
2020-11-17,north 24 parganas,92800,67740,31440,184000,98700,7133.5
2020-11-17,basirhat hd,42820,42230,32280,141050,158000,5097.0
2020-11-17,paschim bardhaman,35850,32100,17580,113000,109900,1707.0
2020-11-17,paschim medinipur,32450,43300,41090,151050,133700,6935.0
2020-11-17,purba bardhaman,55650,48200,26800,132550,128700,9043.0
2020-11-17,purba medinipur,50050,36700,33220,79050,82100,1731.0
2020-11-17,nandigram hd,15750,30100,30640,117550,76200,6829.0
2020-11-17,purulia,47950,32100,52700,143050,113700,7121.0
2020-11-17,rampurhat hd,23650,28000,30300,59550,66500,5437.0
2020-11-17,south 24 parganas,52450,32100,33400,102250,94400,2141.0
2020-11-17,uttar dinajpur,35750,42050,43600,110050,118700,5653.0
2020-11-17,bankura s mc&h,18500,41650,10200,173500,170400,2660.0
2020-11-17,coochbehar mc&h,13800,13900,14600,50500,77500,2792.0
2020-11-17,nb mc&h,39350,90500,20000,217200,205500,7590.0
2020-11-17,diamond harbour mc&h,13300,20700,10100,139500,141500,3398.0
2020-11-17,malda mc&h,18800,67100,13100,178500,197500,5318.0
2020-11-17,murshidabad mc&h,30130,65950,14600,119000,172500,1940.0
2020-11-17,bardhaman mc&h,23900,34100,17500,173500,194500,2998.0
2020-11-17,medinipur mc&h,51800,68200,34100,241500,172000,10698.0
2020-11-17,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-17,rampurhat mc&h,20900,23400,17600,38000,61500,9648.0
2020-11-17,raiganj mc&h,14100,11900,13100,50000,71000,1890.0
2020-11-17,jnm mc&h,17400,20000,24000,45000,40000,2472.0
2020-11-17,sagar dutta mc&h,57520,79330,17600,159550,173000,7078.0
2020-11-17,id & bg hospital,45050,56800,20600,97100,73500,2671.0
2020-11-17,rg kar mch,40850,61000,15800,283050,291200,6607.0
2020-11-17,nrs mch,60250,83000,30800,204550,185200,4390.0
2020-11-17,ipgmer & sskmh,98900,106590,66600,412050,389500,13717.0
2020-11-17,"medical college, kolkata",142450,128000,20800,289050,352500,7912.0
2020-11-17,cnmch,51350,47800,23150,133500,99500,3472.0
2020-11-17,other govt dept/institutions,399601,359695,207888,974601,942402,51400.3
2020-11-17,stock in hand-in transit,382568,633835,793801,1607,2508,37223.9
2020-11-17,,2634262,3000040,2347359,7130208,6663210,341790.2
2020-11-16,alipurduar,17800,24250,13400,97900,70200,4542.0
2020-11-16,bankura,42450,42200,27300,156050,101200,6948.0
2020-11-16,birbhum,35150,24300,32400,92050,44700,5521.0
2020-11-16,bishnupur hd,13350,29100,54600,119250,108200,5611.0
2020-11-16,coochbehar,32100,26450,26700,41100,7200,4354.0
2020-11-16,dakshin dinajpur,19400,18650,21500,117600,77200,4921.0
2020-11-16,darjeeling,48250,47650,22900,32200,10700,4298.0
2020-11-16,diamond harbour hd,39250,30300,28000,104550,96500,3734.0
2020-11-16,hooghly,58370,47750,47000,167200,144100,10641.0
2020-11-16,howrah,107450,68500,63780,192050,207200,6331.0
2020-11-16,jalpaiguri,33800,33600,45300,108000,56200,5563.0
2020-11-16,jhargram,13250,13100,24890,54050,51200,4093.0
2020-11-16,kalimpong,20150,20900,19000,66050,31200,4070.5
2020-11-16,malda,25600,22200,26000,83100,91700,7051.0
2020-11-16,murshidabad,32333,47880,47200,143100,124200,10080.0
2020-11-16,nadia,56570,35240,36800,142050,125700,5231.0
2020-11-16,north 24 parganas,92800,67740,31440,184000,98700,7133.5
2020-11-16,basirhat hd,42820,42230,32280,141050,155000,5097.0
2020-11-16,paschim bardhaman,35850,32100,17580,113000,109900,1707.0
2020-11-16,paschim medinipur,32450,43300,41090,151050,133700,6935.0
2020-11-16,purba bardhaman,55650,48200,26800,132550,128700,9043.0
2020-11-16,purba medinipur,50050,36700,33220,79050,82100,1731.0
2020-11-16,nandigram hd,15750,30100,30640,117550,76200,6829.0
2020-11-16,purulia,47950,32100,52700,143050,113700,7121.0
2020-11-16,rampurhat hd,23650,28000,30300,59550,66500,5437.0
2020-11-16,south 24 parganas,52450,32100,33400,102250,94400,2141.0
2020-11-16,uttar dinajpur,35750,42050,43600,110050,118700,5653.0
2020-11-16,bankura s mc&h,18500,41650,10200,173500,170400,2660.0
2020-11-16,coochbehar mc&h,13800,13900,14600,50500,77500,2792.0
2020-11-16,nb mc&h,39350,90500,20000,217200,205500,7590.0
2020-11-16,diamond harbour mc&h,13300,20700,10100,139500,141500,3398.0
2020-11-16,malda mc&h,18800,67100,13100,178500,197500,5318.0
2020-11-16,murshidabad mc&h,30130,65950,14600,119000,172500,1940.0
2020-11-16,bardhaman mc&h,23900,34100,17500,173500,194500,2998.0
2020-11-16,medinipur mc&h,51800,68200,34100,241500,172000,10698.0
2020-11-16,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-16,rampurhat mc&h,20900,23400,17600,38000,61500,9648.0
2020-11-16,raiganj mc&h,14100,11900,13100,50000,71000,1890.0
2020-11-16,jnm mc&h,17400,20000,24000,45000,40000,2472.0
2020-11-16,sagar dutta mc&h,57520,79330,17600,159550,173000,7078.0
2020-11-16,id & bg hospital,45050,56800,20600,97100,73500,2671.0
2020-11-16,rg kar mch,40850,61000,15800,283050,291200,6607.0
2020-11-16,nrs mch,60250,83000,30800,198550,185200,4390.0
2020-11-16,ipgmer & sskmh,98900,106590,66600,400050,389500,13717.0
2020-11-16,"medical college, kolkata",142450,128000,20800,282050,352500,7912.0
2020-11-16,cnmch,51350,47800,23150,133500,99500,3472.0
2020-11-16,other govt dept/institutions,399601,359695,207888,974601,942402,51400.3
2020-11-16,stock in hand-in transit,377568,613835,793801,1607,1508,36223.9
2020-11-16,,2629262,2980040,2347359,7105208,6643210,340790.2
2020-11-15,alipurduar,17800,24250,13400,97900,70200,4542.0
2020-11-15,bankura,42450,42200,27300,156050,101200,6948.0
2020-11-15,birbhum,35150,24300,32400,92050,44700,5521.0
2020-11-15,bishnupur hd,13350,29100,54600,119250,108200,5611.0
2020-11-15,coochbehar,32100,26450,26700,41100,7200,4354.0
2020-11-15,dakshin dinajpur,19400,18650,21500,117600,77200,4921.0
2020-11-15,darjeeling,48250,47650,22900,32200,10700,4298.0
2020-11-15,diamond harbour hd,39250,30300,28000,104550,96500,3734.0
2020-11-15,hooghly,58370,47750,47000,167200,134100,10641.0
2020-11-15,howrah,107450,68500,63780,192050,207200,6331.0
2020-11-15,jalpaiguri,33800,33600,45300,108000,51200,5563.0
2020-11-15,jhargram,13250,13100,24890,54050,51200,4093.0
2020-11-15,kalimpong,20150,20900,19000,66050,31200,4070.5
2020-11-15,malda,25600,22200,26000,83100,91700,7051.0
2020-11-15,murshidabad,32333,47880,47200,143100,124200,10080.0
2020-11-15,nadia,56570,35240,36800,142050,125700,5231.0
2020-11-15,north 24 parganas,92800,67740,31440,184000,98700,7133.5
2020-11-15,basirhat hd,42820,42230,32280,141050,155000,5097.0
2020-11-15,paschim bardhaman,35850,32100,17580,113000,109900,1707.0
2020-11-15,paschim medinipur,32450,43300,41090,151050,133700,6935.0
2020-11-15,purba bardhaman,55650,48200,26800,132550,128700,9043.0
2020-11-15,purba medinipur,50050,36700,33220,79050,82100,1731.0
2020-11-15,nandigram hd,15750,30100,30640,117550,76200,6829.0
2020-11-15,purulia,47950,32100,52700,143050,113700,7121.0
2020-11-15,rampurhat hd,23650,28000,30300,59550,66500,5437.0
2020-11-15,south 24 parganas,52450,32100,33400,102250,94400,2141.0
2020-11-15,uttar dinajpur,35750,42050,43600,110050,118700,5653.0
2020-11-15,bankura s mc&h,18500,41650,10200,173500,170400,2660.0
2020-11-15,coochbehar mc&h,13800,13900,14600,50500,77500,2792.0
2020-11-15,nb mc&h,39350,90500,20000,217200,205500,7590.0
2020-11-15,diamond harbour mc&h,13300,20700,10100,139500,141500,3398.0
2020-11-15,malda mc&h,18800,67100,13100,178500,197500,5318.0
2020-11-15,murshidabad mc&h,30130,65950,14600,119000,172500,1940.0
2020-11-15,bardhaman mc&h,23900,34100,17500,167500,194500,2998.0
2020-11-15,medinipur mc&h,51800,68200,34100,241500,172000,10698.0
2020-11-15,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-15,rampurhat mc&h,20900,23400,17600,38000,61500,9648.0
2020-11-15,raiganj mc&h,14100,11900,13100,50000,71000,1890.0
2020-11-15,jnm mc&h,17400,20000,24000,45000,40000,2472.0
2020-11-15,sagar dutta mc&h,57520,79330,17600,153550,173000,7078.0
2020-11-15,id & bg hospital,45050,56800,20600,96100,73500,2671.0
2020-11-15,rg kar mch,40850,61000,15800,275050,291200,6607.0
2020-11-15,nrs mch,60250,83000,30800,194550,185200,4390.0
2020-11-15,ipgmer & sskmh,98900,106590,66600,400050,389500,13717.0
2020-11-15,"medical college, kolkata",142450,128000,20800,282050,352500,7912.0
2020-11-15,cnmch,51350,47800,23150,133500,99500,3472.0
2020-11-15,other govt dept/institutions,399601,359695,207888,974601,942402,51400.3
2020-11-15,stock in hand-in transit,371568,583835,793801,1607,1508,35223.9
2020-11-15,,2623262,2950040,2347359,7080208,6628210,339790.2
2020-11-14,alipurduar,17800,24250,13400,97900,70200,4542.0
2020-11-14,bankura,42450,42200,27300,156050,101200,6948.0
2020-11-14,birbhum,35150,24300,32400,92050,39700,5521.0
2020-11-14,bishnupur hd,13350,29100,54600,119250,105200,5611.0
2020-11-14,coochbehar,32100,26450,26700,41100,7200,4354.0
2020-11-14,dakshin dinajpur,19400,18650,21500,117600,74700,4921.0
2020-11-14,darjeeling,48250,47650,22900,32200,10700,4298.0
2020-11-14,diamond harbour hd,39250,30300,28000,104550,91500,3734.0
2020-11-14,hooghly,58370,47750,47000,167200,134100,10641.0
2020-11-14,howrah,107450,68500,63780,192050,207200,6331.0
2020-11-14,jalpaiguri,33800,33600,45300,108000,51200,5563.0
2020-11-14,jhargram,13250,13100,24890,54050,51200,4093.0
2020-11-14,kalimpong,20150,20900,19000,66050,27200,4070.5
2020-11-14,malda,25600,22200,26000,83100,91700,7051.0
2020-11-14,murshidabad,32333,47880,47200,143100,124200,10080.0
2020-11-14,nadia,56570,35240,36800,142050,125700,5231.0
2020-11-14,north 24 parganas,92800,67740,31440,184000,98700,7133.5
2020-11-14,basirhat hd,42820,42230,32280,141050,155000,5097.0
2020-11-14,paschim bardhaman,35850,32100,17580,113000,109900,1707.0
2020-11-14,paschim medinipur,32450,43300,41090,151050,133700,6935.0
2020-11-14,purba bardhaman,55650,48200,26800,132550,128700,9043.0
2020-11-14,purba medinipur,50050,36700,33220,79050,82100,1731.0
2020-11-14,nandigram hd,15750,30100,30640,117550,76200,6829.0
2020-11-14,purulia,47950,32100,52700,143050,113700,7121.0
2020-11-14,rampurhat hd,23650,28000,30300,59550,66500,5437.0
2020-11-14,south 24 parganas,52450,32100,33400,102250,94400,2141.0
2020-11-14,uttar dinajpur,35750,42050,43600,110050,118700,5653.0
2020-11-14,bankura s mc&h,18500,41650,10200,173500,170400,2660.0
2020-11-14,coochbehar mc&h,13800,13900,14600,50500,77500,2792.0
2020-11-14,nb mc&h,39350,90500,20000,217200,205500,7590.0
2020-11-14,diamond harbour mc&h,13300,20700,10100,139500,141500,3398.0
2020-11-14,malda mc&h,18800,67100,13100,178500,197500,5318.0
2020-11-14,murshidabad mc&h,30130,65950,14600,119000,172500,1940.0
2020-11-14,bardhaman mc&h,23900,34100,17500,167500,194500,2998.0
2020-11-14,medinipur mc&h,51800,68200,34100,233500,172000,10698.0
2020-11-14,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-14,rampurhat mc&h,20900,23400,17600,38000,61500,9648.0
2020-11-14,raiganj mc&h,14100,11900,13100,50000,71000,1890.0
2020-11-14,jnm mc&h,17400,20000,24000,45000,40000,2472.0
2020-11-14,sagar dutta mc&h,57520,79330,17600,153550,173000,7078.0
2020-11-14,id & bg hospital,45050,56800,20600,93100,73500,2671.0
2020-11-14,rg kar mch,40850,61000,15800,275050,291200,6607.0
2020-11-14,nrs mch,60250,83000,30800,194550,185200,4390.0
2020-11-14,ipgmer & sskmh,98900,106590,66600,400050,389500,13717.0
2020-11-14,"medical college, kolkata",142450,128000,20800,282050,352500,7912.0
2020-11-14,cnmch,51350,47800,23150,133500,99500,3472.0
2020-11-14,other govt dept/institutions,399601,359695,207888,959601,942402,51400.3
2020-11-14,stock in hand-in transit,365568,563835,793801,2607,1008,34223.9
2020-11-14,,2617262,2930040,2347359,7055208,6608210,338790.2
2020-11-13,alipurduar,17800,24250,13400,97900,70200,4542.0
2020-11-13,bankura,42450,42200,27300,156050,98200,6948.0
2020-11-13,birbhum,35150,24300,32400,92050,39700,5521.0
2020-11-13,bishnupur hd,13350,29100,54600,119250,105200,5611.0
2020-11-13,coochbehar,32100,26450,26700,41100,7200,4354.0
2020-11-13,dakshin dinajpur,19400,18650,21500,117600,74700,4921.0
2020-11-13,darjeeling,48250,47650,22900,32200,10700,4298.0
2020-11-13,diamond harbour hd,39250,30300,28000,104550,91500,3734.0
2020-11-13,hooghly,58370,47750,47000,167200,134100,10641.0
2020-11-13,howrah,107450,68500,63780,192050,207200,6331.0
2020-11-13,jalpaiguri,33800,33600,45300,108000,51200,5563.0
2020-11-13,jhargram,13250,13100,24890,54050,51200,4093.0
2020-11-13,kalimpong,20150,20900,19000,66050,27200,4070.5
2020-11-13,malda,25600,22200,26000,83100,91700,7051.0
2020-11-13,murshidabad,32333,47880,47200,143100,124200,10080.0
2020-11-13,nadia,56570,35240,36800,142050,125700,5231.0
2020-11-13,north 24 parganas,92800,67740,31440,184000,98700,7133.5
2020-11-13,basirhat hd,42820,42230,32280,141050,155000,5097.0
2020-11-13,paschim bardhaman,35850,32100,17580,113000,109900,1707.0
2020-11-13,paschim medinipur,32450,43300,41090,151050,133700,6935.0
2020-11-13,purba bardhaman,55650,48200,26800,132550,128700,9043.0
2020-11-13,purba medinipur,50050,36700,33220,79050,82100,1731.0
2020-11-13,nandigram hd,15750,30100,30640,117550,76200,6829.0
2020-11-13,purulia,47950,32100,52700,143050,113700,7121.0
2020-11-13,rampurhat hd,23650,28000,30300,59550,66500,5437.0
2020-11-13,south 24 parganas,52450,32100,33400,97250,94400,2141.0
2020-11-13,uttar dinajpur,35750,42050,43600,107050,118700,5653.0
2020-11-13,bankura s mc&h,18500,41650,10200,168500,170400,2660.0
2020-11-13,coochbehar mc&h,13800,13900,14600,50500,77500,2792.0
2020-11-13,nb mc&h,39350,90500,20000,210200,205500,7590.0
2020-11-13,diamond harbour mc&h,13300,20700,10100,136500,138000,3398.0
2020-11-13,malda mc&h,18800,67100,13100,178500,197500,5318.0
2020-11-13,murshidabad mc&h,30130,65950,14600,119000,172500,1940.0
2020-11-13,bardhaman mc&h,23900,34100,17500,167500,194500,2998.0
2020-11-13,medinipur mc&h,51800,68200,34100,233500,172000,10698.0
2020-11-13,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-13,rampurhat mc&h,20900,23400,17600,38000,61500,9648.0
2020-11-13,raiganj mc&h,14100,11900,13100,50000,71000,1890.0
2020-11-13,jnm mc&h,17400,20000,24000,45000,40000,2472.0
2020-11-13,sagar dutta mc&h,57520,79330,17600,153550,173000,7078.0
2020-11-13,id & bg hospital,45050,56800,20600,93100,73500,2671.0
2020-11-13,rg kar mch,40850,61000,15800,275050,291200,6607.0
2020-11-13,nrs mch,60250,83000,30800,194550,185200,4390.0
2020-11-13,ipgmer & sskmh,98900,106590,66600,400050,389500,13717.0
2020-11-13,"medical college, kolkata",142450,128000,20800,282050,352500,7912.0
2020-11-13,cnmch,51350,47800,23150,133500,99500,3472.0
2020-11-13,other govt dept/institutions,399601,359595,207888,959601,918402,50965.3
2020-11-13,stock in hand-in transit,360568,538935,793801,607,1508,33658.9
2020-11-13,,2612262,2905040,2347359,7030208,6578210,337790.2
2020-11-12,alipurduar,17800,24250,13400,97900,70200,4542.0
2020-11-12,bankura,42450,42200,27300,156050,98200,6948.0
2020-11-12,birbhum,35150,24300,32400,92050,39700,5521.0
2020-11-12,bishnupur hd,13350,29100,54600,119250,105200,5611.0
2020-11-12,coochbehar,32100,26450,26700,41100,7200,4354.0
2020-11-12,dakshin dinajpur,19400,18650,21500,117600,74700,4921.0
2020-11-12,darjeeling,48250,47650,22900,32200,10700,4298.0
2020-11-12,diamond harbour hd,39250,30300,28000,104550,91500,3734.0
2020-11-12,hooghly,58370,47750,47000,167200,134100,10641.0
2020-11-12,howrah,107450,68500,63780,192050,207200,6331.0
2020-11-12,jalpaiguri,33800,33600,45300,108000,51200,5563.0
2020-11-12,jhargram,13250,13100,24890,54050,51200,4093.0
2020-11-12,kalimpong,20150,20900,19000,66050,27200,4070.5
2020-11-12,malda,25600,22200,26000,83100,91700,7051.0
2020-11-12,murshidabad,32333,47880,47200,143100,124200,10080.0
2020-11-12,nadia,56570,35240,36800,142050,125700,5231.0
2020-11-12,north 24 parganas,92800,67740,31440,184000,98700,7133.5
2020-11-12,basirhat hd,42820,42230,32280,141050,155000,5097.0
2020-11-12,paschim bardhaman,35850,32100,17580,113000,109900,1707.0
2020-11-12,paschim medinipur,32450,43300,41090,151050,133700,6935.0
2020-11-12,purba bardhaman,55650,48200,26800,128550,128700,9043.0
2020-11-12,purba medinipur,50050,36700,33220,71050,82100,1731.0
2020-11-12,nandigram hd,15750,30100,30640,114050,76200,6829.0
2020-11-12,purulia,47950,32100,52700,137550,113700,7121.0
2020-11-12,rampurhat hd,23650,28000,30300,57550,66500,5437.0
2020-11-12,south 24 parganas,52450,32100,33400,97250,94400,2141.0
2020-11-12,uttar dinajpur,35750,42050,43600,107050,118700,5653.0
2020-11-12,bankura s mc&h,18500,41650,10200,168500,170400,2660.0
2020-11-12,coochbehar mc&h,13800,13900,14600,50500,77500,2792.0
2020-11-12,nb mc&h,39350,90500,20000,210200,205500,7590.0
2020-11-12,diamond harbour mc&h,13300,20700,10100,136500,138000,3398.0
2020-11-12,malda mc&h,18800,67100,13100,178500,197500,5318.0
2020-11-12,murshidabad mc&h,30130,65950,14600,119000,172500,1940.0
2020-11-12,bardhaman mc&h,23900,34100,17500,167500,194500,2998.0
2020-11-12,medinipur mc&h,51800,68200,34100,233500,172000,10698.0
2020-11-12,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-12,rampurhat mc&h,20900,23400,17600,37000,61500,9648.0
2020-11-12,raiganj mc&h,14100,11900,13100,48500,71000,1890.0
2020-11-12,jnm mc&h,17400,20000,24000,45000,40000,2472.0
2020-11-12,sagar dutta mc&h,57520,79330,17600,153550,173000,7078.0
2020-11-12,id & bg hospital,45050,56800,20600,93100,73500,2671.0
2020-11-12,rg kar mch,40850,61000,15800,275050,291200,6607.0
2020-11-12,nrs mch,60250,83000,30800,194550,185200,4390.0
2020-11-12,ipgmer & sskmh,98900,106590,66600,400050,389500,13717.0
2020-11-12,"medical college, kolkata",142450,128000,20800,282050,352500,7912.0
2020-11-12,cnmch,51350,47800,23150,133500,99500,3472.0
2020-11-12,other govt dept/institutions,399601,359595,207888,959601,889402,50965.3
2020-11-12,stock in hand-in transit,355568,513935,793801,1107,508,32658.9
2020-11-12,,2607262,2880040,2347359,7005208,6548210,336790.2
2020-11-11,alipurduar,17800,24250,13400,97900,70200,4442.0
2020-11-11,bankura,40950,40700,27300,150550,98200,6748.0
2020-11-11,birbhum,34150,24300,32400,88050,39700,5421.0
2020-11-11,bishnupur hd,12850,28100,54600,116250,105200,5511.0
2020-11-11,coochbehar,32100,25450,26700,41100,7200,4354.0
2020-11-11,dakshin dinajpur,18400,18650,21500,113600,74700,4921.0
2020-11-11,darjeeling,45250,44650,22900,32200,10700,4298.0
2020-11-11,diamond harbour hd,39250,30300,28000,104550,91500,3734.0
2020-11-11,hooghly,56370,45750,47000,160200,134100,10241.0
2020-11-11,howrah,104450,66000,63780,184050,207200,6131.0
2020-11-11,jalpaiguri,32800,32600,45300,105000,51200,5463.0
2020-11-11,jhargram,13250,13100,24890,54050,51200,3993.0
2020-11-11,kalimpong,19150,20900,19000,64050,27200,3970.5
2020-11-11,malda,25100,22200,26000,79100,91700,6951.0
2020-11-11,murshidabad,31333,46880,47200,143100,124200,10080.0
2020-11-11,nadia,55570,33240,36800,138050,125700,5131.0
2020-11-11,north 24 parganas,87800,62740,31440,179000,98700,7133.5
2020-11-11,basirhat hd,42820,41230,32280,138050,155000,4897.0
2020-11-11,paschim bardhaman,35850,32100,17580,108000,109900,1707.0
2020-11-11,paschim medinipur,32450,41300,41090,147050,133700,6935.0
2020-11-11,purba bardhaman,53650,46700,26800,128550,128700,8843.0
2020-11-11,purba medinipur,48050,34700,33220,71050,82100,1731.0
2020-11-11,nandigram hd,15250,29100,30640,114050,76200,6729.0
2020-11-11,purulia,45950,30100,52700,137550,113700,6821.0
2020-11-11,rampurhat hd,23150,27000,30300,57550,66500,5237.0
2020-11-11,south 24 parganas,50450,32100,33400,97250,94400,2141.0
2020-11-11,uttar dinajpur,35750,40550,43600,107050,118700,5553.0
2020-11-11,bankura s mc&h,17500,40650,10200,168500,170400,2660.0
2020-11-11,coochbehar mc&h,13800,13900,14600,50500,77500,2792.0
2020-11-11,nb mc&h,38350,86500,20000,210200,205500,7290.0
2020-11-11,diamond harbour mc&h,13300,19700,10100,136500,138000,3298.0
2020-11-11,malda mc&h,18800,65100,13100,178500,197500,5218.0
2020-11-11,murshidabad mc&h,30130,63450,14600,119000,172500,1940.0
2020-11-11,bardhaman mc&h,23900,34100,17500,167500,194500,2998.0
2020-11-11,medinipur mc&h,49800,66200,34100,233500,172000,10198.0
2020-11-11,purulia mc&h,13300,19900,51600,99500,106000,4098.0
2020-11-11,rampurhat mc&h,20400,22400,17600,37000,61500,9248.0
2020-11-11,raiganj mc&h,14100,11900,13100,48500,71000,1890.0
2020-11-11,jnm mc&h,17400,20000,24000,45000,40000,2372.0
2020-11-11,sagar dutta mc&h,55520,76330,17600,153550,173000,6878.0
2020-11-11,id & bg hospital,45050,54800,20600,93100,73500,2671.0
