date,district_name,cases_total,recovered_total,active_cases,deaths_total,migrated_total
2021-03-28,Uttarkashi,3817,3652,29,17,119
2021-03-29,Almora,3300,3104,40,26,130
2021-03-29,Bageshwar,1549,1495,11,17,26
2021-03-29,Chamoli,3509,3385,18,15,91
2021-03-29,Champawat,1826,1790,20,9,7
2021-03-29,Dehradun,30880,28862,606,975,437
2021-03-29,Haridwar,14987,14060,534,163,230
2021-03-29,Nainital,13113,12644,138,238,93
2021-03-29,Pauri Garhwal,5199,5041,74,60,24
2021-03-29,Pithoragarh,3388,3308,20,48,12
2021-03-29,Rudraprayag,2304,2258,29,10,7
2021-03-29,Tehri Garhwal,4366,4041,123,16,186
2021-03-29,Total,99990,95065,1724,1711,1490
2021-03-29,U.S. Nagar,11749,11425,79,117,128
2021-03-29,Uttarkashi,3820,3652,32,17,119
2021-03-30,Almora,3303,3104,43,26,130
2021-03-30,Bageshwar,1551,1495,13,17,26
2021-03-30,Chamoli,3514,3385,23,15,91
2021-03-30,Champawat,1826,1790,20,9,7
2021-03-30,Dehradun,30928,28902,613,976,437
2021-03-30,Haridwar,15007,14119,494,163,231
2021-03-30,Nainital,13125,12654,137,238,96
2021-03-30,Pauri Garhwal,5208,5046,78,60,24
2021-03-30,Pithoragarh,3388,3308,20,48,12
2021-03-30,Rudraprayag,2304,2258,29,10,7
2021-03-30,Tehri Garhwal,4366,4041,123,16,186
2021-03-30,Total,100118,95212,1696,1713,1497
2021-03-30,U.S. Nagar,11771,11458,65,118,130
2021-03-30,Uttarkashi,3827,3652,38,17,120
2021-03-31,Almora,3303,3104,43,26,130
2021-03-31,Bageshwar,1552,1495,14,17,26
2021-03-31,Chamoli,3516,3385,25,15,91
2021-03-31,Champawat,1826,1790,20,9,7
2021-03-31,Dehradun,31099,28942,741,979,437
2021-03-31,Haridwar,15077,14171,511,164,231
2021-03-31,Nainital,13146,12671,139,238,98
2021-03-31,Pauri Garhwal,5215,5046,85,60,24
2021-03-31,Pithoragarh,3390,3308,22,48,12
2021-03-31,Rudraprayag,2304,2258,29,10,7
2021-03-31,Tehri Garhwal,4368,4050,116,16,186
2021-03-31,Total,100411,95330,1863,1717,1501
2021-03-31,U.S. Nagar,11787,11458,81,118,130
2021-03-31,Uttarkashi,3828,3652,37,17,122
2021-04-05,Almora,3331,3105,70,26,130
2021-04-05,Bageshwar,1583,1497,43,17,26
2021-04-05,Chamoli,3524,3401,15,15,93
2021-04-05,Champawat,1842,1798,22,9,13
2021-04-05,Dehradun,32147,29471,1251,988,437
2021-04-05,Haridwar,15796,14436,897,166,297
2021-04-05,Nainital,13362,12769,252,239,102
2021-04-05,Pauri Garhwal,5287,5054,149,60,24
2021-04-05,Pithoragarh,3404,3328,16,48,12
2021-04-05,Rudraprayag,2317,2269,31,10,7
2021-04-05,Tehri Garhwal,4423,4051,166,16,190
2021-04-05,Total,102811,96296,3201,1729,1585
2021-04-05,U.S. Nagar,11937,11458,231,118,130
2021-04-05,Uttarkashi,3858,3659,58,17,124
2021-04-06,Almora,3337,3108,71,26,132
2021-04-06,Bageshwar,1594,1497,54,17,26
2021-04-06,Chamoli,3527,3401,17,15,94
2021-04-06,Champawat,1844,1798,24,9,13
2021-04-06,Dehradun,32450,29576,1446,991,437
2021-04-06,Haridwar,15981,14490,1010,169,312
2021-04-06,Nainital,13469,12781,344,240,104
2021-04-06,Pauri Garhwal,5288,5078,126,60,24
2021-04-06,Pithoragarh,3449,3328,61,48,12
2021-04-06,Rudraprayag,2322,2269,36,10,7
2021-04-06,Tehri Garhwal,4498,4057,232,16,193
2021-04-06,Total,103602,96647,3607,1736,1612
2021-04-06,U.S. Nagar,11978,11596,130,118,134
2021-04-06,Uttarkashi,3865,3668,56,17,124
2021-04-07,Almora,3340,3116,64,26,134
2021-04-07,Bageshwar,1594,1497,54,17,26
2021-04-07,Chamoli,3528,3401,18,15,94
2021-04-07,Champawat,1849,1798,29,9,13
2021-04-07,Dehradun,32959,29593,1934,995,437
2021-04-07,Haridwar,16289,14505,1286,170,328
2021-04-07,Nainital,13582,12795,443,240,104
2021-04-07,Pauri Garhwal,5345,5079,183,60,23
2021-04-07,Pithoragarh,3449,3328,61,48,12
2021-04-07,Rudraprayag,2332,2273,42,10,7
2021-04-07,Tehri Garhwal,4517,4069,175,16,257
2021-04-07,Total,104711,96735,4526,1741,1709
2021-04-07,U.S. Nagar,12062,11596,203,118,145
2021-04-07,Uttarkashi,3865,3685,34,17,129
2021-04-08,Almora,3356,3122,74,26,134
2021-04-08,Bageshwar,1600,1497,60,17,26
2021-04-08,Chamoli,3538,3406,22,15,95
2021-04-08,Champawat,1850,1798,29,9,14
2021-04-08,Dehradun,33198,29786,1979,995,438
2021-04-08,Haridwar,16566,14545,1521,172,328
2021-04-08,Nainital,13714,12805,565,240,104
2021-04-08,Pauri Garhwal,5353,5079,190,61,23
2021-04-08,Pithoragarh,3455,3328,67,48,12
2021-04-08,Rudraprayag,2344,2283,44,10,7
2021-04-08,Tehri Garhwal,4556,4070,213,16,257
2021-04-08,Total,105498,97000,5042,1744,1712
2021-04-08,U.S. Nagar,12096,11596,237,118,145
2021-04-08,Uttarkashi,3872,3685,41,17,129
2021-04-09,Almora,3369,3122,87,26,134
2021-04-09,Bageshwar,1609,1497,69,17,26
2021-04-09,Chamoli,3541,3410,18,15,98
2021-04-09,Champawat,1856,1798,35,9,14
2021-04-09,Dehradun,33533,29956,2141,998,438
2021-04-09,Haridwar,16795,14625,1610,173,387
2021-04-09,Nainital,13736,12850,538,240,108
2021-04-09,Pauri Garhwal,5383,5088,211,61,23
2021-04-09,Pithoragarh,3463,3328,75,48,12
2021-04-09,Rudraprayag,2344,2283,44,10,7
2021-04-09,Tehri Garhwal,4574,4070,229,16,259
2021-04-09,Total,106246,97327,5384,1749,1786
2021-04-09,U.S. Nagar,12169,11608,293,119,149
2021-04-09,Uttarkashi,3874,3692,34,17,131
2021-04-10,Almora,3383,3128,90,26,139
2021-04-10,Bageshwar,1613,1504,66,17,26
2021-04-10,Chamoli,3557,3410,34,15,98
2021-04-10,Champawat,1860,1798,39,9,14
2021-04-10,Dehradun,34122,30115,2568,1000,439
2021-04-10,Haridwar,17049,14702,1782,174,391
2021-04-10,Nainital,13865,12871,646,240,108
2021-04-10,Pauri Garhwal,5433,5088,261,61,23
2021-04-10,Pithoragarh,3469,3331,78,48,12
2021-04-10,Rudraprayag,2360,2283,60,10,7
2021-04-10,Tehri Garhwal,4632,4083,251,16,282
2021-04-10,Total,107479,97644,6241,1752,1842
2021-04-10,U.S. Nagar,12259,11638,332,119,170
2021-04-10,Uttarkashi,3877,3693,34,17,133
2021-04-11,Almora,3394,3128,101,26,139
2021-04-11,Bageshwar,1621,1505,73,17,26
2021-04-11,Chamoli,3566,3410,43,15,98
2021-04-11,Champawat,1867,1798,46,9,14
2021-04-11,Dehradun,34704,30147,3110,1008,439
2021-04-11,Haridwar,17435,14814,2056,174,391
2021-04-11,Nainital,13987,12885,754,240,108
2021-04-11,Pauri Garhwal,5482,5112,286,61,23
2021-04-11,Pithoragarh,3471,3335,76,48,12
2021-04-11,Rudraprayag,2365,2283,65,10,7
2021-04-11,Tehri Garhwal,4676,4083,295,16,282
2021-04-11,Total,108812,97887,7323,1760,1842
2021-04-11,U.S. Nagar,12363,11692,382,119,170
2021-04-11,Uttarkashi,3881,3695,36,17,133
2021-04-12,Almora,3401,3138,95,26,142
2021-04-12,Bageshwar,1624,1505,76,17,26
2021-04-12,Chamoli,3573,3410,42,15,106
2021-04-12,Champawat,1874,1798,50,9,17
2021-04-12,Dehradun,35258,30566,3240,1013,439
2021-04-12,Haridwar,17843,14817,2363,176,487
2021-04-12,Nainital,14101,12923,823,240,115
2021-04-12,Pauri Garhwal,5552,5122,346,61,23
2021-04-12,Pithoragarh,3474,3335,79,48,12
2021-04-12,Rudraprayag,2374,2289,68,10,7
2021-04-12,Tehri Garhwal,4732,4132,279,16,305
2021-04-12,Total,110146,98492,7846,1767,2041
2021-04-12,U.S. Nagar,12452,11750,356,119,227
2021-04-12,Uttarkashi,3888,3707,29,17,135
2021-04-13,Almora,3432,3138,125,27,142
2021-04-13,Bageshwar,1637,1505,89,17,26
2021-04-13,Chamoli,3581,3413,47,15,106
2021-04-13,Champawat,1895,1798,71,9,17
2021-04-13,Dehradun,36033,30747,3828,1019,439
2021-04-13,Haridwar,18437,14961,2812,177,487
2021-04-13,Nainital,14318,12952,1007,244,115
2021-04-13,Pauri Garhwal,5585,5122,379,61,23
2021-04-13,Pithoragarh,3487,3335,92,48,12
2021-04-13,Rudraprayag,2386,2289,80,10,7
2021-04-13,Tehri Garhwal,4767,4132,314,16,305
2021-04-13,Total,112071,98897,9353,1780,2041
2021-04-13,U.S. Nagar,12624,11797,480,120,227
2021-04-13,Uttarkashi,3889,3708,29,17,135
2021-04-14,Almora,3524,3140,215,27,142
2021-04-14,Bageshwar,1643,1505,95,17,26
2021-04-14,Chamoli,3589,3413,50,15,111
2021-04-14,Champawat,1923,1798,99,9,17
2021-04-14,Dehradun,36829,31011,4346,1030,442
2021-04-14,Haridwar,18962,15099,3179,179,505
2021-04-14,Nainital,14523,12983,1180,244,116
2021-04-14,Pauri Garhwal,5664,5122,458,61,23
2021-04-14,Pithoragarh,3491,3335,96,48,12
2021-04-14,Rudraprayag,2392,2292,83,10,7
2021-04-14,Tehri Garhwal,4845,4132,392,16,305
2021-04-14,Total,114024,99380,10770,1793,2081
2021-04-14,U.S. Nagar,12742,11842,545,120,235
2021-04-14,Uttarkashi,3897,3708,32,17,140
2021-04-15,Almora,3579,3156,238,27,158
2021-04-15,Bageshwar,1658,1506,109,17,26
2021-04-15,Chamoli,3614,3416,72,15,111
2021-04-15,Champawat,1949,1798,125,9,17
2021-04-15,Dehradun,37743,31116,5151,1034,442
2021-04-15,Haridwar,19575,15278,3612,180,505
2021-04-15,Nainital,14679,13048,1269,245,117
2021-04-15,Pauri Garhwal,5769,5124,531,61,53
2021-04-15,Pithoragarh,3520,3336,124,48,12
2021-04-15,Rudraprayag,2441,2295,129,10,7
2021-04-15,Tehri Garhwal,4924,4132,470,17,305
2021-04-15,Total,116244,99777,12484,1802,2181
2021-04-15,U.S. Nagar,12873,11863,601,122,287
2021-04-15,Uttarkashi,3920,3709,53,17,141
2021-04-16,Almora,3627,3182,191,27,227
2021-04-16,Bageshwar,1677,1526,108,17,26
2021-04-16,Chamoli,3643,3419,93,15,116
2021-04-16,Champawat,2001,1798,177,9,17
2021-04-16,Dehradun,38794,31692,5617,1044,441
2021-04-16,Haridwar,20114,15454,3965,184,511
2021-04-16,Nainital,14975,13145,1466,245,119
2021-04-16,Pauri Garhwal,5845,5164,549,61,71
2021-04-16,Pithoragarh,3522,3382,80,48,12
2021-04-16,Rudraprayag,2458,2296,145,10,7
2021-04-16,Tehri Garhwal,4963,4164,369,17,413
2021-04-16,Total,118646,100857,13546,1819,2424
2021-04-16,U.S. Nagar,13093,11926,721,124,322
2021-04-16,Uttarkashi,3934,3709,65,18,142
2021-04-17,Almora,3678,3188,230,27,233
2021-04-17,Bageshwar,1692,1527,123,17,25
2021-04-17,Chamoli,3671,3424,110,19,118
2021-04-17,Champawat,2045,1798,219,11,17
2021-04-17,Dehradun,39973,32073,6398,1057,445
2021-04-17,Haridwar,20731,15539,4481,185,526
2021-04-17,Nainital,15223,13267,1577,258,121
2021-04-17,Pauri Garhwal,6000,5266,599,61,74
2021-04-17,Pithoragarh,3534,3387,87,48,12
2021-04-17,Rudraprayag,2537,2301,219,10,7
2021-04-17,Tehri Garhwal,5013,4173,399,18,423
2021-04-17,Total,121403,101659,15386,1856,2502
2021-04-17,U.S. Nagar,13358,12006,866,127,359
2021-04-17,Uttarkashi,3948,3710,78,18,142
2021-04-18,Almora,3698,3188,250,27,233
2021-04-18,Bageshwar,1707,1527,138,17,25
2021-04-18,Chamoli,3732,3424,171,19,118
2021-04-18,Champawat,2060,1798,234,11,17
2021-04-18,Dehradun,41254,32397,7342,1067,448
2021-04-18,Haridwar,21303,15698,4893,186,526
2021-04-18,Nainital,15409,13365,1665,258,121
2021-04-18,Pauri Garhwal,6133,5266,731,62,74
2021-04-18,Pithoragarh,3548,3387,101,48,12
2021-04-18,Rudraprayag,2555,2311,227,10,7
2021-04-18,Tehri Garhwal,5142,4173,528,18,423
2021-04-18,Total,124033,102367,17293,1868,2505
2021-04-18,U.S. Nagar,13519,12120,913,127,359
2021-04-18,Uttarkashi,3973,3713,100,18,142
2021-04-19,Almora,3777,3204,308,27,238
2021-04-19,Bageshwar,1714,1527,145,17,25
2021-04-19,Chamoli,3754,3424,192,19,119
2021-04-19,Champawat,2075,1798,249,11,17
2021-04-19,Dehradun,41903,32785,7583,1087,448
2021-04-19,Haridwar,21764,15720,5310,188,546
2021-04-19,Nainital,15731,13407,1944,258,122
2021-04-19,Pauri Garhwal,6247,5280,827,64,76
2021-04-19,Pithoragarh,3552,3399,93,48,12
2021-04-19,Rudraprayag,2587,2311,259,10,7
2021-04-19,Tehri Garhwal,5284,4173,670,18,423
2021-04-19,Total,126193,102899,18864,1892,2538
2021-04-19,U.S. Nagar,13743,12155,1102,127,359
2021-04-19,Uttarkashi,4062,3716,182,18,146
2021-04-20,Almora,3843,3209,363,28,243
2021-04-20,Bageshwar,1727,1530,155,17,25
2021-04-20,Chamoli,3778,3441,193,19,125
2021-04-20,Champawat,2103,1798,276,11,18
2021-04-20,Dehradun,42902,33303,8051,1098,450
2021-04-20,Haridwar,22560,15722,6091,193,554
2021-04-20,Nainital,15989,13502,2099,266,122
2021-04-20,Pauri Garhwal,6327,5292,844,65,126
2021-04-20,Pithoragarh,3580,3399,121,48,12
2021-04-20,Rudraprayag,2599,2319,263,10,7
2021-04-20,Tehri Garhwal,5421,4173,790,19,439
2021-04-20,Total,129205,103633,21014,1919,2639
2021-04-20,U.S. Nagar,14308,12226,1588,127,367
2021-04-20,Uttarkashi,4068,3719,180,18,151
2021-04-21,Almora,3942,3218,452,29,243
2021-04-21,Bageshwar,1735,1530,163,17,25
2021-04-21,Chamoli,3839,3441,254,19,125
2021-04-21,Champawat,2113,1798,286,11,18
2021-04-21,Dehradun,44778,34059,9164,1105,450
2021-04-21,Haridwar,23346,15725,6869,198,554
2021-04-21,Nainital,16807,13583,2820,282,122
2021-04-21,Pauri Garhwal,6544,5323,1030,65,126
2021-04-21,Pithoragarh,3598,3399,139,48,12
2021-04-21,Rudraprayag,2651,2326,308,10,7
2021-04-21,Tehri Garhwal,5606,4173,975,19,439
2021-04-21,Total,134012,104527,24893,1953,2639
2021-04-21,U.S. Nagar,14910,12226,2185,132,367
2021-04-21,Uttarkashi,4143,3726,248,18,151
2021-04-22,Almora,4054,3229,506,29,290
2021-04-22,Bageshwar,1769,1530,197,17,25
2021-04-22,Chamoli,3868,3449,275,19,125
2021-04-22,Champawat,2185,1798,355,11,21
2021-04-22,Dehradun,46342,34973,9798,1119,452
2021-04-22,Haridwar,24012,15863,7398,200,551
2021-04-22,Nainital,17241,13702,3131,282,126
2021-04-22,Pauri Garhwal,6773,5343,1206,68,156
2021-04-22,Pithoragarh,3636,3399,177,48,12
2021-04-22,Rudraprayag,2725,2328,380,10,7
2021-04-22,Tehri Garhwal,5745,4269,987,19,470
2021-04-22,Total,138010,106271,26980,1972,2787
2021-04-22,U.S. Nagar,15433,12658,2253,132,390
2021-04-22,Uttarkashi,4227,3730,317,18,162
2021-04-23,Almora,4185,3242,615,29,299
2021-04-23,Bageshwar,1803,1530,231,17,25
2021-04-23,Chamoli,4052,3456,449,20,127
2021-04-23,Champawat,2372,1800,531,11,30
2021-04-23,Dehradun,47947,35646,10697,1151,453
2021-04-23,Haridwar,25127,15870,8504,204,549
2021-04-23,Nainital,17558,13836,3305,291,126
2021-04-23,Pauri Garhwal,7016,5370,1402,68,176
2021-04-23,Pithoragarh,3676,3437,179,48,12
2021-04-23,Rudraprayag,2760,2330,412,11,7
2021-04-23,Tehri Garhwal,5823,4289,964,19,551
2021-04-23,Total,142349,107450,29949,2021,2929
2021-04-23,U.S. Nagar,15765,12902,2319,134,410
2021-04-23,Uttarkashi,4265,3742,341,18,164
2021-04-24,Almora,4302,3297,597,29,379
2021-04-24,Bageshwar,1813,1534,237,17,25
2021-04-24,Chamoli,4142,3459,534,21,128
2021-04-24,Champawat,2693,1802,830,11,50
2021-04-24,Dehradun,49683,36501,11536,1194,452
2021-04-24,Haridwar,26085,15943,9383,214,545
2021-04-24,Nainital,18150,13979,3737,309,125
2021-04-24,Pauri Garhwal,7317,5413,1609,71,224
2021-04-24,Pithoragarh,3799,3437,302,48,12
2021-04-24,Rudraprayag,2813,2330,465,11,7
2021-04-24,Tehri Garhwal,6013,4326,1116,20,551
2021-04-24,Total,147433,108916,33330,2102,3085
2021-04-24,U.S. Nagar,16143,13145,2437,139,422
2021-04-24,Uttarkashi,4480,3750,547,18,165
2021-04-25,Almora,4344,3300,634,30,380
2021-04-25,Bageshwar,1859,1534,283,17,25
2021-04-25,Chamoli,4185,3466,570,21,128
2021-04-25,Champawat,2793,1807,925,11,50
2021-04-25,Dehradun,51353,37607,12084,1209,453
2021-04-25,Haridwar,27229,16250,10218,216,545
2021-04-25,Nainital,18588,14114,4025,323,126
2021-04-25,Pauri Garhwal,7707,5413,1971,71,252
2021-04-25,Pithoragarh,3871,3437,373,49,12
2021-04-25,Rudraprayag,2877,2377,479,14,7
2021-04-25,Tehri Garhwal,6123,4326,1226,20,551
2021-04-25,Total,151801,110664,35864,2146,3127
2021-04-25,U.S. Nagar,16343,13272,2502,147,422
2021-04-25,Uttarkashi,4529,3761,574,18,176
2021-04-26,Almora,4479,3319,727,30,403
2021-04-26,Bageshwar,1888,1534,312,17,25
2021-04-26,Chamoli,4282,3476,656,22,128
2021-04-26,Champawat,2897,1807,1027,11,52
2021-04-26,Dehradun,53387,38306,13385,1243,453
2021-04-26,Haridwar,28231,16553,10888,227,563
2021-04-26,Nainital,19355,14266,4628,335,126
2021-04-26,Pauri Garhwal,8030,5509,2035,77,409
2021-04-26,Pithoragarh,3959,3451,447,49,12
2021-04-26,Rudraprayag,2941,2388,530,16,7
2021-04-26,Tehri Garhwal,6210,4390,1234,20,566
2021-04-26,Total,156859,112265,39031,2213,3350
2021-04-26,U.S. Nagar,16626,13471,2578,148,429
2021-04-26,Uttarkashi,4574,3795,584,18,177
2021-04-27,Almora,4668,3373,840,31,424
2021-04-27,Bageshwar,1932,1534,355,18,25
2021-04-27,Chamoli,4496,3524,822,22,128
2021-04-27,Champawat,2955,1833,1051,12,59
2021-04-27,Dehradun,55605,39016,14842,1294,453
2021-04-27,Haridwar,29255,16565,11892,235,563
2021-04-27,Nainital,20203,14557,5172,348,126
2021-04-27,Pauri Garhwal,8162,5643,2004,82,433
2021-04-27,Pithoragarh,4057,3451,543,51,12
2021-04-27,Rudraprayag,2976,2402,550,17,7
2021-04-27,Tehri Garhwal,6414,4407,1347,21,639
2021-04-27,Total,162562,113736,43032,2309,3485
2021-04-27,U.S. Nagar,17023,13568,2868,157,430
2021-04-27,Uttarkashi,4816,3863,746,21,186
2021-04-28,Almora,4808,3417,917,32,442
2021-04-28,Bageshwar,2060,1534,483,18,25
2021-04-28,Chamoli,4671,3587,932,22,130
2021-04-28,Champawat,3108,1834,1200,12,62
2021-04-28,Dehradun,57934,39732,16397,1352,453
2021-04-28,Haridwar,30433,18687,10909,241,596
2021-04-28,Nainital,20868,14908,5462,371,127
2021-04-28,Pauri Garhwal,8336,5655,2150,85,446
2021-04-28,Pithoragarh,4108,3460,583,53,12
2021-04-28,Rudraprayag,2998,2469,505,17,7
2021-04-28,Tehri Garhwal,6523,4423,1406,21,673
2021-04-28,Total,168616,117221,45383,2417,3595
2021-04-28,U.S. Nagar,17872,13624,3646,172,430
2021-04-28,Uttarkashi,4897,3891,793,21,192
2021-04-29,Almora,5006,3424,1108,32,442
2021-04-29,Bageshwar,2167,1534,590,18,25
2021-04-29,Chamoli,4796,3634,1000,22,140
2021-04-29,Champawat,3265,1839,1352,12,62
2021-04-29,Dehradun,60141,40850,17429,1407,455
2021-04-29,Haridwar,31596,19281,11399,251,665
2021-04-29,Nainital,21541,15438,5604,372,127
2021-04-29,Pauri Garhwal,8589,5655,2381,94,459
2021-04-29,Pithoragarh,4141,3460,616,53,12
2021-04-29,Rudraprayag,3148,2499,624,18,7
2021-04-29,Tehri Garhwal,6686,4457,1535,21,673
2021-04-29,Total,174867,120350,48318,2502,3697
2021-04-29,U.S. Nagar,18699,14315,3771,180,433
2021-04-29,Uttarkashi,5092,3964,909,22,197
2021-04-30,Almora,5226,3436,1284,39,467
2021-04-30,Bageshwar,2193,1594,556,18,25
2021-04-30,Chamoli,5060,3640,1251,23,146
2021-04-30,Champawat,3370,1885,1408,12,65
2021-04-30,Dehradun,62056,43329,16793,1479,455
2021-04-30,Haridwar,32452,20404,11075,255,718
2021-04-30,Nainital,22540,15824,6198,391,127
2021-04-30,Pauri Garhwal,8955,5661,2733,102,459
2021-04-30,Pithoragarh,4207,3472,670,53,12
2021-04-30,Rudraprayag,3314,2506,779,22,7
2021-04-30,Tehri Garhwal,6826,4468,1611,21,726
2021-04-30,Total,180521,124565,49492,2624,3840
2021-04-30,U.S. Nagar,19096,14315,4161,187,433
2021-04-30,Uttarkashi,5226,4031,973,22,200
2021-05-01,Almora,5389,3437,1441,39,472
2021-05-01,Bageshwar,2339,1596,700,18,25
2021-05-01,Chamoli,5176,3748,1236,24,168
2021-05-01,Champawat,3498,1925,1483,15,75
2021-05-01,Dehradun,64322,44887,17431,1549,455
2021-05-01,Haridwar,33030,21610,10399,258,763
2021-05-01,Nainital,23350,16130,6685,408,127
2021-05-01,Pauri Garhwal,9285,5662,3057,108,458
2021-05-01,Pithoragarh,4342,3475,801,54,12
2021-05-01,Rudraprayag,3373,2537,807,22,7
2021-05-01,Tehri Garhwal,6979,4468,1739,22,750
2021-05-01,Total,186014,128209,51127,2731,3947
2021-05-01,U.S. Nagar,19599,14605,4371,190,433
2021-05-01,Uttarkashi,5332,4129,977,24,202
2021-05-02,Almora,5466,3455,1479,39,493
2021-05-02,Bageshwar,2373,1640,690,18,25
2021-05-02,Chamoli,5399,3910,1296,24,169
2021-05-02,Champawat,3671,1927,1654,15,75
2021-05-02,Dehradun,66902,46362,18497,1587,456
2021-05-02,Haridwar,33658,22262,10352,262,782
2021-05-02,Nainital,23786,16227,7007,425,127
2021-05-02,Pauri Garhwal,9519,5662,3288,111,458
2021-05-02,Pithoragarh,4436,3475,891,58,12
2021-05-02,Rudraprayag,3559,2568,915,22,54
2021-05-02,Tehri Garhwal,7227,4469,1987,22,749
2021-05-02,Total,191620,131144,53612,2802,4062
2021-05-02,U.S. Nagar,20166,15033,4485,194,454
2021-05-02,Uttarkashi,5458,4154,1071,25,208
2021-05-03,Almora,5633,3456,1645,39,493
2021-05-03,Bageshwar,2478,1661,773,19,25
2021-05-03,Chamoli,5568,3971,1401,27,169
2021-05-03,Champawat,3886,1931,1862,15,78
2021-05-03,Dehradun,68928,47858,18948,1666,456
2021-05-03,Haridwar,34334,22469,10802,275,788
2021-05-03,Nainital,24244,16975,6694,448,127
2021-05-03,Pauri Garhwal,9658,5811,3262,112,473
2021-05-03,Pithoragarh,4586,3478,1037,59,12
2021-05-03,Rudraprayag,3594,2604,907,27,56
2021-05-03,Tehri Garhwal,7642,4470,2351,24,797
2021-05-03,Total,197023,134488,55436,2930,4169
2021-05-03,U.S. Nagar,20822,15588,4562,194,478
2021-05-03,Uttarkashi,5650,4216,1192,25,217
2021-05-04,Almora,5803,3457,1814,39,493
2021-05-04,Bageshwar,2693,1703,945,20,25
2021-05-04,Chamoli,5718,4022,1496,31,169
2021-05-04,Champawat,4049,1943,2013,15,78
2021-05-04,Dehradun,71717,49630,19925,1705,457
2021-05-04,Haridwar,34991,23324,10599,278,790
2021-05-04,Nainital,25063,17841,6626,469,127
2021-05-04,Pauri Garhwal,10171,5987,3587,122,475
2021-05-04,Pithoragarh,4817,3550,1195,60,12
2021-05-04,Rudraprayag,3729,2670,975,28,56
2021-05-04,Tehri Garhwal,7842,4723,2269,25,825
2021-05-04,Total,204051,140184,56627,3015,4225
2021-05-04,U.S. Nagar,21655,16962,4006,198,489
2021-05-04,Uttarkashi,5803,4372,1177,25,229
2021-05-05,Almora,6074,3866,1675,40,493
2021-05-05,Bageshwar,2933,1796,1092,20,25
2021-05-05,Chamoli,6001,4102,1698,32,169
2021-05-05,Champawat,4294,2206,1995,15,78
2021-05-05,Dehradun,74488,51384,20873,1774,457
2021-05-05,Haridwar,35590,24172,10343,285,790
2021-05-05,Nainital,26019,18416,6984,492,127
2021-05-05,Pauri Garhwal,10434,6103,3729,127,475
2021-05-05,Pithoragarh,5042,3626,1340,64,12
2021-05-05,Rudraprayag,3872,2712,1070,34,56
2021-05-05,Tehri Garhwal,8346,4947,2545,29,825
2021-05-05,Total,211834,144941,59526,3142,4225
2021-05-05,U.S. Nagar,22698,17129,4875,205,489
2021-05-05,Uttarkashi,6043,4482,1307,25,229
2021-05-06,Almora,6303,3971,1771,40,521
2021-05-06,Bageshwar,3042,1796,1201,20,25
2021-05-06,Chamoli,6349,4107,2051,21,170
2021-05-06,Champawat,4570,2546,1883,22,119
2021-05-06,Dehradun,77611,52736,22532,1877,466
2021-05-06,Haridwar,36635,24675,10869,293,798
2021-05-06,Nainital,26866,19266,6968,505,127
2021-05-06,Pauri Garhwal,10847,6198,4001,149,499
2021-05-06,Pithoragarh,5254,3743,1435,64,12
2021-05-06,Rudraprayag,4012,2751,1149,36,76
2021-05-06,Tehri Garhwal,8602,5014,2701,30,857
2021-05-06,Total,220351,149489,62911,3293,4658
2021-05-06,U.S. Nagar,23828,17962,4912,211,743
2021-05-06,Uttarkashi,6432,4724,1438,25,245
2021-05-07,Almora,6668,4310,1792,40,526
2021-05-07,Bageshwar,3159,1796,1318,20,25
2021-05-07,Chamoli,6663,4116,2356,21,170
2021-05-07,Champawat,4784,2546,2097,22,119
2021-05-07,Dehradun,81590,53983,25183,1957,467
2021-05-07,Haridwar,37403,25252,11058,294,799
2021-05-07,Nainital,28208,20099,7450,532,127
2021-05-07,Pauri Garhwal,11043,6353,4016,156,518
2021-05-07,Pithoragarh,5365,3933,1354,66,12
2021-05-07,Rudraprayag,4106,2757,1235,36,78
2021-05-07,Tehri Garhwal,8927,5114,2921,33,859
2021-05-07,Total,229993,154132,67691,3430,4740
2021-05-07,U.S. Nagar,25114,18893,5228,224,769
2021-05-07,Uttarkashi,6963,4980,1683,29,271
2021-05-08,Almora,6915,4516,1833,40,526
2021-05-08,Bageshwar,3396,1796,1555,20,25
2021-05-08,Chamoli,6838,4421,2222,25,170
2021-05-08,Champawat,5106,2743,2222,22,119
2021-05-08,Dehradun,85020,55843,26710,1997,470
2021-05-08,Haridwar,38215,25813,11277,321,804
2021-05-08,Nainital,28844,20959,7203,555,127
2021-05-08,Pauri Garhwal,11246,6356,4213,159,518
2021-05-08,Pithoragarh,5573,3974,1520,67,12
2021-05-08,Rudraprayag,4377,2765,1492,39,81
2021-05-08,Tehri Garhwal,9351,5140,3317,35,859
2021-05-08,Total,238383,158903,71174,3548,4758
2021-05-08,U.S. Nagar,26273,19358,5915,230,770
2021-05-08,Uttarkashi,7229,5219,1695,38,277
2021-05-09,Almora,6995,4550,1878,41,526
2021-05-09,Bageshwar,3401,1875,1466,35,25
2021-05-09,Chamoli,7067,4430,2439,26,172
2021-05-09,Champawat,5179,2822,2210,24,123
2021-05-09,Dehradun,87439,56940,27942,2082,475
2021-05-09,Haridwar,38948,26044,11753,331,820
2021-05-09,Nainital,29076,21578,6789,582,127
2021-05-09,Pauri Garhwal,11518,6359,4473,168,518
2021-05-09,Pithoragarh,5788,4062,1647,67,12
