date,district_name,sessions_24h,sessions_total,citizen_24h,citizen_60_plus_24h,citizen_60_plus_dose1_total,citizen_45_to_59_24h,citizen_45_to_59_dose1_total,citizen_45_plus_dose1_total,citizen_45_plus_dose2_total,citizen_18_to_44_dose1_total,citizen_18_to_44_dose2_total,HCW_24h,HCW_dose1_total,HCW_dose2_total,FLW_24h,FLW_dose1_total,FLW_dose2_total
2021-08-18,Dehradun,,,19275.0,,,,,453939.0,307016.0,603869.0,53525.0,74,37197,30439.0,163.0,30614.0,23431.0
2021-08-18,Haridwar,,,11881.0,,,,,352043.0,154218.0,534050.0,27235.0,19,17416,13286.0,63.0,48288.0,35646.0
2021-08-18,Nainital,,,5808.0,,,,,229567.0,139099.0,311354.0,27175.0,6,14180,10677.0,96.0,20079.0,10929.0
2021-08-18,Pauri,,,5074.0,,,,,169964.0,108699.0,156144.0,9516.0,24,7907,6833.0,29.0,7079.0,4878.0
2021-08-18,Pithoragarh,,,2895.0,,,,,110487.0,59930.0,131917.0,12201.0,1,4092,3516.0,30.0,8305.0,6313.0
2021-08-18,Rudraprayag,,,877.0,,,,,66890.0,36581.0,90804.0,8027.0,4,2462,2086.0,8.0,2685.0,1905.0
2021-08-18,Tehri,,,3264.0,,,,,143971.0,85750.0,162643.0,9414.0,1,6246,5567.0,12.0,4909.0,4083.0
2021-08-18,Total,,,70557.0,,,,,2335858.0,1343509.0,3067526.0,221610.0,154,120150,98118.0,691.0,187760.0,126981.0
2021-08-18,US Nagar,,,14667.0,,,,,310183.0,139785.0,500841.0,24076.0,14,12431,9189.0,180.0,34617.0,16503.0
2021-08-18,Uttarkashi,,,1352.0,,,,,84576.0,57610.0,119989.0,10366.0,3,3458,3195.0,12.0,4983.0,4107.0
2021-08-19,Almora,,,3890.0,,,,,165826.0,95676.0,144948.0,14260.0,3,6016,5086.0,101.0,9941.0,6752.0
2021-08-19,Bageshwar,,,797.0,,,,,74734.0,47965.0,97498.0,8538.0,0,2514,2369.0,0.0,2317.0,2089.0
2021-08-19,Chamoli,,,2071.0,,,,,105198.0,71429.0,126090.0,10103.0,3,3987,3959.0,71.0,6486.0,5560.0
2021-08-19,Champawat,,,773.0,,,,,69206.0,41435.0,90410.0,9264.0,0,2244,1922.0,32.0,7458.0,4988.0
2021-08-19,Dehradun,,,24889.0,,,,,457702.0,308665.0,621207.0,55664.0,81,37202,30515.0,144.0,30615.0,23574.0
2021-08-19,Haridwar,,,17609.0,,,,,354312.0,155539.0,546703.0,28601.0,12,17416,13298.0,135.0,48288.0,35781.0
2021-08-19,Nainital,,,5469.0,,,,,230423.0,139875.0,314091.0,28275.0,9,14180,10686.0,163.0,20079.0,11092.0
2021-08-19,Pauri,,,3246.0,,,,,170523.0,109266.0,157923.0,9857.0,12,7907,6845.0,22.0,7079.0,4900.0
2021-08-19,Pithoragarh,,,3722.0,,,,,111136.0,60519.0,133730.0,12872.0,9,4092,3525.0,43.0,8305.0,6356.0
2021-08-19,Rudraprayag,,,730.0,,,,,66922.0,36768.0,90970.0,8372.0,1,2462,2087.0,6.0,2685.0,1911.0
2021-08-19,Tehri,,,5153.0,,,,,144715.0,86378.0,165481.0,10357.0,7,6246,5574.0,16.0,4909.0,4099.0
2021-08-19,Total,,,86280.0,,,,,2348665.0,1351940.0,3121743.0,232435.0,150,120155,98263.0,933.0,187762.0,127912.0
2021-08-19,US Nagar,,,16603.0,,,,,313338.0,140646.0,512275.0,25229.0,10,12431,9199.0,184.0,34617.0,16687.0
2021-08-19,Uttarkashi,,,1328.0,,,,,84630.0,57779.0,120417.0,11043.0,3,3458,3198.0,16.0,4983.0,4123.0
2021-08-20,Almora,,,1811.0,,,,,166116.0,95992.0,145811.0,14602.0,1,6016,5087.0,20.0,9941.0,6772.0
2021-08-20,Bageshwar,,,706.0,,,,,74750.0,48245.0,97598.0,8848.0,1,2514,2370.0,1.0,2317.0,2090.0
2021-08-20,Chamoli,,,2143.0,,,,,105293.0,72537.0,126624.0,10509.0,3,3987,3962.0,69.0,6486.0,5629.0
2021-08-20,Champawat,,,586.0,,,,,69227.0,41518.0,90560.0,9596.0,0,2244,1922.0,18.0,7458.0,5006.0
2021-08-20,Dehradun,,,14226.0,,,,,459607.0,309565.0,631170.0,57122.0,49,37204,30562.0,106.0,30616.0,23679.0
2021-08-20,Haridwar,,,17834.0,,,,,356900.0,156881.0,559826.0,29382.0,9,17416,13307.0,71.0,48288.0,35852.0
2021-08-20,Nainital,,,3949.0,,,,,230866.0,140373.0,316032.0,29342.0,9,14180,10695.0,124.0,20079.0,11216.0
2021-08-20,Pauri,,,2693.0,,,,,170865.0,109520.0,159594.0,10283.0,6,7907,6851.0,4.0,7079.0,4904.0
2021-08-20,Pithoragarh,,,2074.0,,,,,111491.0,60788.0,134732.0,13320.0,2,4092,3527.0,22.0,8305.0,6378.0
2021-08-20,Rudraprayag,,,260.0,,,,,66938.0,36813.0,91018.0,8523.0,1,2462,2088.0,1.0,2685.0,1912.0
2021-08-20,Tehri,,,2077.0,,,,,145007.0,86605.0,166772.0,10624.0,1,6246,5575.0,8.0,4909.0,4107.0
2021-08-20,Total,,,56243.0,,,,,2356261.0,1357833.0,3157627.0,239305.0,99,120157,98360.0,686.0,187764.0,128596.0
2021-08-20,US Nagar,,,7515.0,,,,,314544.0,141168.0,517302.0,25989.0,16,12431,9215.0,237.0,34618.0,16923.0
2021-08-20,Uttarkashi,,,369.0,,,,,84657.0,57828.0,120588.0,11165.0,1,3458,3199.0,5.0,4983.0,4128.0
2021-08-21,Almora,,,2672.0,,,,,166462.0,96413.0,146966.0,15352.0,3,6016,5090.0,74.0,9941.0,6846.0
2021-08-21,Bageshwar,,,863.0,,,,,74769.0,48443.0,97711.0,9381.0,0,2514,2370.0,4.0,2317.0,2094.0
2021-08-21,Chamoli,,,1411.0,,,,,105395.0,72897.0,127177.0,10905.0,0,3987,3962.0,21.0,6486.0,5650.0
2021-08-21,Champawat,,,516.0,,,,,69243.0,41590.0,90680.0,9904.0,1,2244,1923.0,39.0,7458.0,5045.0
2021-08-21,Dehradun,,,17993.0,,,,,462527.0,310771.0,642806.0,59353.0,62,37206,30622.0,120.0,30616.0,23799.0
2021-08-21,Haridwar,,,23936.0,,,,,360350.0,158566.0,577358.0,30651.0,13,17416,13320.0,144.0,48288.0,35996.0
2021-08-21,Nainital,,,6374.0,,,,,231850.0,140951.0,319300.0,30886.0,17,14180,10712.0,169.0,20079.0,11385.0
2021-08-21,Pauri,,,4369.0,,,,,171183.0,109814.0,160905.0,12729.0,3,7907,6854.0,30.0,7080.0,4933.0
2021-08-21,Pithoragarh,,,1808.0,,,,,111732.0,61111.0,135599.0,13697.0,2,4092,3529.0,35.0,8305.0,6413.0
2021-08-21,Rudraprayag,,,529.0,,,,,66962.0,36923.0,91105.0,8831.0,1,2462,2089.0,6.0,2685.0,1918.0
2021-08-21,Tehri,,,2042.0,,,,,145213.0,86960.0,167799.0,11078.0,1,6246,5576.0,6.0,4909.0,4113.0
2021-08-21,Total,,,75686.0,,,,,2366883.0,1364247.0,3204075.0,251507.0,122,120159,98480.0,1086.0,187767.0,129679.0
2021-08-21,US Nagar,,,12376.0,,,,,316505.0,141895.0,525761.0,27218.0,19,12431,9234.0,432.0,34620.0,17353.0
2021-08-21,Uttarkashi,,,797.0,,,,,84692.0,57913.0,120908.0,11522.0,0,3458,3199.0,6.0,4983.0,4134.0
2021-08-22,Almora,,,461.0,,,,,166577.0,96480.0,147226.0,15371.0,0,6016,5090.0,5.0,9941.0,6851.0
2021-08-22,Bageshwar,,,0.0,,,,,74775.0,48443.0,97710.0,9355.0,0,2514,2369.0,1.0,2317.0,2095.0
2021-08-22,Chamoli,,,757.0,,,,,105453.0,73331.0,127379.0,10968.0,0,3987,3962.0,30.0,6486.0,5680.0
2021-08-22,Champawat,,,7.0,,,,,69244.0,41595.0,90674.0,9911.0,0,2244,1923.0,1.0,7458.0,5046.0
2021-08-22,Dehradun,,,774.0,,,,,462640.0,310843.0,643296.0,59452.0,6,37206,30628.0,6.0,30616.0,23805.0
2021-08-22,Haridwar,,,1657.0,,,,,360594.0,158782.0,578458.0,30748.0,6,17416,13326.0,19.0,48288.0,36015.0
2021-08-22,Nainital,,,108.0,,,,,231904.0,140948.0,319416.0,30827.0,0,14180,10712.0,7.0,20079.0,11392.0
2021-08-22,Pauri,,,376.0,,,,,171267.0,109976.0,161061.0,12703.0,5,7907,6859.0,5.0,7080.0,4938.0
2021-08-22,Pithoragarh,,,0.0,,,,,111762.0,61125.0,135580.0,13662.0,0,4092,3529.0,2.0,8305.0,6415.0
2021-08-22,Rudraprayag,,,150.0,,,,,66966.0,37013.0,91133.0,8859.0,0,2462,2089.0,1.0,2685.0,1919.0
2021-08-22,Tehri,,,0.0,,,,,145202.0,86956.0,167719.0,11067.0,0,6246,5576.0,0.0,4909.0,4113.0
2021-08-22,Total,,,6623.0,,,,,2368094.0,1365377.0,3207942.0,251785.0,18,120159,98496.0,86.0,187766.0,129766.0
2021-08-22,US Nagar,,,1928.0,,,,,316996.0,141931.0,527184.0,27196.0,0,12431,9233.0,8.0,34619.0,17362.0
2021-08-22,Uttarkashi,,,405.0,,,,,84714.0,57954.0,121106.0,11666.0,1,3458,3200.0,1.0,4983.0,4135.0
2021-08-24,Almora,,,2517.0,,,,,167110.0,97587.0,149177.0,16750.0,2,6016,5093.0,72.0,9941.0,6989.0
2021-08-24,Bageshwar,,,694.0,,,,,74837.0,48925.0,97912.0,9939.0,1,2514,2371.0,2.0,2317.0,2098.0
2021-08-24,Chamoli,,,2776.0,,,,,105741.0,75154.0,128716.0,12646.0,4,3987,3966.0,11.0,6486.0,5768.0
2021-08-24,Champawat,,,746.0,,,,,69294.0,41798.0,90949.0,10627.0,1,2244,1924.0,34.0,7459.0,5111.0
2021-08-24,Dehradun,,,22539.0,,,,,470509.0,314646.0,676588.0,65175.0,63,37207,30774.0,145.0,30618.0,24096.0
2021-08-24,Haridwar,,,24130.0,,,,,367709.0,162260.0,611284.0,33174.0,15,17416,13361.0,116.0,48289.0,36264.0
2021-08-24,Nainital,,,6050.0,,,,,233899.0,142364.0,326161.0,33314.0,18,14180,10740.0,191.0,20079.0,11770.0
2021-08-24,Pauri,,,3904.0,,,,,172717.0,111291.0,165630.0,14038.0,11,7907,6876.0,60.0,7080.0,5150.0
2021-08-24,Pithoragarh,,,2853.0,,,,,112455.0,62075.0,138144.0,14649.0,4,4092,3537.0,37.0,8305.0,6485.0
2021-08-24,Rudraprayag,,,735.0,,,,,67026.0,37373.0,91389.0,9474.0,9,2462,2100.0,4.0,2685.0,1932.0
2021-08-24,Tehri,,,4835.0,,,,,146616.0,88803.0,174496.0,12721.0,6,6246,5591.0,16.0,4910.0,4143.0
2021-08-24,Total,,,87417.0,,,,,2394646.0,1384377.0,3318148.0,274738.0,170,120161,98827.0,995.0,187775.0,132081.0
2021-08-24,US Nagar,,,14186.0,,,,,321838.0,143594.0,545419.0,29612.0,34,12431,9288.0,293.0,34623.0,18101.0
2021-08-24,Uttarkashi,,,1452.0,,,,,84895.0,58507.0,122283.0,12619.0,2,3459,3206.0,14.0,4983.0,4174.0
2021-08-25,Almora,,,2820.0,,,,,167421.0,98138.0,150363.0,17522.0,2,6017,5094.0,62.0,9941.0,7051.0
2021-08-25,Bageshwar,,,469.0,,,,,74861.0,49095.0,97990.0,10136.0,0,2514,2371.0,3.0,2317.0,2101.0
2021-08-25,Chamoli,,,2186.0,,,,,105838.0,76130.0,129252.0,13223.0,2,3987,3968.0,53.0,6486.0,5821.0
2021-08-25,Champawat,,,689.0,,,,,69318.0,41955.0,91099.0,10985.0,0,2244,1924.0,23.0,7459.0,5134.0
2021-08-25,Dehradun,,,17076.0,,,,,473329.0,315793.0,687666.0,67206.0,52,37207,30826.0,64.0,30619.0,24159.0
2021-08-25,Haridwar,,,12491.0,,,,,369500.0,163526.0,618921.0,34971.0,34,17416,13395.0,88.0,48289.0,36352.0
2021-08-25,Nainital,,,4672.0,,,,,234580.0,142984.0,328606.0,34240.0,15,14180,10755.0,197.0,20079.0,11967.0
2021-08-25,Pauri,,,5120.0,,,,,173401.0,111927.0,168747.0,14721.0,8,7907,6884.0,40.0,7080.0,5190.0
2021-08-25,Pithoragarh,,,2911.0,,,,,112818.0,62986.0,139308.0,15122.0,3,4092,3540.0,44.0,8306.0,6528.0
2021-08-25,Rudraprayag,,,645.0,,,,,67061.0,37532.0,91534.0,9780.0,4,2462,2104.0,9.0,2685.0,1941.0
2021-08-25,Tehri,,,3484.0,,,,,147007.0,89423.0,176626.0,13064.0,3,6246,5594.0,13.0,4910.0,4156.0
2021-08-25,Total,,,69354.0,,,,,2404914.0,1392772.0,3359045.0,284532.0,141,120162,98967.0,928.0,187779.0,133005.0
2021-08-25,US Nagar,,,15134.0,,,,,324767.0,144438.0,555810.0,30582.0,17,12431,9305.0,315.0,34625.0,18414.0
2021-08-25,Uttarkashi,,,1657.0,,,,,85013.0,58845.0,123123.0,12980.0,1,3459,3207.0,17.0,4983.0,4191.0
2021-08-26,Almora,,,2969.0,,,,,167798.0,98916.0,151574.0,18125.0,2,6017,5096.0,47.0,9941.0,7098.0
2021-08-26,Bageshwar,,,848.0,,,,,74888.0,49449.0,98107.0,10486.0,0,2514,2371.0,5.0,2317.0,2106.0
2021-08-26,Chamoli,,,2084.0,,,,,105938.0,76913.0,129964.0,13712.0,2,3987,3970.0,94.0,6486.0,5915.0
2021-08-26,Champawat,,,709.0,,,,,69349.0,42123.0,91285.0,11309.0,1,2244,1925.0,53.0,7460.0,5186.0
2021-08-26,Dehradun,,,20997.0,,,,,476390.0,317246.0,700941.0,70414.0,72,37207,30898.0,103.0,30619.0,24262.0
2021-08-26,Haridwar,,,31359.0,,,,,374280.0,165740.0,641658.0,36599.0,28,17417,13422.0,147.0,48289.0,36499.0
2021-08-26,Nainital,,,6380.0,,,,,235579.0,143723.0,331966.0,35522.0,20,14180,10775.0,214.0,20079.0,12181.0
2021-08-26,Pauri,,,5208.0,,,,,174161.0,112435.0,172071.0,15337.0,7,7907,6891.0,36.0,7080.0,5226.0
2021-08-26,Pithoragarh,,,2276.0,,,,,113142.0,63506.0,140413.0,15449.0,6,4092,3546.0,54.0,8306.0,6582.0
2021-08-26,Rudraprayag,,,648.0,,,,,67091.0,37744.0,91639.0,10081.0,5,2462,2109.0,11.0,2685.0,1952.0
2021-08-26,Tehri,,,3994.0,,,,,147401.0,90219.0,178930.0,13564.0,2,6246,5596.0,9.0,4910.0,4165.0
2021-08-26,Total,,,98315.0,,,,,2419970.0,1402604.0,3421645.0,295359.0,167,120164,99132.0,1061.0,187783.0,134062.0
2021-08-26,US Nagar,,,19224.0,,,,,328832.0,145405.0,569147.0,31437.0,20,12431,9325.0,272.0,34628.0,18683.0
2021-08-26,Uttarkashi,,,1619.0,,,,,85121.0,59185.0,123950.0,13324.0,2,3460,3208.0,16.0,4983.0,4207.0
2021-08-27,Almora,,,2706.0,,,,,168268.0,99474.0,152806.0,18571.0,1,6017,5097.0,62.0,9941.0,7160.0
2021-08-27,Bageshwar,,,648.0,,,,,74912.0,49739.0,98199.0,10728.0,1,2514,2372.0,2.0,2317.0,2108.0
2021-08-27,Chamoli,,,2884.0,,,,,106164.0,77966.0,131043.0,14238.0,2,3987,3972.0,17.0,6486.0,5932.0
2021-08-27,Champawat,,,593.0,,,,,69381.0,42256.0,91442.0,11580.0,1,2244,1926.0,25.0,7461.0,5210.0
2021-08-27,Dehradun,,,21819.0,,,,,479833.0,318692.0,715000.0,73285.0,71,37207,30969.0,101.0,30619.0,24363.0
2021-08-27,Haridwar,,,32255.0,,,,,378838.0,168010.0,665420.0,38264.0,22,17417,13444.0,179.0,48289.0,36678.0
2021-08-27,Nainital,,,7637.0,,,,,237002.0,144551.0,336417.0,36457.0,20,14180,10795.0,218.0,20079.0,12399.0
2021-08-27,Pauri,,,4977.0,,,,,174841.0,113168.0,175061.0,15911.0,7,7907,6898.0,31.0,7080.0,5257.0
2021-08-27,Pithoragarh,,,2900.0,,,,,113585.0,64257.0,141792.0,15776.0,4,4092,3550.0,32.0,8306.0,6614.0
2021-08-27,Rudraprayag,,,634.0,,,,,67118.0,37990.0,91744.0,10337.0,5,2462,2114.0,9.0,2685.0,1961.0
2021-08-27,Tehri,,,2613.0,,,,,147693.0,90749.0,180325.0,13960.0,6,6246,5602.0,10.0,4911.0,4174.0
2021-08-27,Total,,,106342.0,,,,,2436500.0,1413166.0,3490202.0,306052.0,175,120164,99307.0,1010.0,187786.0,135069.0
2021-08-27,US Nagar,,,25236.0,,,,,333623.0,146848.0,586259.0,33327.0,32,12431,9357.0,312.0,34629.0,18994.0
2021-08-27,Uttarkashi,,,1440.0,,,,,85242.0,59466.0,124694.0,13618.0,3,3460,3211.0,12.0,4983.0,4219.0
2021-08-28,Almora,,,2843.0,,,,,168637.0,100085.0,154033.0,19207.0,5,6017,5102.0,71.0,9941.0,7231.0
2021-08-28,Bageshwar,,,733.0,,,,,74937.0,49997.0,98312.0,11065.0,3,2514,2375.0,6.0,2317.0,2114.0
2021-08-28,Chamoli,,,2930.0,,,,,106402.0,79183.0,131990.0,14766.0,1,3987,3973.0,27.0,6486.0,5959.0
2021-08-28,Champawat,,,695.0,,,,,69409.0,42369.0,91685.0,11891.0,0,2244,1926.0,27.0,7461.0,5237.0
2021-08-28,Dehradun,,,21027.0,,,,,482606.0,320110.0,727667.0,77454.0,69,37208,31037.0,212.0,30620.0,24574.0
2021-08-28,Haridwar,,,34696.0,,,,,383878.0,170585.0,690632.0,40133.0,27,17417,13471.0,112.0,48289.0,36790.0
2021-08-28,Nainital,,,9324.0,,,,,238543.0,145488.0,341715.0,38005.0,16,14180,10811.0,291.0,20079.0,12690.0
2021-08-28,Pauri,,,4988.0,,,,,175457.0,113685.0,177911.0,16916.0,6,7907,6904.0,27.0,7080.0,5284.0
2021-08-28,Pithoragarh,,,1914.0,,,,,113830.0,64633.0,142665.0,16196.0,6,4092,3556.0,33.0,8306.0,6647.0
2021-08-28,Rudraprayag,,,656.0,,,,,67146.0,38177.0,91875.0,10647.0,0,2462,2114.0,4.0,2685.0,1965.0
2021-08-28,Tehri,,,2179.0,,,,,147926.0,91106.0,181493.0,14381.0,2,6246,5604.0,16.0,4911.0,4190.0
2021-08-28,Total,,,110623.0,,,,,2452388.0,1423249.0,3560067.0,320839.0,156,120165,99462.0,1305.0,187790.0,136370.0
2021-08-28,US Nagar,,,27200.0,,,,,338292.0,148108.0,604692.0,36165.0,21,12431,9378.0,459.0,34632.0,19450.0
2021-08-28,Uttarkashi,,,1438.0,,,,,85325.0,59723.0,125397.0,14013.0,0,3460,3211.0,20.0,4983.0,4239.0
2021-08-29,Almora,,,1313.0,,,,,168855.0,100444.0,154581.0,19395.0,1,6017,5103.0,18.0,9941.0,7249.0
2021-08-29,Bageshwar,,,782.0,,,,,74959.0,50356.0,98400.0,11378.0,2,2514,2377.0,5.0,2317.0,2119.0
2021-08-29,Chamoli,,,3079.0,,,,,106662.0,80489.0,133070.0,15199.0,0,3987,3973.0,24.0,6486.0,5983.0
2021-08-29,Champawat,,,187.0,,,,,69416.0,42379.0,91724.0,12022.0,1,2244,1927.0,6.0,7461.0,5243.0
2021-08-29,Dehradun,,,12565.0,,,,,484316.0,320899.0,735076.0,80111.0,40,37208,31077.0,81.0,30620.0,24655.0
2021-08-29,Haridwar,,,28470.0,,,,,387758.0,172689.0,711210.0,42041.0,21,17417,13492.0,110.0,48289.0,36900.0
2021-08-29,Nainital,,,6744.0,,,,,239768.0,146089.0,345578.0,39060.0,10,14180,10821.0,169.0,20079.0,12859.0
2021-08-29,Pauri,,,1201.0,,,,,175500.0,113720.0,178690.0,17260.0,0,7907,6904.0,12.0,7080.0,5296.0
2021-08-29,Pithoragarh,,,691.0,,,,,113920.0,64774.0,143028.0,16293.0,1,4092,3557.0,6.0,8306.0,6653.0
2021-08-29,Rudraprayag,,,470.0,,,,,67180.0,38315.0,91943.0,10877.0,2,2462,2116.0,2.0,2685.0,1967.0
2021-08-29,Tehri,,,313.0,,,,,147988.0,91175.0,181657.0,14399.0,0,6246,5604.0,4.0,4911.0,4194.0
2021-08-29,Total,,,79097.0,,,,,2464129.0,1430350.0,3610882.0,330279.0,103,120165,99565.0,738.0,187794.0,137104.0
2021-08-29,US Nagar,,,22357.0,,,,,342412.0,149184.0,620045.0,37973.0,25,12431,9403.0,294.0,34636.0,19740.0
2021-08-29,Uttarkashi,,,925.0,,,,,85395.0,59837.0,125880.0,14271.0,0,3460,3211.0,7.0,4983.0,4246.0
2021-08-30,Almora,,,910.0,,,,,168960.0,100666.0,154978.0,19581.0,1,6017,5104.0,15.0,9941.0,7264.0
2021-08-30,Bageshwar,,,551.0,,,,,74976.0,50552.0,98455.0,11661.0,0,2514,2377.0,3.0,2317.0,2122.0
2021-08-30,Chamoli,,,783.0,,,,,106744.0,80813.0,133370.0,15276.0,0,3987,3973.0,1.0,6486.0,5984.0
2021-08-30,Champawat,,,220.0,,,,,69434.0,42399.0,91784.0,12144.0,0,2244,1927.0,9.0,7461.0,5252.0
2021-08-30,Dehradun,,,5646.0,,,,,484995.0,321221.0,738044.0,81788.0,23,37208,31100.0,27.0,30620.0,24682.0
2021-08-30,Haridwar,,,5636.0,,,,,388582.0,173064.0,715036.0,42652.0,10,17422,13497.0,46.0,48314.0,36921.0
2021-08-30,Nainital,,,5533.0,,,,,240860.0,146440.0,348970.0,39758.0,11,14180,10832.0,110.0,20079.0,12969.0
2021-08-30,Pauri,,,401.0,,,,,175613.0,113795.0,178879.0,17284.0,1,7908,6904.0,14.0,7080.0,5310.0
2021-08-30,Pithoragarh,,,253.0,,,,,113957.0,64802.0,143185.0,16324.0,2,4092,3559.0,0.0,8306.0,6653.0
2021-08-30,Rudraprayag,,,311.0,,,,,67202.0,38460.0,91986.0,10978.0,1,2462,2117.0,4.0,2685.0,1971.0
2021-08-30,Tehri,,,139.0,,,,,147993.0,91278.0,181683.0,14404.0,0,6246,5604.0,5.0,4911.0,4199.0
2021-08-30,Total,,,38244.0,,,,,2470377.0,1433327.0,3634836.0,335344.0,67,120172,99625.0,484.0,187820.0,137562.0
2021-08-30,US Nagar,,,17508.0,,,,,345655.0,149850.0,632456.0,39161.0,18,12432,9420.0,250.0,34637.0,19989.0
2021-08-30,Uttarkashi,,,353.0,,,,,85406.0,59987.0,126010.0,14333.0,0,3460,3211.0,0.0,4983.0,4246.0
2021-08-31,Almora,,,2076.0,,,,,169243.0,101024.0,155864.0,20130.0,6,6017,5110.0,45.0,9941.0,7309.0
2021-08-31,Bageshwar,,,1025.0,,,,,75003.0,50908.0,98537.0,12221.0,1,2514,2378.0,5.0,2317.0,2127.0
2021-08-31,Chamoli,,,2790.0,,,,,107006.0,81684.0,134331.0,15972.0,2,3987,3975.0,16.0,6486.0,6000.0
2021-08-31,Champawat,,,661.0,,,,,69459.0,42462.0,91961.0,12540.0,0,2244,1927.0,41.0,7461.0,5293.0
2021-08-31,Dehradun,,,18175.0,,,,,487328.0,322492.0,748010.0,86393.0,57,37209,31156.0,115.0,30620.0,24797.0
2021-08-31,Haridwar,,,26208.0,,,,,392298.0,174915.0,733696.0,44633.0,14,17422,13511.0,107.0,48315.0,37027.0
2021-08-31,Nainital,,,8573.0,,,,,242338.0,147364.0,353476.0,41423.0,18,14180,10850.0,231.0,20080.0,13199.0
2021-08-31,Pauri,,,2785.0,,,,,176071.0,114133.0,180305.0,17847.0,7,7908,6911.0,13.0,7080.0,5323.0
2021-08-31,Pithoragarh,,,1918.0,,,,,114208.0,65241.0,143880.0,16857.0,6,4092,3565.0,41.0,8306.0,6694.0
2021-08-31,Rudraprayag,,,563.0,,,,,67219.0,38563.0,92054.0,11353.0,0,2462,2117.0,9.0,2685.0,1980.0
2021-08-31,Tehri,,,2442.0,,,,,148207.0,91961.0,182709.0,14923.0,3,6246,5607.0,15.0,4911.0,4214.0
2021-08-31,Total,,,89786.0,,,,,2483513.0,1441797.0,3688462.0,349898.0,149,120173,99773.0,1012.0,187823.0,138571.0
2021-08-31,US Nagar,,,21550.0,,,,,349691.0,150845.0,647303.0,40833.0,32,12432,9452.0,368.0,34638.0,20356.0
2021-08-31,Uttarkashi,,,1020.0,,,,,85442.0,60205.0,126336.0,14773.0,3,3460,3214.0,6.0,4983.0,4252.0
2021-09-01,Almora,,,2159.0,,,,,169531.0,101459.0,156651.0,20779.0,2,6017,5112.0,141.0,9941.0,7450.0
2021-09-01,Bageshwar,,,1453.0,,,,,75026.0,51483.0,98681.0,12932.0,1,2514,2379.0,4.0,2317.0,2131.0
2021-09-01,Chamoli,,,3226.0,,,,,107290.0,82644.0,135570.0,16715.0,1,3987,3976.0,13.0,6486.0,6013.0
2021-09-01,Champawat,,,645.0,,,,,69485.0,42549.0,92131.0,12902.0,1,2244,1928.0,24.0,7461.0,5317.0
2021-09-01,Dehradun,,,14745.0,,,,,489038.0,323636.0,756162.0,90132.0,54,37210,31209.0,74.0,30620.0,24871.0
2021-09-01,Haridwar,,,24735.0,,,,,395977.0,176780.0,750994.0,46526.0,16,17422,13527.0,96.0,48319.0,37119.0
2021-09-01,Nainital,,,8429.0,,,,,243717.0,148290.0,358007.0,43016.0,24,14180,10874.0,236.0,20080.0,13435.0
2021-09-01,Pauri,,,3042.0,,,,,176709.0,114534.0,181803.0,18352.0,7,7908,6918.0,18.0,7080.0,5341.0
2021-09-01,Pithoragarh,,,2090.0,,,,,114472.0,65662.0,144670.0,17472.0,8,4092,3573.0,36.0,8306.0,6730.0
2021-09-01,Rudraprayag,,,963.0,,,,,67266.0,38764.0,92187.0,11935.0,3,2462,2120.0,11.0,2685.0,1991.0
2021-09-01,Tehri,,,1409.0,,,,,148356.0,92231.0,183413.0,15209.0,1,6246,5608.0,8.0,4911.0,4222.0
2021-09-01,Total,,,84365.0,,,,,2495837.0,1450287.0,3738370.0,363541.0,147,120175,99918.0,1018.0,187829.0,139583.0
2021-09-01,US Nagar,,,20434.0,,,,,353491.0,151906.0,661322.0,42387.0,25,12433,9476.0,312.0,34640.0,20666.0
2021-09-01,Uttarkashi,,,1035.0,,,,,85479.0,60349.0,126779.0,15184.0,4,3460,3218.0,45.0,4983.0,4297.0
2021-09-02,Almora,,,1814.0,,,,,169715.0,101848.0,157296.0,21375.0,4,6017,5116.0,38.0,9943.0,7486.0
2021-09-02,Bageshwar,,,1577.0,,,,,75058.0,51977.0,98797.0,13867.0,0,2514,2379.0,7.0,2317.0,2138.0
2021-09-02,Chamoli,,,3067.0,,,,,107552.0,83629.0,136502.0,17603.0,1,3987,3977.0,28.0,6486.0,6041.0
2021-09-02,Champawat,,,732.0,,,,,69522.0,42662.0,92308.0,13307.0,0,2244,1928.0,39.0,7461.0,5356.0
2021-09-02,Dehradun,,,16172.0,,,,,491019.0,325098.0,764879.0,94144.0,51,37210,31260.0,92.0,30620.0,24963.0
2021-09-02,Haridwar,,,23456.0,,,,,399279.0,178837.0,767262.0,48355.0,20,17422,13547.0,87.0,48320.0,37205.0
2021-09-02,Nainital,,,7874.0,,,,,245026.0,149023.0,362102.0,44753.0,17,14180,10891.0,184.0,20080.0,13619.0
2021-09-02,Pauri,,,6464.0,,,,,177592.0,115269.0,185227.0,19774.0,10,7908,6928.0,35.0,7080.0,5376.0
2021-09-02,Pithoragarh,,,2463.0,,,,,114771.0,66241.0,145484.0,18243.0,3,4092,3576.0,32.0,8306.0,6762.0
2021-09-02,Rudraprayag,,,807.0,,,,,67289.0,38867.0,92288.0,12515.0,0,2462,2120.0,16.0,2685.0,2007.0
2021-09-02,Tehri,,,4244.0,,,,,148823.0,92922.0,185213.0,16495.0,9,6246,5617.0,17.0,4911.0,4239.0
