date,district_name,hospital_name,cases_new,deaths_new,discharged_new,cases_total,deaths_total,discharged_total,migrated_total
2021-10-21,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-21,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-21,Dehradun,HIHT JolyGrant,0.0,0.0,0.0,51,17,28,6.0
2021-10-21,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-21,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-21,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-21,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-21,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-21,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-21,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-21,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-21,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-20,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-20,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,416,98,272,40.0
2021-10-20,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-20,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-20,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-20,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-20,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-20,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-20,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-20,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-20,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-20,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-20,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-20,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-20,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-19,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-19,Dehradun,AIIMS Rishikesh,0.0,1.0,0.0,416,98,272,40.0
2021-10-19,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-19,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-19,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-19,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-19,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-19,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-19,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-19,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-19,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-19,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-19,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-19,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-19,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-18,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-18,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,416,97,272,40.0
2021-10-18,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-18,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-18,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-18,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-18,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-18,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-18,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-18,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-18,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-18,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-18,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-18,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-18,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-17,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-17,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,415,97,268,40.0
2021-10-17,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-17,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-17,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-17,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-17,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-17,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-17,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-17,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-17,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-17,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-17,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-17,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-17,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-16,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-16,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,415,97,268,40.0
2021-10-16,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-16,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-16,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-16,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-16,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-16,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-16,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-16,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-16,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-16,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-16,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-16,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-16,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-15,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-15,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,415,97,268,40.0
2021-10-15,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-15,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-15,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-15,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-15,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-15,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-15,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-15,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-15,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-15,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-15,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-15,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-15,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-14,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-14,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,415,97,268,40.0
2021-10-14,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-14,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-14,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-14,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-14,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-14,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-14,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-14,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-14,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-14,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-14,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-14,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-14,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-13,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-13,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,415,97,268,40.0
2021-10-13,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-13,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-13,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-13,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-13,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-13,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-13,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-13,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-13,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-13,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-13,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-13,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-13,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-12,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-12,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,414,97,268,39.0
2021-10-12,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-12,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-12,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-12,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-12,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-12,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-12,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-12,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-12,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-12,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-12,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-12,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-12,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-11,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-11,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,413,97,268,39.0
2021-10-11,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-11,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-11,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-11,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-11,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-11,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-11,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-11,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-11,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-11,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-11,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-11,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-11,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-10,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-10,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,413,97,268,39.0
2021-10-10,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-10,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-10,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-10,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-10,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-10,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-10,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-10,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-10,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-10,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-10,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-10,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-10,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-09,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-09,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,413,97,268,39.0
2021-10-09,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-09,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-09,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-09,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-09,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-09,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-09,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-09,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-09,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-09,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-09,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-09,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-09,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-08,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-08,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,413,97,268,39.0
2021-10-08,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-08,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-08,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-08,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-08,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-08,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-08,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-08,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-08,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-08,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-08,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-08,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-08,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-07,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-07,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,413,97,268,39.0
2021-10-07,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-07,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-07,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-07,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-07,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-07,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-07,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-07,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-07,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-07,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-07,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-07,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-07,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-06,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-06,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,413,97,268,39.0
2021-10-06,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-06,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-06,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-06,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-06,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-06,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-06,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-06,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-06,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-06,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-06,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-06,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-06,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-05,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-05,Dehradun,AIIMS Rishikesh,0.0,0.0,1.0,413,97,268,39.0
2021-10-05,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-05,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-05,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-05,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-05,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-05,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-05,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-05,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-05,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-05,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-05,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-05,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-05,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-04,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-04,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,413,97,267,39.0
2021-10-04,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-04,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-04,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-04,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-04,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-04,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-04,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-04,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-04,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-04,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-04,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-04,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-04,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-03,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-03,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,413,97,267,39.0
2021-10-03,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-03,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-03,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-03,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-03,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-03,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-03,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-03,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-03,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-03,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-03,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-03,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-03,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-02,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-02,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,413,97,267,39.0
2021-10-02,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-02,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-02,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-02,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-02,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
